model,snapshot,redshift,M_200c_Msun,log10_M_200c_Msun,dn_dlog10M,poisson_err,n_kept,n_total,source_file
BT_deep,0024,19.40664523,1.6788040181e+08,8.2250000000e+00,3.1148845210e-03,4.2001094313e-04,373,49086,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0024_m200c_bocquet16_input.npz
BT_deep,0024,19.40664523,2.3713737057e+08,8.3750000000e+00,1.2233001028e-02,8.3235029281e-04,373,49086,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0024_m200c_bocquet16_input.npz
BT_deep,0024,19.40664523,3.3496543916e+08,8.5250000000e+00,3.5679586331e-03,4.4952053483e-04,373,49086,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0024_m200c_bocquet16_input.npz
BT_deep,0024,19.40664523,4.7315125896e+08,8.6750000000e+00,1.5291251285e-03,2.9428026818e-04,373,49086,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0024_m200c_bocquet16_input.npz
BT_deep,0024,19.40664523,6.6834391757e+08,8.8250000000e+00,5.6634264018e-04,1.7909326790e-04,373,49086,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0024_m200c_bocquet16_input.npz
BT_deep,0024,19.40664523,9.4406087629e+08,8.9750000000e+00,5.6634264018e-05,5.6634264018e-05,373,49086,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0024_m200c_bocquet16_input.npz
BT_deep,0024,19.40664523,1.3335214322e+09,9.1250000000e+00,5.6634264018e-05,5.6634264018e-05,373,49086,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0024_m200c_bocquet16_input.npz
BT_deep,0027,14.3318146,1.6788040181e+08,8.2250000000e+00,6.7394774181e-02,1.9536769012e-03,11636,387469,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0027_m200c_bocquet16_input.npz
BT_deep,0027,14.3318146,2.3713737057e+08,8.3750000000e+00,3.1290430870e-01,4.2096443117e-03,11636,387469,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0027_m200c_bocquet16_input.npz
BT_deep,0027,14.3318146,3.3496543916e+08,8.5250000000e+00,1.4690928086e-01,2.8844581812e-03,11636,387469,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0027_m200c_bocquet16_input.npz
BT_deep,0027,14.3318146,4.7315125896e+08,8.6750000000e+00,6.9490241950e-02,1.9838167025e-03,11636,387469,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0027_m200c_bocquet16_input.npz
BT_deep,0027,14.3318146,6.6834391757e+08,8.8250000000e+00,3.4830072371e-02,1.4044840741e-03,11636,387469,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0027_m200c_bocquet16_input.npz
BT_deep,0027,14.3318146,9.4406087629e+08,8.9750000000e+00,1.7046913469e-02,9.8256775752e-04,11636,387469,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0027_m200c_bocquet16_input.npz
BT_deep,0027,14.3318146,1.3335214322e+09,9.1250000000e+00,6.2297690420e-03,5.9398517212e-04,11636,387469,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0027_m200c_bocquet16_input.npz
BT_deep,0027,14.3318146,1.8836490895e+09,9.2750000000e+00,2.4919076168e-03,3.7566920805e-04,11636,387469,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0027_m200c_bocquet16_input.npz
BT_deep,0027,14.3318146,2.6607250598e+09,9.4250000000e+00,1.0760510163e-03,2.4686303360e-04,11636,387469,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0027_m200c_bocquet16_input.npz
BT_deep,0027,14.3318146,3.7583740429e+09,9.5750000000e+00,3.3980558411e-04,1.3872504880e-04,11636,387469,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0027_m200c_bocquet16_input.npz
BT_deep,0027,14.3318146,5.3088444423e+09,9.7250000000e+00,1.6990279205e-04,9.8093422728e-05,11636,387469,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0027_m200c_bocquet16_input.npz
BT_deep,0027,14.3318146,7.4989420933e+09,9.8750000000e+00,5.6634264018e-05,5.6634264018e-05,11636,387469,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0027_m200c_bocquet16_input.npz
BT_deep,0027,14.3318146,1.0592537252e+10,1.0025000000e+01,5.6634264018e-05,5.6634264018e-05,11636,387469,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0027_m200c_bocquet16_input.npz
BT_deep,0030,10.51901923,1.6788040181e+08,8.2250000000e+00,3.2932824526e-01,4.3187107788e-03,72180,1142676,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0030_m200c_bocquet16_input.npz
BT_deep,0030,10.51901923,2.3713737057e+08,8.3750000000e+00,1.5903467679e+00,9.4904224739e-03,72180,1142676,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0030_m200c_bocquet16_input.npz
BT_deep,0030,10.51901923,3.3496543916e+08,8.5250000000e+00,9.3910936594e-01,7.2928573120e-03,72180,1142676,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0030_m200c_bocquet16_input.npz
BT_deep,0030,10.51901923,4.7315125896e+08,8.6750000000e+00,5.4363230031e-01,5.5487129340e-03,72180,1142676,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0030_m200c_bocquet16_input.npz
BT_deep,0030,10.51901923,6.6834391757e+08,8.8250000000e+00,3.1596255896e-01,4.2301663069e-03,72180,1142676,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0030_m200c_bocquet16_input.npz
BT_deep,0030,10.51901923,9.4406087629e+08,8.9750000000e+00,1.7375392201e-01,3.1369452487e-03,72180,1142676,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0030_m200c_bocquet16_input.npz
BT_deep,0030,10.51901923,1.3335214322e+09,9.1250000000e+00,9.2653655933e-02,2.2907142145e-03,72180,1142676,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0030_m200c_bocquet16_input.npz
BT_deep,0030,10.51901923,1.8836490895e+09,9.2750000000e+00,4.9385078224e-02,1.6723897747e-03,72180,1142676,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0030_m200c_bocquet16_input.npz
BT_deep,0030,10.51901923,2.6607250598e+09,9.4250000000e+00,2.7297715257e-02,1.2433768588e-03,72180,1142676,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0030_m200c_bocquet16_input.npz
BT_deep,0030,10.51901923,3.7583740429e+09,9.5750000000e+00,1.3875394684e-02,8.8646644940e-04,72180,1142676,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0030_m200c_bocquet16_input.npz
BT_deep,0030,10.51901923,5.3088444423e+09,9.7250000000e+00,6.5129403621e-03,6.0733482034e-04,72180,1142676,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0030_m200c_bocquet16_input.npz
BT_deep,0030,10.51901923,7.4989420933e+09,9.8750000000e+00,3.4546901051e-03,4.4232774219e-04,72180,1142676,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0030_m200c_bocquet16_input.npz
BT_deep,0030,10.51901923,1.0592537252e+10,1.0025000000e+01,1.3025880724e-03,2.7160838868e-04,72180,1142676,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0030_m200c_bocquet16_input.npz
BT_deep,0030,10.51901923,1.4962356561e+10,1.0175000000e+01,6.7961116821e-04,1.9618684546e-04,72180,1142676,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0030_m200c_bocquet16_input.npz
BT_deep,0030,10.51901923,2.1134890398e+10,1.0325000000e+01,2.8317132009e-04,1.2663806420e-04,72180,1142676,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0030_m200c_bocquet16_input.npz
BT_deep,0030,10.51901923,4.2169650343e+10,1.0625000000e+01,2.2653705607e-04,1.1326852804e-04,72180,1142676,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0030_m200c_bocquet16_input.npz
BT_deep,0030,10.51901923,5.9566214353e+10,1.0775000000e+01,5.6634264018e-05,5.6634264018e-05,72180,1142676,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0030_m200c_bocquet16_input.npz
BT_deep,0032,8.519850605,1.6788040181e+08,8.2250000000e+00,5.6906108485e-01,5.6770023535e-03,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0032_m200c_bocquet16_input.npz
BT_deep,0032,8.519850605,2.3713737057e+08,8.3750000000e+00,2.8772471492e+00,1.2765217377e-02,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0032_m200c_bocquet16_input.npz
BT_deep,0032,8.519850605,3.3496543916e+08,8.5250000000e+00,1.8304194131e+00,1.0181574353e-02,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0032_m200c_bocquet16_input.npz
BT_deep,0032,8.519850605,4.7315125896e+08,8.6750000000e+00,1.1372726557e+00,8.0254968597e-03,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0032_m200c_bocquet16_input.npz
BT_deep,0032,8.519850605,6.6834391757e+08,8.8250000000e+00,7.1121308754e-01,6.3465762244e-03,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0032_m200c_bocquet16_input.npz
BT_deep,0032,8.519850605,9.4406087629e+08,8.9750000000e+00,4.2702235070e-01,4.9177328670e-03,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0032_m200c_bocquet16_input.npz
BT_deep,0032,8.519850605,1.3335214322e+09,9.1250000000e+00,2.5587360483e-01,3.8067326267e-03,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0032_m200c_bocquet16_input.npz
BT_deep,0032,8.519850605,1.8836490895e+09,9.2750000000e+00,1.5313904990e-01,2.9449817289e-03,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0032_m200c_bocquet16_input.npz
BT_deep,0032,8.519850605,2.6607250598e+09,9.4250000000e+00,8.8462720396e-02,2.2383076336e-03,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0032_m200c_bocquet16_input.npz
BT_deep,0032,8.519850605,3.7583740429e+09,9.5750000000e+00,5.1027471880e-02,1.6999715629e-03,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0032_m200c_bocquet16_input.npz
BT_deep,0032,8.519850605,5.3088444423e+09,9.7250000000e+00,2.5711955864e-02,1.2067218805e-03,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0032_m200c_bocquet16_input.npz
BT_deep,0032,8.519850605,7.4989420933e+09,9.8750000000e+00,1.5064714229e-02,9.2367689318e-04,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0032_m200c_bocquet16_input.npz
BT_deep,0032,8.519850605,1.0592537252e+10,1.0025000000e+01,8.4385053387e-03,6.9130929349e-04,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0032_m200c_bocquet16_input.npz
BT_deep,0032,8.519850605,1.4962356561e+10,1.0175000000e+01,4.8139124415e-03,5.2214211492e-04,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0032_m200c_bocquet16_input.npz
BT_deep,0032,8.519850605,2.1134890398e+10,1.0325000000e+01,2.7750789369e-03,3.9643984813e-04,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0032_m200c_bocquet16_input.npz
BT_deep,0032,8.519850605,2.9853826189e+10,1.0475000000e+01,1.1326852804e-03,2.5327612840e-04,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0032_m200c_bocquet16_input.npz
BT_deep,0032,8.519850605,4.2169650343e+10,1.0625000000e+01,5.6634264018e-04,1.7909326790e-04,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0032_m200c_bocquet16_input.npz
BT_deep,0032,8.519850605,5.9566214353e+10,1.0775000000e+01,3.3980558411e-04,1.3872504880e-04,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0032_m200c_bocquet16_input.npz
BT_deep,0032,8.519850605,8.4139514165e+10,1.0925000000e+01,2.2653705607e-04,1.1326852804e-04,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0032_m200c_bocquet16_input.npz
BT_deep,0032,8.519850605,1.1885022274e+11,1.1075000000e+01,1.1326852804e-04,8.0092944269e-05,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0032_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,1.6788040181e+08,8.2250000000e+00,1.1060105420e+00,7.9144231023e-03,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,2.3713737057e+08,8.3750000000e+00,5.8394456944e+00,1.8185508219e-02,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,3.3496543916e+08,8.5250000000e+00,4.1248999855e+00,1.5284327752e-02,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,4.7315125896e+08,8.6750000000e+00,2.8666565418e+00,1.2741702533e-02,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,6.6834391757e+08,8.8250000000e+00,1.9797073330e+00,1.0588638618e-02,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,9.4406087629e+08,8.9750000000e+00,1.3820459448e+00,8.8470986727e-03,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,1.3335214322e+09,9.1250000000e+00,9.3854302330e-01,7.2906579521e-03,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,1.8836490895e+09,9.2750000000e+00,6.3787171563e-01,6.0104405124e-03,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,2.6607250598e+09,9.4250000000e+00,4.3738642101e-01,4.9770531487e-03,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,3.7583740429e+09,9.5750000000e+00,3.0554185438e-01,4.1598242811e-03,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,5.3088444423e+09,9.7250000000e+00,2.0563901265e-01,3.4126549979e-03,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,7.4989420933e+09,9.8750000000e+00,1.3807433568e-01,2.7963795130e-03,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,1.0592537252e+10,1.0025000000e+01,9.3616438422e-02,2.3025850885e-03,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,1.4962356561e+10,1.0175000000e+01,6.3090570116e-02,1.8902613589e-03,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,2.1134890398e+10,1.0325000000e+01,4.5647216798e-02,1.6078546352e-03,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,2.9853826189e+10,1.0475000000e+01,3.2281530490e-02,1.3521245211e-03,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,4.2169650343e+10,1.0625000000e+01,2.2710339871e-02,1.1341002532e-03,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,5.9566214353e+10,1.0775000000e+01,1.4441737325e-02,9.0437667181e-04,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,8.4139514165e+10,1.0925000000e+01,8.7216766588e-03,7.0281273364e-04,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,1.1885022274e+11,1.1075000000e+01,6.9093802102e-03,6.2554589202e-04,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,1.6788040181e+11,1.1225000000e+01,3.9077642172e-03,4.7043952895e-04,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,2.3713737057e+11,1.1375000000e+01,3.1715187850e-03,4.2381202461e-04,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,3.3496543916e+11,1.1525000000e+01,2.2653705607e-03,3.5818653581e-04,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,4.7315125896e+11,1.1675000000e+01,1.1893195444e-03,2.5953080179e-04,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,6.6834391757e+11,1.1825000000e+01,1.0194167523e-03,2.4027883281e-04,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,9.4406087629e+11,1.1975000000e+01,5.6634264018e-04,1.7909326790e-04,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,1.3335214322e+12,1.2125000000e+01,1.1326852804e-04,8.0092944269e-05,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
BT_deep,0040,3.441080566,1.8836490895e+12,1.2275000000e+01,1.6990279205e-04,9.8093422728e-05,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0040_m200c_bocquet16_input.npz
