model,snapshot,redshift,M_200c_Msun,log10_M_200c_Msun,dn_dlog10M,poisson_err,n_kept,n_total,source_file
BT_deep,0052,0.4150651322,3.3496543916e+11,1.1525000000e+01,3.9643984813e-03,4.7383624836e-04,299288,1838793,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0052_m200c_bocquet16_input.npz
BT_deep,0052,0.4150651322,4.7315125896e+11,1.1675000000e+01,2.7750789369e-03,3.9643984813e-04,299288,1838793,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0052_m200c_bocquet16_input.npz
BT_deep,0052,0.4150651322,6.6834391757e+11,1.1825000000e+01,2.5485418808e-03,3.7991419260e-04,299288,1838793,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0052_m200c_bocquet16_input.npz
BT_deep,0052,0.4150651322,9.4406087629e+11,1.1975000000e+01,2.2653705607e-03,3.5818653581e-04,299288,1838793,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0052_m200c_bocquet16_input.npz
BT_deep,0052,0.4150651322,1.3335214322e+12,1.2125000000e+01,1.1893195444e-03,2.5953080179e-04,299288,1838793,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0052_m200c_bocquet16_input.npz
BT_deep,0052,0.4150651322,1.8836490895e+12,1.2275000000e+01,1.1326852804e-03,2.5327612840e-04,299288,1838793,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0052_m200c_bocquet16_input.npz
BT_deep,0052,0.4150651322,2.6607250598e+12,1.2425000000e+01,5.6634264018e-04,1.7909326790e-04,299288,1838793,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0052_m200c_bocquet16_input.npz
BT_deep,0052,0.4150651322,3.7583740429e+12,1.2575000000e+01,3.9643984813e-04,1.4984017828e-04,299288,1838793,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0052_m200c_bocquet16_input.npz
BT_deep,0052,0.4150651322,5.3088444423e+12,1.2725000000e+01,6.2297690420e-04,1.8783460403e-04,299288,1838793,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0052_m200c_bocquet16_input.npz
BT_deep,0052,0.4150651322,7.4989420933e+12,1.2875000000e+01,2.2653705607e-04,1.1326852804e-04,299288,1838793,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0052_m200c_bocquet16_input.npz
BT_deep,0052,0.4150651322,1.0592537252e+13,1.3025000000e+01,4.5307411214e-04,1.6018588854e-04,299288,1838793,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0052_m200c_bocquet16_input.npz
BT_deep,0052,0.4150651322,1.4962356561e+13,1.3175000000e+01,2.2653705607e-04,1.1326852804e-04,299288,1838793,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0052_m200c_bocquet16_input.npz
BT_deep,0052,0.4150651322,2.1134890398e+13,1.3325000000e+01,1.1326852804e-04,8.0092944269e-05,299288,1838793,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0052_m200c_bocquet16_input.npz
BT_deep,0056,0,1.6788040181e+08,8.2250000000e+00,7.6818715714e-01,6.5958861628e-03,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,2.3713737057e+08,8.3750000000e+00,4.0040424661e+00,1.5058751547e-02,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,3.3496543916e+08,8.5250000000e+00,2.8962196276e+00,1.2807234949e-02,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,4.7315125896e+08,8.6750000000e+00,2.0876522402e+00,1.0873483717e-02,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,6.6834391757e+08,8.8250000000e+00,1.4812691754e+00,9.1591806162e-03,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,9.4406087629e+08,8.9750000000e+00,1.0595138112e+00,7.7462755513e-03,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,1.3335214322e+09,9.1250000000e+00,7.4938458148e-01,6.5146637856e-03,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,1.8836490895e+09,9.2750000000e+00,5.2522616450e-01,5.4539707800e-03,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,2.6607250598e+09,9.4250000000e+00,3.6800944759e-01,4.5652978233e-03,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,3.7583740429e+09,9.5750000000e+00,2.6312279063e-01,3.8602805071e-03,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,5.3088444423e+09,9.7250000000e+00,1.8672316847e-01,3.2519116257e-03,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,7.4989420933e+09,9.8750000000e+00,1.3422320572e-01,2.7571058141e-03,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,1.0592537252e+10,1.0025000000e+01,9.2540387405e-02,2.2893135942e-03,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,1.4962356561e+10,1.0175000000e+01,6.7791214029e-02,1.9594145844e-03,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,2.1134890398e+10,1.0325000000e+01,4.7346244719e-02,1.6375041141e-03,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,2.9853826189e+10,1.0475000000e+01,3.5566317803e-02,1.4192505884e-03,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,4.2169650343e+10,1.0625000000e+01,2.6334932768e-02,1.2212532642e-03,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,5.9566214353e+10,1.0775000000e+01,1.8576038598e-02,1.0256901454e-03,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,8.4139514165e+10,1.0925000000e+01,1.3478954836e-02,8.7371087145e-04,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,1.1885022274e+11,1.1075000000e+01,1.1043681483e-02,7.9085445745e-04,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,1.6788040181e+11,1.1225000000e+01,7.0792830022e-03,6.3319032100e-04,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,2.3713737057e+11,1.1375000000e+01,4.8705467055e-03,5.2520455828e-04,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,3.3496543916e+11,1.1525000000e+01,3.3414215771e-03,4.3501603624e-04,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,4.7315125896e+11,1.1675000000e+01,3.1715187850e-03,4.2381202461e-04,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,6.6834391757e+11,1.1825000000e+01,2.2087362967e-03,3.5368086543e-04,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,9.4406087629e+11,1.1975000000e+01,2.1521020327e-03,3.4911705016e-04,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,1.3335214322e+12,1.2125000000e+01,1.0194167523e-03,2.4027883281e-04,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,1.8836490895e+12,1.2275000000e+01,8.4951396027e-04,2.1934356137e-04,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,2.6607250598e+12,1.2425000000e+01,5.6634264018e-04,1.7909326790e-04,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,3.7583740429e+12,1.2575000000e+01,2.8317132009e-04,1.2663806420e-04,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,5.3088444423e+12,1.2725000000e+01,3.9643984813e-04,1.4984017828e-04,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,7.4989420933e+12,1.2875000000e+01,3.3980558411e-04,1.3872504880e-04,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,1.0592537252e+13,1.3025000000e+01,3.9643984813e-04,1.4984017828e-04,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,1.4962356561e+13,1.3175000000e+01,3.9643984813e-04,1.4984017828e-04,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,2.1134890398e+13,1.3325000000e+01,5.6634264018e-05,5.6634264018e-05,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,2.9853826189e+13,1.3475000000e+01,1.1326852804e-04,8.0092944269e-05,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_deep,0056,0,4.2169650343e+13,1.3625000000e+01,5.6634264018e-05,5.6634264018e-05,262448,1688882,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_deep_snap0056_m200c_bocquet16_input.npz
BT_soft,0024,19.40664523,1.6788040181e+08,8.2250000000e+00,3.2423116150e-01,4.2851596474e-03,61128,1228981,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0024_m200c_bocquet16_input.npz
BT_soft,0024,19.40664523,2.3713737057e+08,8.3750000000e+00,1.5070377655e+00,9.2385050034e-03,61128,1228981,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0024_m200c_bocquet16_input.npz
BT_soft,0024,19.40664523,3.3496543916e+08,8.5250000000e+00,8.1796867521e-01,6.8062510907e-03,61128,1228981,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0024_m200c_bocquet16_input.npz
BT_soft,0024,19.40664523,4.7315125896e+08,8.6750000000e+00,4.2730552202e-01,4.9193631448e-03,61128,1228981,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0024_m200c_bocquet16_input.npz
BT_soft,0024,19.40664523,6.6834391757e+08,8.8250000000e+00,2.1164224463e-01,3.4621095823e-03,61128,1228981,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0024_m200c_bocquet16_input.npz
BT_soft,0024,19.40664523,9.4406087629e+08,8.9750000000e+00,1.0001611026e-01,2.3799871416e-03,61128,1228981,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0024_m200c_bocquet16_input.npz
BT_soft,0024,19.40664523,1.3335214322e+09,9.1250000000e+00,4.3438480502e-02,1.5684726243e-03,61128,1228981,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0024_m200c_bocquet16_input.npz
BT_soft,0024,19.40664523,1.8836490895e+09,9.2750000000e+00,2.0048529462e-02,1.0655673187e-03,61128,1228981,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0024_m200c_bocquet16_input.npz
BT_soft,0024,19.40664523,2.6607250598e+09,9.4250000000e+00,7.4757228504e-03,6.5067815518e-04,61128,1228981,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0024_m200c_bocquet16_input.npz
BT_soft,0024,19.40664523,3.7583740429e+09,9.5750000000e+00,1.6423936565e-03,3.0498484547e-04,61128,1228981,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0024_m200c_bocquet16_input.npz
BT_soft,0024,19.40664523,5.3088444423e+09,9.7250000000e+00,8.4951396027e-04,2.1934356137e-04,61128,1228981,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0024_m200c_bocquet16_input.npz
BT_soft,0024,19.40664523,7.4989420933e+09,9.8750000000e+00,2.2653705607e-04,1.1326852804e-04,61128,1228981,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0024_m200c_bocquet16_input.npz
BT_soft,0024,19.40664523,1.0592537252e+10,1.0025000000e+01,5.6634264018e-05,5.6634264018e-05,61128,1228981,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0024_m200c_bocquet16_input.npz
BT_soft,0027,14.3318146,1.6788040181e+08,8.2250000000e+00,7.9588131224e-01,6.7137286484e-03,194580,2214354,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0027_m200c_bocquet16_input.npz
BT_soft,0027,14.3318146,2.3713737057e+08,8.3750000000e+00,4.0125376057e+00,1.5074717713e-02,194580,2214354,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0027_m200c_bocquet16_input.npz
BT_soft,0027,14.3318146,3.3496543916e+08,8.5250000000e+00,2.5252651983e+00,1.1958952126e-02,194580,2214354,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0027_m200c_bocquet16_input.npz
BT_soft,0027,14.3318146,4.7315125896e+08,8.6750000000e+00,1.5669568168e+00,9.4203739878e-03,194580,2214354,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0027_m200c_bocquet16_input.npz
BT_soft,0027,14.3318146,6.6834391757e+08,8.8250000000e+00,9.4058185681e-01,7.2985725460e-03,194580,2214354,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0027_m200c_bocquet16_input.npz
BT_soft,0027,14.3318146,9.4406087629e+08,8.9750000000e+00,5.5224070844e-01,5.5924722693e-03,194580,2214354,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0027_m200c_bocquet16_input.npz
BT_soft,0027,14.3318146,1.3335214322e+09,9.1250000000e+00,3.0248360412e-01,4.1389535268e-03,194580,2214354,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0027_m200c_bocquet16_input.npz
BT_soft,0027,14.3318146,1.8836490895e+09,9.2750000000e+00,1.6225716641e-01,3.0313883290e-03,194580,2214354,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0027_m200c_bocquet16_input.npz
BT_soft,0027,14.3318146,2.6607250598e+09,9.4250000000e+00,8.9482137148e-02,2.2511674705e-03,194580,2214354,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0027_m200c_bocquet16_input.npz
BT_soft,0027,14.3318146,3.7583740429e+09,9.5750000000e+00,4.0833304357e-02,1.5207117214e-03,194580,2214354,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0027_m200c_bocquet16_input.npz
BT_soft,0027,14.3318146,5.3088444423e+09,9.7250000000e+00,1.8632672862e-02,1.0272525075e-03,194580,2214354,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0027_m200c_bocquet16_input.npz
BT_soft,0027,14.3318146,7.4989420933e+09,9.8750000000e+00,7.5323571144e-03,6.5313819479e-04,194580,2214354,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0027_m200c_bocquet16_input.npz
BT_soft,0027,14.3318146,1.0592537252e+10,1.0025000000e+01,3.4546901051e-03,4.4232774219e-04,194580,2214354,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0027_m200c_bocquet16_input.npz
BT_soft,0027,14.3318146,1.4962356561e+10,1.0175000000e+01,1.1326852804e-03,2.5327612840e-04,194580,2214354,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0027_m200c_bocquet16_input.npz
BT_soft,0027,14.3318146,2.1134890398e+10,1.0325000000e+01,2.8317132009e-04,1.2663806420e-04,194580,2214354,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0027_m200c_bocquet16_input.npz
BT_soft,0027,14.3318146,2.9853826189e+10,1.0475000000e+01,2.2653705607e-04,1.1326852804e-04,194580,2214354,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0027_m200c_bocquet16_input.npz
BT_soft,0027,14.3318146,4.2169650343e+10,1.0625000000e+01,1.1326852804e-04,8.0092944269e-05,194580,2214354,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0027_m200c_bocquet16_input.npz
BT_soft,0030,10.51901923,1.6788040181e+08,8.2250000000e+00,1.2210913665e+00,8.3159852597e-03,349927,2865459,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0030_m200c_bocquet16_input.npz
BT_soft,0030,10.51901923,2.3713737057e+08,8.3750000000e+00,6.3097932570e+00,1.8903716492e-02,349927,2865459,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0030_m200c_bocquet16_input.npz
BT_soft,0030,10.51901923,3.3496543916e+08,8.5250000000e+00,4.3002963011e+00,1.5605900041e-02,349927,2865459,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0030_m200c_bocquet16_input.npz
BT_soft,0030,10.51901923,4.7315125896e+08,8.6750000000e+00,2.8805885707e+00,1.2772627515e-02,349927,2865459,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0030_m200c_bocquet16_input.npz
BT_soft,0030,10.51901923,6.6834391757e+08,8.8250000000e+00,1.8903384644e+00,1.0346880094e-02,349927,2865459,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/BT_soft_snap0030_m200c_bocquet16_input.npz
