model,label,method,method_label,mass_bin,mass_bin_left_msun,mass_bin_right_msun,M0_mean_msun,M0_geomean_msun,snap_left,snap_right,z_left,z_right,z_mid,a_mid,n_halos,Gamma_median,Gamma_q16,Gamma_q84,Gamma_mean,negative_fraction,particle_mass_code,particle_mass_msun
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,2,158489319.24611133,251188643.15095797,203533888.6187112,201720379.496752,31,32,9.471835665737045,8.519850605215494,8.984503548007982,0.1001552050326539,19397,1.474674286908039,0.0,3.5796418206170517,1.9002562318579408,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,2,158489319.24611133,251188643.15095797,202827438.5249236,201021459.5414441,32,33,8.519850605215494,7.654409641104996,8.076821407279985,0.1101707255359193,29889,1.390207407637322,0.0,3.529016722520392,1.854542021426812,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,2,158489319.24611133,251188643.15095797,201976373.15737724,200170873.5957685,33,34,7.654409641104996,6.867645128277267,7.251655824799986,0.1211877980895112,42413,1.3778622342596898,0.0,3.5418867186484007,1.8515070822328936,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,2,158489319.24611133,251188643.15095797,201329948.0423052,199524894.9223624,34,35,6.867645128277267,6.152404662070242,6.501505295272713,0.1333065778984624,55659,1.1698443755098349,0.0,3.3394014625860966,1.697023151334474,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,2,158489319.24611133,251188643.15095797,200681021.7751228,198875442.5089811,35,36,6.152404662070242,5.502186056427491,5.819550268429738,0.1466372356883086,68746,1.0608448998043938,0.0,3.182373100434935,1.6055430356268872,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,2,158489319.24611133,251188643.15095797,200054942.67182943,198250200.3999899,36,37,5.502186056427491,4.9110782331159015,5.199591153117943,0.1613009592571395,80898,0.9598391670359768,0.0,3.068819984821312,1.5264807899477155,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,2,158489319.24611133,251188643.15095797,199546792.2601013,197746862.28135315,37,38,4.9110782331159015,4.373707484650818,4.635991957379948,0.1774310551828535,90943,1.0514568236509956,0.0,3.182373100434935,1.6162894437043929,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,2,158489319.24611133,251188643.15095797,199129752.7914752,197336870.41192013,38,39,4.373707484650818,3.885188622409834,4.123629052163588,0.1951741607011388,98900,0.7903109602567511,0.0,2.7728756848304044,1.3832709090415205,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,2,158489319.24611133,251188643.15095797,198824825.7615885,197033446.09707963,39,40,3.885188622409834,3.4410805658271224,3.657844592875989,0.2146915767712527,104703,0.6480783253253294,0.0,2.5803567283322315,1.2660627769391153,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,2,158489319.24611133,251188643.15095797,198532670.3176541,196742117.73224595,40,41,3.4410805658271224,3.0373459689337468,3.234404175341808,0.236160734448378,109009,0.5223428886368814,0.0,2.379337553344816,1.1668033104378857,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,2,158489319.24611133,251188643.15095797,198362819.13611308,196571442.8900296,41,42,3.0373459689337468,2.670314517212497,2.849458341219825,0.2597768078932159,111724,0.7520939222072833,0.0,2.5701009311695238,1.3257323571384036,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,2,158489319.24611133,251188643.15095797,198202209.0686032,196412895.87988377,42,43,2.670314517212497,2.3366495611022704,2.4995075829271136,0.2857544886825375,113263,0.4691510651118508,0.0,2.121621517271708,1.0730843070720693,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,2,158489319.24611133,251188643.15095797,198069369.5925522,196281706.9226581,43,44,2.3366495611022704,2.0333177828202462,2.1813705299337403,0.3143299375507912,114005,0.3246105884133984,0.0,1.8602690288827568,0.9441847801742448,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,2,158489319.24611133,251188643.15095797,198017213.15327445,196229486.40357187,44,45,2.0333177828202462,1.757561620745676,1.8921550272124896,0.3457629313058704,114108,0.225252306185623,0.0,1.6680561349603311,0.8485064433963432,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,2,158489319.24611133,251188643.15095797,197989028.1389637,196200280.9643717,45,46,1.757561620745676,1.506874200677888,1.6292318429204444,0.3803392244364576,113870,0.5035522984892313,0.0,1.9023509246559631,1.0134295132108322,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,2,158489319.24611133,251188643.15095797,197961904.75175947,196173054.27765575,46,47,1.506874200677888,1.2789765460708074,1.3902107662913137,0.4183731468801033,113406,0.2519548926302128,0.0,1.5152764918299193,0.7954606101670781,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,2,158489319.24611133,251188643.15095797,197924866.25935125,196135630.1109157,47,48,1.2789765460708074,1.0717968600643704,1.1729188784466489,0.4602104615681135,112665,0.123736656781663,0.0,1.29731787092759,0.6844656246851503,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,2,158489319.24611133,251188643.15095797,197909022.3549256,196120545.11221683,48,49,1.0717968600643704,0.8834516909676096,0.9753807985878624,0.506231507724925,111663,0.0,0.0,1.1277389852267812,0.5929981964269292,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,2,158489319.24611133,251188643.15095797,197900834.59670183,196113854.18413323,49,50,0.8834516909676096,0.7122288099705543,0.7958007259889663,0.5568546584974173,110490,0.3361173329703684,0.0,1.378980268090355,0.7565117791427232,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,2,158489319.24611133,251188643.15095797,197853864.9781267,196068164.97435945,50,51,0.7122288099705543,0.5565716454277756,0.6325461145354234,0.6125401243471593,109131,0.1209319404346719,0.0,1.0851328632701769,0.5915116974706667,0.0,0.0001890437561087,1890437.5610873103
