model,label,mass_bin,mass_bin_left_msun,mass_bin_right_msun,M0_mean_msun,M0_geomean_msun,snapshot,redshift,scale_factor,n_halos,M_over_M0_median,M_over_M0_q16,M_over_M0_q84,M_over_M0_mean,particle_mass_code,particle_mass_msun
PL,PL,4,398107170.5534973,630957344.4801933,500469371.1978642,496025000.8673944,38,4.373707484650818,0.18609126061594322,31594,0.22418168492840396,0.11794107862625398,0.401491580041534,0.2824985170029176,0.00018904375610873103,1890437.5610873103
PL,PL,5,630957344.4801933,999999999.9999999,791770195.8951422,784809060.8385088,38,4.373707484650818,0.18609126061594322,22224,0.2079847124246808,0.1027329585422741,0.37579310934854704,0.2562554585800121,0.00018904375610873103,1890437.5610873103
PL,PL,6,999999999.9999999,1584893192.461114,1252291332.7896905,1241354664.7939727,38,4.373707484650818,0.18609126061594322,15363,0.19408673593037068,0.09281981083791711,0.3516354631804483,0.23743018337297636,0.00018904375610873103,1890437.5610873103
PL,PL,7,1584893192.461114,2511886431.5095806,1980698596.6847827,1963671724.3203208,38,4.373707484650818,0.18609126061594322,9857,0.18189119917749663,0.08898297062324238,0.3313440461857754,0.2195132253631649,0.00018904375610873103,1890437.5610873103
PL,PL,8,2511886431.5095806,3981071705.534973,3144265030.7199244,3116867940.58863,38,4.373707484650818,0.18609126061594322,6794,0.17522854197327598,0.08443110172088335,0.31773636674623895,0.21063336842957453,0.00018904375610873103,1890437.5610873103
PL,PL,9,3981071705.534973,6309573444.801932,4966009956.597716,4922971064.382144,38,4.373707484650818,0.18609126061594322,4471,0.16620657291317464,0.07780060364142387,0.30428226876681846,0.19704592757102413,0.00018904375610873103,1890437.5610873103
PL,PL,10,6309573444.801932,10000000000.0,7882224966.913531,7814076181.864467,38,4.373707484650818,0.18609126061594322,2987,0.15158000650415548,0.07388722459812892,0.28487915527002,0.18500289682038865,0.00018904375610873103,1890437.5610873103
PL,PL,11,10000000000.0,15848931924.611141,12521163433.59186,12411892256.69306,38,4.373707484650818,0.18609126061594322,1927,0.14216275053710198,0.06714582793249954,0.26562484227715416,0.16814814328289368,0.00018904375610873103,1890437.5610873103
PL,PL,12,15848931924.611141,25118864315.095818,19830398496.09647,19656384319.09882,38,4.373707484650818,0.18609126061594322,1302,0.13417444593912942,0.061989917911067685,0.25536708117640833,0.15778947094835574,0.00018904375610873103,1890437.5610873103
PL,PL,13,25118864315.095818,39810717055.34974,31539563954.350624,31257656579.186638,38,4.373707484650818,0.18609126061594322,836,0.11584558807787712,0.055667662917326485,0.22711030064169208,0.14339164860191972,0.00018904375610873103,1890437.5610873103
PL,PL,14,39810717055.34974,63095734448.01936,49660952330.78218,49231289843.62798,38,4.373707484650818,0.18609126061594322,596,0.1089937348287031,0.049995932356341866,0.20842620113494917,0.1302925945187519,0.00018904375610873103,1890437.5610873103
PL,PL,15,63095734448.01936,100000000000.0,78355031784.15536,77685418474.36194,38,4.373707484650818,0.18609126061594322,353,0.10124576316203444,0.049007764456490605,0.20916806448741035,0.12582993594126754,0.00018904375610873103,1890437.5610873103
PL,PL,16,100000000000.0,158489319246.11142,125217077056.1307,124161286032.9152,38,4.373707484650818,0.18609126061594322,270,0.09719764565031938,0.04479277934897471,0.18087276349231307,0.11365187428572293,0.00018904375610873103,1890437.5610873103
PL,PL,17,158489319246.11142,251188643150.9582,195146292167.8712,193635333090.68976,38,4.373707484650818,0.18609126061594322,152,0.0944786992445179,0.04065207118888241,0.1726831812171384,0.11128651362287856,0.00018904375610873103,1890437.5610873103
PL,PL,18,251188643150.9582,398107170553.4973,311308590158.046,308756896626.35986,38,4.373707484650818,0.18609126061594322,106,0.08405880080387276,0.03941731806184927,0.16055060498229204,0.09792145124346048,0.00018904375610873103,1890437.5610873103
PL,PL,19,398107170553.4973,630957344480.1936,503552314072.8817,499477790232.8284,38,4.373707484650818,0.18609126061594322,79,0.07081356374455401,0.03399781218620051,0.12828406885905375,0.08150621069555211,0.00018904375610873103,1890437.5610873103
PL,PL,20,630957344480.1936,1000000000000.0,820655785850.9084,814847676777.8916,38,4.373707484650818,0.18609126061594322,52,0.048067166958296735,0.027894131244846354,0.10670372591258731,0.06680214507365902,0.00018904375610873103,1890437.5610873103
PL,PL,1,100000000.0,158489319.24611133,126836809.52852283,125723112.3781521,39,3.885188622409834,0.20470038667753754,53217,0.4152038935258379,0.2964695505825328,0.694780362264644,0.5367815505506134,0.00018904375610873103,1890437.5610873103
PL,PL,2,158489319.24611133,251188643.15095794,200275783.40726027,198478073.03671515,39,3.885188622409834,0.20470038667753754,54562,0.33256958110424156,0.21361276918331576,0.5663145417150063,0.42423687771703783,0.00018904375610873103,1890437.5610873103
PL,PL,3,251188643.15095794,398107170.5534973,316771026.20217085,314021501.6947584,39,3.885188622409834,0.20470038667753754,44441,0.28820829849864904,0.1644474586793657,0.49654017682757556,0.36009155973928686,0.00018904375610873103,1890437.5610873103
PL,PL,4,398107170.5534973,630957344.4801933,499991961.02518505,495551629.1999444,39,3.885188622409834,0.20470038667753754,32957,0.2634495308780422,0.13825715601232424,0.4593778811292752,0.3257673911796845,0.00018904375610873103,1890437.5610873103
PL,PL,5,630957344.4801933,999999999.9999999,791234337.0458617,784278473.5869285,39,3.885188622409834,0.20470038667753754,22636,0.2506581832792579,0.12749557789957394,0.43371776354866826,0.3026116089867106,0.00018904375610873103,1890437.5610873103
PL,PL,6,999999999.9999999,1584893192.461114,1251898224.3108718,1240964154.7742646,39,3.885188622409834,0.20470038667753754,15492,0.2363324671896746,0.11742153240243627,0.41065229092348,0.2842395071702835,0.00018904375610873103,1890437.5610873103
PL,PL,7,1584893192.461114,2511886431.5095806,1980496334.433009,1963488555.7894027,39,3.885188622409834,0.20470038667753754,9879,0.2260436546051806,0.11436035865638525,0.389121508748291,0.2663087878471653,0.00018904375610873103,1890437.5610873103
PL,PL,8,2511886431.5095806,3981071705.534973,3143625852.6467466,3116240629.2757854,39,3.885188622409834,0.20470038667753754,6809,0.21723120082737168,0.10999539441131721,0.37481192945051733,0.2559497581991434,0.00018904375610873103,1890437.5610873103
PL,PL,9,3981071705.534973,6309573444.801932,4966524889.625079,4923434219.139821,39,3.885188622409834,0.20470038667753754,4473,0.20833555760641184,0.10207008231249509,0.36244103596647087,0.23894258272604801,0.00018904375610873103,1890437.5610873103
PL,PL,10,6309573444.801932,10000000000.0,7879980567.591433,7811803989.204757,39,3.885188622409834,0.20470038667753754,2977,0.1914454137652498,0.09418868524281937,0.34111756511360264,0.2277857455341537,0.00018904375610873103,1890437.5610873103
PL,PL,11,10000000000.0,15848931924.611141,12520300461.914095,12410511823.287989,39,3.885188622409834,0.20470038667753754,1923,0.17941728790600142,0.0880199176277504,0.3162448665639352,0.20774336267848642,0.00018904375610873103,1890437.5610873103
PL,PL,12,15848931924.611141,25118864315.095818,19838434558.634212,19663512984.1665,39,3.885188622409834,0.20470038667753754,1304,0.17478120027416516,0.086491820467878,0.3040954601732175,0.19737670847110841,0.00018904375610873103,1890437.5610873103
PL,PL,13,25118864315.095818,39810717055.34974,31515899411.00499,31235196439.574,39,3.885188622409834,0.20470038667753754,836,0.1558410228462138,0.0735357044870819,0.2783163283718621,0.17769981790863143,0.00018904375610873103,1890437.5610873103
PL,PL,14,39810717055.34974,63095734448.01936,49629167379.055084,49202780581.65186,39,3.885188622409834,0.20470038667753754,593,0.14247320955364617,0.06682677224751951,0.25553976674812034,0.1641627459460469,0.00018904375610873103,1890437.5610873103
PL,PL,15,63095734448.01936,100000000000.0,78463538868.27626,77791407036.68523,39,3.885188622409834,0.20470038667753754,357,0.13837833402606564,0.07025817076626947,0.26103066332197106,0.16126047615548095,0.00018904375610873103,1890437.5610873103
PL,PL,16,100000000000.0,158489319246.11142,125341752337.88327,124290899563.09285,39,3.885188622409834,0.20470038667753754,270,0.1290029601277643,0.06924755343140354,0.21645602944337658,0.14737827713909316,0.00018904375610873103,1890437.5610873103
PL,PL,17,158489319246.11142,251188643150.9582,194709187926.7213,193201309400.00217,39,3.885188622409834,0.20470038667753754,152,0.127903911840116,0.054500803238627986,0.22864856899449823,0.14479081559272408,0.00018904375610873103,1890437.5610873103
PL,PL,18,251188643150.9582,398107170553.4973,311566484926.94684,309000386305.7478,39,3.885188622409834,0.20470038667753754,105,0.104509368245294,0.05619557302289373,0.20706362727777208,0.12755776325322635,0.00018904375610873103,1890437.5610873103
PL,PL,19,398107170553.4973,630957344480.1936,504418347795.0836,500334095189.1246,39,3.885188622409834,0.20470038667753754,80,0.09214404377527771,0.05442373448230941,0.1777455359791446,0.11180181871582817,0.00018904375610873103,1890437.5610873103
PL,PL,20,630957344480.1936,1000000000000.0,819532419860.5974,813799602531.173,39,3.885188622409834,0.20470038667753754,53,0.07286351777209683,0.04474424450896147,0.1328230698399747,0.0891532762834258,0.00018904375610873103,1890437.5610873103
PL,PL,1,100000000.0,158489319.24611133,126432856.60772847,125320968.81900513,40,3.4410805658271224,0.22517042534529128,64093,0.4405234682568255,0.3081183421771171,0.7253528500017619,0.5599861575246576,0.00018904375610873103,1890437.5610873103
PL,PL,2,158489319.24611133,251188643.15095794,199707695.24132532,197915594.39073035,40,3.4410805658271224,0.22517042534529128,60778,0.367505165181908,0.22920564534832963,0.6125020116721172,0.45910069789941566,0.00018904375610873103,1890437.5610873103
PL,PL,3,251188643.15095794,398107170.5534973,316218963.9300825,313470650.5056049,40,3.4410805658271224,0.22517042534529128,47056,0.33001277987461525,0.18433668033173226,0.553732980015383,0.40390986664421624,0.00018904375610873103,1890437.5610873103
PL,PL,4,398107170.5534973,630957344.4801933,499443367.4231779,494997058.477952,40,3.4410805658271224,0.22517042534529128,33757,0.30897082260226455,0.16324340688312153,0.5176547927532726,0.37380534477385735,0.00018904375610873103,1890437.5610873103
PL,PL,5,630957344.4801933,999999999.9999999,790864449.1277941,783918032.5575005,40,3.4410805658271224,0.22517042534529128,22862,0.2979924758503543,0.15543277702658662,0.4964380401882018,0.35166645910458594,0.00018904375610873103,1890437.5610873103
PL,PL,6,999999999.9999999,1584893192.461114,1251696069.5159237,1240746014.6227417,40,3.4410805658271224,0.22517042534529128,15565,0.2852716866083108,0.14664108659405578,0.4690066306767917,0.3357737281612106,0.00018904375610873103,1890437.5610873103
PL,PL,7,1584893192.461114,2511886431.5095806,1980215383.5021951,1963229908.787233,40,3.4410805658271224,0.22517042534529128,9883,0.2738720898558435,0.14248614086389713,0.448988328578682,0.3141920825922786,0.00018904375610873103,1890437.5610873103
PL,PL,8,2511886431.5095806,3981071705.534973,3143532627.00959,3116149268.4910975,40,3.4410805658271224,0.22517042534529128,6807,0.2625823929088569,0.13868540802995136,0.43420711007453633,0.3052928523156066,0.00018904375610873103,1890437.5610873103
PL,PL,9,3981071705.534973,6309573444.801932,4966184758.292938,4923167639.132357,40,3.4410805658271224,0.22517042534529128,4471,0.25177017405541674,0.13071866670518514,0.42053791124065765,0.286667391388316,0.00018904375610873103,1890437.5610873103
PL,PL,10,6309573444.801932,10000000000.0,7883420603.234155,7815228483.689755,40,3.4410805658271224,0.22517042534529128,2982,0.2332963357711355,0.12164651489488351,0.40680751298505313,0.27279851318117354,0.00018904375610873103,1890437.5610873103
PL,PL,11,10000000000.0,15848931924.611141,12521757813.783083,12411994085.992414,40,3.4410805658271224,0.22517042534529128,1926,0.221461363596259,0.10985785422322421,0.3738541334920253,0.250704291074709,0.00018904375610873103,1890437.5610873103
PL,PL,12,15848931924.611141,25118864315.095818,19838289912.210876,19663259043.102947,40,3.4410805658271224,0.22517042534529128,1304,0.21696912609500113,0.11318678427539434,0.3581247751340231,0.23944445987067714,0.00018904375610873103,1890437.5610873103
