method,mass_bin,mass_bin_left_msun,mass_bin_right_msun,snap_left,snap_right,z_mid,a_mid,PL_M0_mean_msun,PL_n_halos,PL_Gamma_median,PL_Gamma_q16,PL_Gamma_q84,BT_soft_M0_mean_msun,BT_soft_n_halos,BT_soft_Gamma_median,BT_soft_Gamma_q16,BT_soft_Gamma_q84,BT_deep_M0_mean_msun,BT_deep_n_halos,BT_deep_Gamma_median,BT_deep_Gamma_q16,BT_deep_Gamma_q84,BT_soft_minus_PL_Gamma_median,BT_deep_minus_PL_Gamma_median,BT_soft_over_PL_Gamma_median,BT_deep_over_PL_Gamma_median
cumulative_envelope,5,630957344.4801933,1000000000.0,46,47,1.3902107662913137,0.4183731468801033,790452955.0573251,22372.0,0.573264624546582,0.0,1.732861061667532,789993449.851016,31468,0.2510532565447142,0.0,0.9337140605987696,787795953.4841535,30836.0,0.4232498777398875,0.0,1.513939827036562,-0.3222113680018678,-0.15001474680669452,0.4379360696524442,0.7383150112823599
cumulative_envelope,5,630957344.4801933,1000000000.0,47,48,1.1729188784466489,0.4602104615681135,790591202.2666831,22153.0,0.4766133035685152,0.0,1.5300233975381432,789681221.1816024,31204,0.188495379245267,0.0,0.8268711566892071,787666177.1997659,30534.0,0.3331820080030497,0.0,1.3218086567790233,-0.28811792432324823,-0.14343129556546552,0.3954891267909604,0.6990614938954455
cumulative_envelope,5,630957344.4801933,1000000000.0,48,49,0.9753807985878624,0.506231507724925,790528792.9851329,21936.0,0.3875361307412039,0.0,1.3701010796500113,789497399.4843258,30985,0.150542960677854,0.0,0.7430572648705078,787774329.6422544,30300.0,0.2624378109174136,0.0,1.1725921139527824,-0.2369931700633499,-0.12509831982379033,0.3884617426249383,0.6771957247327455
cumulative_envelope,5,630957344.4801933,1000000000.0,49,50,0.7958007259889663,0.5568546584974173,790455209.2532425,21746.0,0.4912930707811084,0.0,1.3883204733747363,789407851.8034276,30620,0.2644841364078892,0.0,0.8177585012729001,787730533.4176642,29965.0,0.4031143215550299,0.0,1.2361908841518148,-0.2268089343732192,-0.08817874922607849,0.5383428998650135,0.8205170101709702
cumulative_envelope,5,630957344.4801933,1000000000.0,50,51,0.6325461145354234,0.6125401243471593,790330850.4871022,21487.0,0.3596018385729424,0.0,1.1688265600619223,789552305.1809521,30242,0.1701747705443984,0.0,0.6751907459307714,787881218.7052277,29537.0,0.2730315980766342,0.0,1.037657385036772,-0.18942706802854403,-0.08657024049630824,0.4732310914196835,0.7592608512796907
cumulative_envelope,5,630957344.4801933,1000000000.0,51,52,0.4841328313958388,0.6737941367818755,790454925.6245294,21156.0,0.2920754597532488,0.0,1.0306013133118237,789634759.4850886,29833,0.1176981529879967,0.0,0.5919249718427428,787790374.7934686,29103.0,0.3364089829331633,0.0,1.026348738756771,-0.1743773067652521,0.044333523179914514,0.4029717289067369,1.1517879085677665
cumulative_envelope,5,630957344.4801933,1000000000.0,52,53,0.3492116649053081,0.7411735504600631,790552390.6234504,20860.0,0.231897422366234,0.0,0.9071530421790897,790069087.6633903,29366,0.075270627807364,0.0,0.5267460739312859,787694249.15104,28728.0,0.2183320821708569,0.0,0.8552337890654714,-0.15662679455887002,-0.013565340195377112,0.32458587525172927,0.9415028418299818
cumulative_envelope,5,630957344.4801933,1000000000.0,53,54,0.2265560590048256,0.8152909055060692,790807653.5938197,20711.0,0.3323367231631877,0.0,0.9471201526350348,790209460.0021725,29221,0.1781106166597673,0.0,0.5773660253061612,787591039.3444978,28583.0,0.2736724074176236,0.0,0.863278800687273,-0.1542261065034204,-0.05866431574556408,0.5359342024092517,0.8234792857461074
cumulative_envelope,5,630957344.4801933,1000000000.0,54,55,0.1150509627316598,0.8968199960566761,790715272.2843906,21095.0,0.2338780822447507,0.0,0.774739726721642,790000412.8760855,29941,0.1048468692509721,0.0,0.4717469576474625,787515969.4457556,29134.0,0.2459839000255183,0.0,0.7783149857752333,-0.12903121299377862,0.01210581778076758,0.4482971137981671,1.0517612324531505
cumulative_envelope,5,630957344.4801933,1000000000.0,55,56,0.0310962021397027,0.9698416092745054,790614715.0641938,22112.0,0.1438735233421912,0.0,0.8770247562153377,789634898.0789174,31500,0.1563808712118828,0.0,0.6595032231394342,787716939.3750683,30468.0,0.2447466866054732,0.0,0.9395646366397776,0.012507347869691599,0.100873163263282,1.0869329365066283,1.701123882421115
cumulative_envelope,6,1000000000.0,1584893192.461114,21,22,24.89723079548743,0.0386141672017785,,,,,,1270101970.7610831,3607,2.379337553344816,0.5785051289367347,4.7810236287953005,,,,,,,,,
cumulative_envelope,6,1000000000.0,1584893192.461114,22,23,22.54293708680676,0.0424755839219564,,,,,,1269311264.3987343,6239,2.294930645075984,0.5718655474724627,4.859470653251468,,,,,,,,,
cumulative_envelope,6,1000000000.0,1584893192.461114,23,24,20.402670078915232,0.046723142314152,,,,,,1266454591.57105,9364,2.2637030275497074,0.5175044563839704,4.975130117324285,1277102713.8965707,37.0,2.470156896993259,0.7606425636010168,5.103045965981979,,,,
cumulative_envelope,6,1000000000.0,1584893192.461114,24,25,18.45697279901384,0.0513954565455672,,,,,,1262523288.7077112,12566,2.1771556572971003,0.4346487195360155,4.920866379746612,1273072249.5822966,201.0,2.371441376022199,0.9664944642792558,5.548953084727904,,,,
cumulative_envelope,6,1000000000.0,1584893192.461114,25,26,16.68815709001258,0.0565350022001239,,,,,,1259333338.7413113,15650,2.0889679332910025,0.4465302832850127,4.899427737214755,1279869239.3840532,666.0,2.7295793646119906,0.902584566689324,5.329324025623688,,,,
cumulative_envelope,6,1000000000.0,1584893192.461114,26,27,15.080142809102345,0.0621885024201363,1296182732.5315883,79.0,3.742153773142921,1.751884918747609,6.328430631976908,1257083331.4125366,17915,1.944688833808809,0.3694470703010423,4.674391367371864,1275434619.0487187,1685.0,2.8053983294344493,0.9311277876907328,5.446185435641802,-1.7974649393341118,-0.9367554437084715,0.5196710107867973,0.7496747861000593
cumulative_envelope,6,1000000000.0,1584893192.461114,27,28,13.618311644638496,0.06840735266215,1276070098.1171706,260.0,3.811789139560009,1.6995695741608956,7.107617275708194,1255325672.4073875,19514,1.7675492914536612,0.2330207944161877,4.511870545108867,1269114882.2431128,3602.0,2.6294597461333367,0.7933444196187671,5.431336200723879,-2.044239848106348,-1.1823293934266723,0.4637059466667371,0.689822980721555
cumulative_envelope,6,1000000000.0,1584893192.461114,28,29,12.289374222398628,0.075248087928365,1285379174.196625,734.0,3.579641820617035,1.554835366221767,6.9033780360828585,1253816911.2755034,20697,1.6428491641308514,0.1238256646563146,4.323021307750639,1265439181.3674924,6214.0,2.599204911556107,0.7903109602567474,5.316948782270353,-1.9367926564861835,-0.980436909060928,0.4589423317910807,0.7261075386330338
cumulative_envelope,6,1000000000.0,1584893192.461114,29,30,11.08124929308966,0.0827728967212015,1279271180.6387944,1721.0,3.4994455458619824,1.3407038540516114,6.543054992633811,1252825327.425889,21367,1.5321539954963803,0.129322047030049,4.091218938583804,1261858045.4484432,9329.0,2.520848114762028,0.7122162034416797,5.455737413761163,-1.967291550365602,-0.9785974310999546,0.43782764309852423,0.7203564341050757
cumulative_envelope,6,1000000000.0,1584893192.461114,30,31,9.98295390280878,0.0910501863933217,1275471697.3100996,3422.0,3.1743590316654595,1.223642670170366,6.290537241276648,1252363287.4315102,21730,1.3300469026160415,0.0,3.6860372108642143,1258863622.262405,12407.0,2.384048071408712,0.611732027855333,5.298130385642804,-1.844312129049418,-0.7903109602567473,0.4189969972987646,0.751032900698034
cumulative_envelope,6,1000000000.0,1584893192.461114,31,32,8.984503548007982,0.1001552050326539,1268860982.6184273,5709.0,3.068819984821312,1.0987133059624357,6.162482288078948,1251915982.246307,21944,1.1864162075223477,0.0,3.4931410786437804,1255440181.4186494,15097.0,2.216281780947204,0.5099556448296365,5.067113087875308,-1.8824037772989644,-0.8525382038741078,0.3866033893778325,0.7221934788971506
cumulative_envelope,6,1000000000.0,1584893192.461114,32,33,8.076821407279985,0.1101707255359193,1263541410.2699542,8284.0,2.888369118414724,0.9664944642792648,6.060377111428666,1251622917.005403,22041,1.0807918969601131,0.0,3.2140677590447777,1252191255.5171354,17122.0,2.0512885014982767,0.4494165417024868,4.965789928919934,-1.807577221454611,-0.8370806169164475,0.37418759606227325,0.7101891819921279
