model,snapshot,redshift,log10_M_FOF_Msun,dn_dlog10M,poisson_err,source_file
BT_deep,0046,1.506874201,1.0079017468e+01,2.4857841527e-01,5.4013265838e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0046_fof_reed07_input.npz
BT_deep,0046,1.506874201,1.0248819069e+01,1.6747941387e-01,4.4335278996e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0046_fof_reed07_input.npz
BT_deep,0046,1.506874201,1.0414097721e+01,1.1619104396e-01,3.6927937875e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0046_fof_reed07_input.npz
BT_deep,0046,1.506874201,1.0579431394e+01,7.6991237212e-02,3.0060027870e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0046_fof_reed07_input.npz
BT_deep,0046,1.506874201,1.0745186735e+01,5.7039239764e-02,2.5873524581e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0046_fof_reed07_input.npz
BT_deep,0046,1.506874201,1.0914740461e+01,3.8612983297e-02,2.1288026795e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0046_fof_reed07_input.npz
BT_deep,0046,1.506874201,1.1081537277e+01,2.5937596683e-02,1.7447515630e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0046_fof_reed07_input.npz
BT_deep,0046,1.506874201,1.1252961910e+01,2.0186726830e-02,1.5392234906e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0046_fof_reed07_input.npz
BT_deep,0046,1.506874201,1.1406298315e+01,1.3379574759e-02,1.2531119885e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0046_fof_reed07_input.npz
BT_deep,0046,1.506874201,1.1585527243e+01,8.5676224337e-03,1.0027643584e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0046_fof_reed07_input.npz
BT_deep,0046,1.506874201,1.1742148417e+01,6.3376933071e-03,8.6245081937e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0046_fof_reed07_input.npz
BT_deep,0046,1.506874201,1.1915504791e+01,4.5772229440e-03,7.3294225958e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0046_fof_reed07_input.npz
BT_deep,0046,1.506874201,1.2084967550e+01,3.7556701079e-03,6.6391495030e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0046_fof_reed07_input.npz
BT_deep,0046,1.506874201,1.2237161839e+01,2.3472938174e-03,5.2487085390e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0046_fof_reed07_input.npz
BT_deep,0046,1.506874201,1.2439018803e+01,1.6431056722e-03,4.3913846255e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0046_fof_reed07_input.npz
BT_deep,0046,1.506874201,1.2599059355e+01,1.5257409813e-03,4.2316441087e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0046_fof_reed07_input.npz
BT_deep,0046,1.506874201,1.2744678273e+01,3.5209407262e-04,2.0328160761e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0046_fof_reed07_input.npz
BT_deep,0046,1.506874201,1.2933080264e+01,1.1736469087e-04,1.1736469087e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0046_fof_reed07_input.npz
BT_deep,0052,0.4150651322,8.0788660347e+00,2.1611416813e+01,5.0362855891e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,8.2470878187e+00,1.4567070702e+01,4.1348031994e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,8.4139708799e+00,1.0230797468e+01,3.4651614424e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,8.5812259042e+00,6.9870721417e+00,2.8636263060e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,8.7474606700e+00,4.8289702059e+00,2.3806524220e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,8.9144108843e+00,3.2898496498e+00,1.9649737585e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,9.0801219056e+00,2.2591529346e+00,1.6283267049e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,9.2474990843e+00,1.5071973602e+00,1.3300065874e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,9.4147587202e+00,1.0263542217e+00,1.0975324412e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,9.5809251730e+00,7.0993901509e-01,9.1280760867e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,9.7461887899e+00,4.7251024545e-01,7.4468798091e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,9.9135815494e+00,3.3014687542e-01,6.2247558969e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,1.0082377241e+01,2.2017616008e-01,5.0833952202e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,1.0249635166e+01,1.5151781592e-01,4.2169706694e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,1.0414254401e+01,1.0292883389e-01,3.4756597607e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,1.0581581585e+01,7.6521778449e-02,2.9968241311e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,1.0747174863e+01,5.1405734602e-02,2.4562610103e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,1.0915016104e+01,3.5913595407e-02,2.0530435999e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,1.1080705756e+01,2.7698067046e-02,1.8029905925e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,1.1248787393e+01,1.7369974249e-02,1.4278030880e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,1.1414595309e+01,1.3144845378e-02,1.2420711390e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,1.1587560045e+01,9.0370811972e-03,1.0298709827e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,1.1752224339e+01,6.4550579980e-03,8.7039984289e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,1.1916415229e+01,5.7508698527e-03,8.2155283611e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,1.2097055615e+01,3.5209407262e-03,6.4283288645e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,1.2238666273e+01,2.6993878901e-03,5.6286128421e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,1.2402734852e+01,1.7604703631e-03,4.5455149318e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,1.2578192653e+01,8.2155283611e-04,3.1051778475e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,1.2745082407e+01,1.4083762905e-03,4.0656321521e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0052,0.4150651322,1.2938349569e+01,8.2155283611e-04,3.1051778475e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0052_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,8.0790769940e+00,1.9407777377e+01,4.7726175128e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,8.2471353472e+00,1.3190148148e+01,3.9345363895e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,8.4139545508e+00,9.2502154758e+00,3.2949183295e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,8.5811428872e+00,6.2885175016e+00,2.7167074053e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,8.7470931617e+00,4.4483565134e+00,2.2849069720e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,8.9141483782e+00,3.0149815438e+00,1.8810964273e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,9.0806008302e+00,2.0755945581e+00,1.5607738904e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,9.2472440215e+00,1.4048553497e+00,1.2840576850e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,9.4142583759e+00,9.4513785559e-01,1.0532132370e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,9.5802456965e+00,6.5407342223e-01,8.7615709212e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,9.7466037138e+00,4.5220615393e-01,7.2851242588e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,9.9129630675e+00,3.0456137281e-01,5.9786914431e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,1.0079531245e+01,2.0996543197e-01,4.9641240936e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,1.0246233007e+01,1.4611904014e-01,4.1411611869e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,1.0414180245e+01,1.0339829266e-01,3.4835769913e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,1.0583144608e+01,6.9949355760e-02,2.8652372529e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,1.0743714479e+01,5.1875193366e-02,2.4674513234e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,1.0911181344e+01,3.4270489735e-02,2.0055287168e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,1.1081646110e+01,2.7932796428e-02,1.8106142654e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,1.1243002358e+01,1.7487338940e-02,1.4326186265e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,1.1416792720e+01,1.1736469087e-02,1.1736469087e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,1.1580853100e+01,8.2155283611e-03,9.8194345379e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,1.1738947654e+01,6.6897873797e-03,8.8608398463e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,1.1920506614e+01,5.9855992345e-03,8.3815153990e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,1.2071698237e+01,3.0514819627e-03,5.9844484896e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,1.2235729951e+01,2.5820231992e-03,5.5048919571e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,1.2397759218e+01,1.2910115996e-03,3.8925464326e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,1.2571396344e+01,1.1736469087e-03,3.7113974004e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,1.2752698091e+01,1.0562822179e-03,3.5209407262e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_deep,0056,-2.220446049e-16,1.2923352955e+01,7.0418814523e-04,2.8748360646e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_deep_snap0056_fof_reed07_input.npz
BT_soft,0024,19.40664523,8.0762712158e+00,1.2944738580e+01,3.8977624887e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,8.2439869783e+00,7.0993901509e+00,2.8865511089e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,8.4103209611e+00,3.9556595412e+00,2.1546571868e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,8.5766439905e+00,1.9887446868e+00,1.5277709429e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,8.7425940008e+00,1.0013555425e+00,1.0840838699e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,8.9096244188e+00,4.6851984596e-01,7.4153682908e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,9.0738065899e+00,1.9435592808e-01,4.7760363712e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,9.2391906188e+00,7.9338531030e-02,3.0514819627e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,9.4041021562e+00,3.1336372463e-02,1.9177548506e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,9.5696896761e+00,7.7460695976e-03,9.5347525599e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,9.7302829184e+00,2.9341172718e-03,5.8682345436e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,9.8978460012e+00,7.0418814523e-04,2.8748360646e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,1.0068076377e+01,3.5209407262e-04,2.0328160761e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,1.0250000000e+01,0.0000000000e+00,0.0000000000e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,1.0416666667e+01,0.0000000000e+00,0.0000000000e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,1.0583333333e+01,0.0000000000e+00,0.0000000000e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,1.0750000000e+01,0.0000000000e+00,0.0000000000e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,1.0916666667e+01,0.0000000000e+00,0.0000000000e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,1.1083333333e+01,0.0000000000e+00,0.0000000000e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,1.1250000000e+01,0.0000000000e+00,0.0000000000e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,1.1416666667e+01,0.0000000000e+00,0.0000000000e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
BT_soft,0024,19.40664523,1.1583333333e+01,0.0000000000e+00,0.0000000000e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0024_fof_reed07_input.npz
