model,snapshot,redshift,reference_model,log10_M_FOF_Msun,dn_dlog10M,poisson_err,reed07_dndlog10M_interp,sim_over_reed07,sim_over_reed07_minus_1,ratio_err,residual_err,source_file
PL,0032,8.5198506052e+00,Reed07_FOF,9.7456687618e+00,8.0160083866e-02,3.0672403661e-03,6.4736288960e-02,1.2382557782e+00,2.3825577822e-01,4.7380540580e-02,4.7380540580e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0032_fof_reed07_input.npz
PL,0032,8.5198506052e+00,Reed07_FOF,9.9113186579e+00,4.5654864749e-02,2.3147935303e-03,3.5777920318e-02,1.2760625644e+00,2.7606256439e-01,6.4698940290e-02,6.4698940290e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0032_fof_reed07_input.npz
PL,0032,8.5198506052e+00,Reed07_FOF,1.0077506037e+01,2.4294491011e-02,1.6885838526e-03,1.9124031825e-02,1.2703644939e+00,2.7036449392e-01,8.8296436029e-02,8.8296436029e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0032_fof_reed07_input.npz
PL,0032,8.5198506052e+00,Reed07_FOF,1.0246253448e+01,1.2205927851e-02,1.1968896979e-03,9.7066191559e-03,1.2574849857e+00,2.5748498572e-01,1.2330654770e-01,1.2330654770e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0032_fof_reed07_input.npz
PL,0032,8.5198506052e+00,Reed07_FOF,1.0404597871e+01,8.3328930519e-03,9.8893246337e-04,4.9256369089e-03,1.6917392016e+00,6.9173920165e-01,2.0077250550e-01,2.0077250550e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0032_fof_reed07_input.npz
PL,0032,8.5198506052e+00,Reed07_FOF,1.0579772922e+01,3.7556701079e-03,6.6391495030e-04,2.2050502618e-03,1.7032129258e+00,7.0321292581e-01,3.0108835241e-01,3.0108835241e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0032_fof_reed07_input.npz
PL,0032,8.5198506052e+00,Reed07_FOF,1.0735015152e+01,1.5257409813e-03,4.2316441087e-04,1.0209267512e-03,1.4944666495e+00,4.9446664953e-01,4.1449047187e-01,4.1449047187e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0032_fof_reed07_input.npz
PL,0032,8.5198506052e+00,Reed07_FOF,1.0925432499e+01,5.8682345436e-04,2.6243542695e-04,3.6746111736e-04,1.5969674794e+00,5.9696747936e-01,7.1418556834e-01,7.1418556834e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0032_fof_reed07_input.npz
PL,0032,8.5198506052e+00,Reed07_FOF,1.1050140798e+01,4.6945876349e-04,2.3472938174e-04,1.7883574549e-04,2.6250834932e+00,1.6250834932e+00,1.3125417466e+00,1.3125417466e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0032_fof_reed07_input.npz
PL,0030,1.0519019232e+01,Reed07_FOF,8.0780024977e+00,5.4502988794e+00,2.5291750496e-02,4.7170109618e+00,1.1554560554e+00,1.5545605544e-01,5.3618171975e-03,5.3618171975e-03,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0030_fof_reed07_input.npz
PL,0030,1.0519019232e+01,Reed07_FOF,8.2459118968e+00,3.3654325108e+00,1.9874177877e-02,2.8900069236e+00,1.1645067295e+00,1.6450672947e-01,6.8768616830e-03,6.8768616830e-03,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0030_fof_reed07_input.npz
PL,0030,1.0519019232e+01,Reed07_FOF,8.4118210520e+00,2.1227751638e+00,1.5784132884e-02,1.7588710743e+00,1.2068963978e+00,2.0689639780e-01,8.9740135671e-03,8.9740135671e-03,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0030_fof_reed07_input.npz
PL,0030,1.0519019232e+01,Reed07_FOF,8.5796363151e+00,1.2798619540e+00,1.2256043513e-02,1.0493611719e+00,1.2196581961e+00,2.1965819607e-01,1.1679528308e-02,1.1679528308e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0030_fof_reed07_input.npz
PL,0030,1.0519019232e+01,Reed07_FOF,8.7463290517e+00,7.8012310023e-01,9.5686418316e-03,6.1695848230e-01,1.2644661231e+00,2.6446612311e-01,1.5509377221e-02,1.5509377221e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0030_fof_reed07_input.npz
PL,0030,1.0519019232e+01,Reed07_FOF,8.9120911330e+00,4.5619655342e-01,7.3171966947e-03,3.5663309966e-01,1.2791761445e+00,2.7917614449e-01,2.0517435711e-02,2.0517435711e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0030_fof_reed07_input.npz
PL,0030,1.0519019232e+01,Reed07_FOF,9.0769964483e+00,2.5456401450e-01,5.4659698928e-03,2.0223080418e-01,1.2587796183e+00,2.5877961831e-01,2.7028374410e-02,2.7028374410e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0030_fof_reed07_input.npz
PL,0030,1.0519019232e+01,Reed07_FOF,9.2436631693e+00,1.4459329915e-01,4.1194839310e-03,1.1072930002e-01,1.3058269052e+00,3.0582690517e-01,3.7203196718e-02,3.7203196718e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0030_fof_reed07_input.npz
PL,0030,1.0519019232e+01,Reed07_FOF,9.4091860125e+00,8.2742107065e-02,3.1162480353e-03,5.9027460461e-02,1.4017561728e+00,4.0175617278e-01,5.2793191694e-02,5.2793191694e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0030_fof_reed07_input.npz
PL,0030,1.0519019232e+01,Reed07_FOF,9.5785476852e+00,4.1664465260e-02,2.2113202133e-03,2.9927631652e-02,1.3921738193e+00,3.9217381932e-01,7.3888914399e-02,7.3888914399e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0030_fof_reed07_input.npz
PL,0030,1.0519019232e+01,Reed07_FOF,9.7389155896e+00,2.3355573484e-02,1.6556327075e-03,1.5094745111e-02,1.5472651781e+00,5.4726517814e-01,1.0968272039e-01,1.0968272039e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0030_fof_reed07_input.npz
PL,0030,1.0519019232e+01,Reed07_FOF,9.9165056224e+00,1.1384375015e-02,1.1559081514e-03,6.7403890055e-03,1.6889789307e+00,6.8897893065e-01,1.7148982802e-01,1.7148982802e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0030_fof_reed07_input.npz
PL,0030,1.0519019232e+01,Reed07_FOF,1.0080727122e+01,5.3987757801e-03,7.9600606186e-04,3.0445744187e-03,1.7732448079e+00,7.7324480789e-01,2.6145068322e-01,2.6145068322e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0030_fof_reed07_input.npz
PL,0030,1.0519019232e+01,Reed07_FOF,1.0251450003e+01,1.5257409813e-03,4.2316441087e-04,1.2547276118e-03,1.2159937879e+00,2.1599378785e-01,3.3725599637e-01,3.3725599637e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0030_fof_reed07_input.npz
PL,0030,1.0519019232e+01,Reed07_FOF,1.0415825874e+01,1.5257409813e-03,4.2316441087e-04,5.0234035695e-04,3.0372653923e+00,2.0372653923e+00,8.4238585455e-01,8.4238585455e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0030_fof_reed07_input.npz
PL,0030,1.0519019232e+01,Reed07_FOF,1.0616724449e+01,4.6945876349e-04,2.3472938174e-04,1.4995298487e-04,3.1307063604e+00,2.1307063604e+00,1.5653531802e+00,1.5653531802e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0030_fof_reed07_input.npz
PL,0030,1.0519019232e+01,Reed07_FOF,1.0765247331e+01,2.3472938174e-04,1.6597873758e-04,5.7251021991e-05,4.1000033463e+00,3.1000033463e+00,2.8991401691e+00,2.8991401691e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0030_fof_reed07_input.npz
PL,0027,1.4331814598e+01,Reed07_FOF,8.0753756796e+00,1.0862102140e+00,1.1290824859e-02,8.4773749944e-01,1.2813049024e+00,2.8130490245e-01,1.3318774817e-02,1.3318774817e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0027_fof_reed07_input.npz
PL,0027,1.4331814598e+01,Reed07_FOF,8.2446812040e+00,6.0583653428e-01,8.4323079620e-03,4.4713048922e-01,1.3549434648e+00,3.5494346481e-01,1.8858718350e-02,1.8858718350e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0027_fof_reed07_input.npz
PL,0027,1.4331814598e+01,Reed07_FOF,8.4099748424e+00,3.2333972335e-01,6.1602489136e-03,2.3260259416e-01,1.3900950870e+00,3.9009508697e-01,2.6484007782e-02,2.6484007782e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0027_fof_reed07_input.npz
PL,0027,1.4331814598e+01,Reed07_FOF,8.5776491090e+00,1.7804223605e-01,4.5712002796e-03,1.1615494482e-01,1.5327994544e+00,5.3279945443e-01,3.9354332152e-02,3.9354332152e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0027_fof_reed07_input.npz
PL,0027,1.4331814598e+01,Reed07_FOF,8.7440568001e+00,9.5417493679e-02,3.3464376058e-03,5.6136276911e-02,1.6997474526e+00,6.9974745264e-01,5.9612745803e-02,5.9612745803e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0027_fof_reed07_input.npz
PL,0027,1.4331814598e+01,Reed07_FOF,8.9118602182e+00,4.8471617330e-02,2.3851323620e-03,2.5932098050e-02,1.8691745357e+00,8.6917453565e-01,9.1976066009e-02,9.1976066009e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0027_fof_reed07_input.npz
PL,0027,1.4331814598e+01,Reed07_FOF,9.0728608839e+00,2.1595103121e-02,1.5920121237e-03,1.1893175369e-02,1.8157558810e+00,8.1575588100e-01,1.3385929950e-01,1.3385929950e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0027_fof_reed07_input.npz
PL,0027,1.4331814598e+01,Reed07_FOF,9.2395997973e+00,1.1736469087e-02,1.1736469087e-03,5.0494934189e-03,2.3242864410e+00,1.3242864410e+00,2.3242864410e-01,2.3242864410e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0027_fof_reed07_input.npz
PL,0027,1.4331814598e+01,Reed07_FOF,9.4045141884e+00,3.8730347988e-03,6.7420881921e-04,2.0622342438e-03,1.8780770470e+00,8.7807704698e-01,3.2693125004e-01,3.2693125004e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0027_fof_reed07_input.npz
PL,0027,1.4331814598e+01,Reed07_FOF,9.5921103978e+00,2.4646585083e-03,5.3783257984e-04,6.9741626768e-04,3.5339848273e+00,2.5339848273e+00,7.7117871314e-01,7.7117871314e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0027_fof_reed07_input.npz
PL,0027,1.4331814598e+01,Reed07_FOF,9.6701624689e+00,1.1736469087e-04,1.1736469087e-04,4.3497055866e-04,2.6982214896e-01,-7.3017785104e-01,2.6982214896e-01,2.6982214896e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0027_fof_reed07_input.npz
PL,0027,1.4331814598e+01,Reed07_FOF,9.9330177678e+00,4.6945876349e-04,2.3472938174e-04,7.8893476757e-05,5.9505396743e+00,4.9505396743e+00,2.9752698372e+00,2.9752698372e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0027_fof_reed07_input.npz
PL,0027,1.4331814598e+01,Reed07_FOF,1.0098022847e+01,2.3472938174e-04,1.6597873758e-04,2.4592038368e-05,9.5449339430e+00,8.5449339430e+00,6.7492875171e+00,6.7492875171e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0027_fof_reed07_input.npz
PL,0027,1.4331814598e+01,Reed07_FOF,1.0184583690e+01,1.1736469087e-04,1.1736469087e-04,1.2912575575e-05,9.0891774607e+00,8.0891774607e+00,9.0891774607e+00,9.0891774607e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0027_fof_reed07_input.npz
PL,0024,1.9406645230e+01,Reed07_FOF,8.0686637205e+00,4.8002158567e-02,2.3735539811e-03,2.5558295873e-02,1.8781439422e+00,8.7814394220e-01,9.2868241018e-02,9.2868241018e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0024_fof_reed07_input.npz
PL,0024,1.9406645230e+01,Reed07_FOF,8.2414589335e+00,1.9834632757e-02,1.5257409813e-03,1.0288975618e-02,1.9277558325e+00,9.2775583248e-01,1.4828891019e-01,1.4828891019e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0024_fof_reed07_input.npz
PL,0024,1.9406645230e+01,Reed07_FOF,8.4146173789e+00,9.0370811972e-03,1.0298709827e-03,3.9451583297e-03,2.2906764297e+00,1.2906764297e+00,2.6104680641e-01,2.6104680641e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0024_fof_reed07_input.npz
PL,0024,1.9406645230e+01,Reed07_FOF,8.5701544526e+00,3.5209407262e-03,6.4283288645e-04,1.5984012619e-03,2.2027890055e+00,1.2027890055e+00,4.0217240925e-01,4.0217240925e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0024_fof_reed07_input.npz
PL,0024,1.9406645230e+01,Reed07_FOF,8.7591873821e+00,2.1125644357e-03,4.9793621273e-04,4.9842918789e-04,4.2384444712e+00,3.2384444712e+00,9.9901094242e-01,9.9901094242e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0024_fof_reed07_input.npz
PL,0024,1.9406645230e+01,Reed07_FOF,8.9140074185e+00,5.8682345436e-04,2.6243542695e-04,1.8091532861e-04,3.2436358979e+00,2.2436358979e+00,1.4505980724e+00,1.4505980724e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0024_fof_reed07_input.npz
PL,0024,1.9406645230e+01,Reed07_FOF,9.0648844330e+00,3.5209407262e-04,2.0328160761e-04,6.3948357072e-05,5.5059127199e+00,4.5059127199e+00,3.1788401909e+00,3.1788401909e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/PL_snap0024_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,8.0792537737e+00,1.7212001375e+01,4.4945313668e-02,1.6808761090e+01,1.0239898874e+00,2.3989887352e-02,2.6739218570e-03,2.6739218570e-03,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,8.2474592366e+00,1.1817568089e+01,3.7241982031e-02,1.1880750540e+01,9.9468194786e-01,-5.3180521447e-03,3.1346489354e-03,3.1346489354e-03,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,8.4149146720e+00,8.6177371567e+00,3.1802799522e-02,8.4169534527e+00,1.0238546768e+00,2.3854676766e-02,3.7784216938e-03,3.7784216938e-03,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,8.5813749347e+00,6.0593042604e+00,2.6667365288e-02,5.9795553430e+00,1.0133369311e+00,1.3336931063e-02,4.4597572493e-03,4.4597572493e-03,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,8.7479936678e+00,4.4501169838e+00,2.2853590618e-02,4.2498740626e+00,1.0471173777e+00,4.7117377667e-02,5.3774747868e-03,5.3774747868e-03,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,8.9152075043e+00,3.1159151780e+00,1.9123242969e-02,3.0190236750e+00,1.0320936546e+00,3.2093654584e-02,6.3342474348e-03,6.3342474348e-03,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,9.0817306593e+00,2.2505853122e+00,1.6252361350e-02,2.1491312961e+00,1.0472069884e+00,4.7206988356e-02,7.5622933691e-03,7.5622933691e-03,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,9.2482065576e+00,1.6238578629e+00,1.3805201053e-02,1.5311121455e+00,1.0605740851e+00,6.0574085138e-02,9.0164532321e-03,9.0164532321e-03,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,9.4153317112e+00,1.1209501625e+00,1.1469959429e-02,1.0900740046e+00,1.0283248273e+00,2.8324827280e-02,1.0522184164e-02,1.0522184164e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,9.5814993377e+00,8.1016846109e-01,9.7511625456e-03,7.7804195569e-01,1.0412914820e+00,4.1291481994e-02,1.2532952078e-02,1.2532952078e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,9.7479784279e+00,5.8330251364e-01,8.2740026105e-03,5.5528259374e-01,1.0504606487e+00,5.0460648711e-02,1.4900525793e-02,1.4900525793e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,9.9145529222e+00,4.1817039358e-01,7.0056005434e-03,3.9588053448e-01,1.0563045090e+00,5.6304508962e-02,1.7696249079e-02,1.7696249079e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,1.0081515802e+01,2.8578302227e-01,5.7914450758e-03,2.8150369281e-01,1.0152016815e+00,1.5201681463e-02,2.0573247257e-02,2.0573247257e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,1.0247533985e+01,2.0409719743e-01,4.8942624045e-03,2.0014113860e-01,1.0197663452e+00,1.9766345153e-02,2.4454054967e-02,2.4454054967e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,1.0414422279e+01,1.3954661745e-01,4.0469551046e-03,1.4174339675e-01,9.8450171680e-01,-1.5498283205e-02,2.8551277854e-02,2.8551277854e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,1.0582429765e+01,1.0140309291e-01,3.4498032775e-03,9.9937466138e-02,1.0146654386e+00,1.4665438624e-02,3.4519619226e-02,3.4519619226e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,1.0746664160e+01,7.1005637978e-02,2.8867896964e-03,7.0847142831e-02,1.0022371424e+00,2.2371423895e-03,4.0746734181e-02,4.0746734181e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,1.0910657510e+01,4.8941076094e-02,2.3966548076e-03,5.0130036562e-02,9.7628247356e-01,-2.3717526444e-02,4.7808758421e-02,4.7808758421e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,1.1081530314e+01,3.6500418861e-02,2.0697488679e-03,3.4868848014e-02,1.0467916476e+00,4.6791647551e-02,5.9358108621e-02,5.9358108621e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,1.1241514492e+01,2.8519619882e-02,1.8295344684e-03,2.4751985902e-02,1.1522154220e+00,1.5221542203e-01,7.3914653786e-02,7.3914653786e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
BTKP1,0056,-2.2204460493e-16,Reed07_FOF,1.1408528951e+01,1.8660985849e-02,1.4799124418e-03,1.7258004738e-02,1.0812945142e+00,8.1294514151e-02,8.5752232908e-02,8.5752232908e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/fof_reed07_highz_cache/BT_soft_snap0056_fof_reed07_input.npz
