target_M0_msun,z,log10_1_plus_z,pl_median_M_msun_interpolated,bt_median_M_msun,pl_mass_fraction,bt_mass_fraction,bt_over_pl_mass_fraction
1000000000.0,6.867645128277267,0.8958447627487359,85482251.45969398,280658354.35199016,0.08734354947855814,0.28676943390374154,3.283235403367025
1000000000.0,7.654409641104996,0.9372374479069612,70967709.31031752,243610570.2926401,0.07251296641909763,0.24891496815438607,3.432695977651105
3000000000.0,0.0,0.0,2941507730.1284456,2930219783.2678013,1.0,1.0,1.0
3000000000.0,0.0631593780669188,0.02659837442600954,2879426475.0953946,2892594698.1980343,0.9788947503359645,0.9871596372106234,1.0084430801900024
3000000000.0,0.1694753158736106,0.06799105958423456,2775965998.002693,2826754180.24524,0.9437221495526976,0.9646901561400368,1.0222184109987007
3000000000.0,0.2864228474609716,0.10938374474245956,2657471287.3786063,2766561168.7970185,0.9034384850188932,0.9441480071203842,1.0450606463821823
3000000000.0,0.4150651322070684,0.1507764299006845,2547455091.3463492,2696967974.032548,0.8660371908100036,0.9203978450465824,1.0627694223913586
3000000000.0,0.5565716454277756,0.19216911505890963,2440274019.6789007,2623618752.9691515,0.8295997303302488,0.8953658588855999,1.0792745298135171
3000000000.0,0.7122288099705543,0.23356180021713496,2311489048.884534,2540873203.227578,0.7858177713453091,0.8671271751479266,1.1034710676794914
3000000000.0,0.8834516909676096,0.27495448537535994,2172390540.000098,2452495693.751869,0.7385296043078008,0.8369664650263295,1.1332876301022359
3000000000.0,1.0717968600643704,0.31634717053358496,2027685623.6170006,2359428163.672742,0.6893354733861122,0.8052051853398831,1.1680890022743247
3000000000.0,1.2789765460708074,0.35773985569181,1867990048.6282356,2253214482.562417,0.6350450925201774,0.7689575012184297,1.2108707086717585
3000000000.0,1.506874200677888,0.399132540850035,1720552172.438441,2151716239.6174245,0.5849218599073035,0.7343190609469628,1.2554139471951609
3000000000.0,1.757561620745676,0.44052522600825994,1556270268.254826,2037081019.9260712,0.52907230272241,0.6951973471608687,1.3139930848461367
3000000000.0,2.0333177828202462,0.48191791116648536,1403319015.9060314,1922468999.463176,0.4770747333187369,0.6560835506063049,1.37522175203517
3000000000.0,2.3366495611022704,0.5233105963247103,1244817049.0652978,1798491206.458912,0.4231901335207237,0.6137734844084706,1.4503492302672363
3000000000.0,2.670314517212497,0.5647032814829354,1079853859.0675,1670791179.198365,0.36710896524495845,0.5701931263787616,1.5531985877770447
3000000000.0,3.0373459689337468,0.6060959666411604,928129203.2729622,1548761902.4593835,0.31552839170422103,0.5285480329165594,1.675120359412933
3000000000.0,3.4410805658271224,0.6474886517993855,778417834.5402638,1412700490.470513,0.26463225867717605,0.4821141740074732,1.8218269247197205
3000000000.0,3.885188622409834,0.6888813369576106,645701626.4856713,1287950787.4441566,0.21951382954804463,0.4395406770504515,2.00233706439097
3000000000.0,4.373707484650818,0.7302740221158356,511316168.2983285,1160446191.56236,0.1738279192881812,0.39602701414711716,2.2782704629315758
3000000000.0,4.9110782331159015,0.7716667072740607,403267314.96928906,1029265199.0876726,0.13709544627022952,0.3512587024922168,2.5621471175625268
3000000000.0,5.502186056427491,0.8130593924322858,312193836.4962672,900046562.9070171,0.10613395072826641,0.3071600867779546,2.894079459685555
3000000000.0,6.152404662070242,0.8544520775905109,236208925.09422362,785899474.6679295,0.08030199025990974,0.2682049582613523,3.3399540583398464
3000000000.0,6.867645128277267,0.8958447627487359,177115894.93003798,671857544.9872493,0.060212622634278755,0.22928571734574432,3.8079344050231265
3000000000.0,7.654409641104996,0.9372374479069612,131151505.04826379,569147354.7954321,0.04458649001834744,0.1942336742265507,4.35633471364584
10000000000.0,0.0,0.0,9698784587.074743,9695012225.972996,1.0,1.0,1.0
10000000000.0,0.0631593780669188,0.02659837442600954,9472472723.869116,9559224918.323675,0.976665956319184,0.9859941066102479,1.009551014070583
10000000000.0,0.1694753158736106,0.06799105958423456,9100962147.82371,9305573317.243668,0.9383610973226756,0.9598310038551556,1.0228802180671575
10000000000.0,0.2864228474609716,0.10938374474245956,8691759814.33475,9033073954.745953,0.8961700031896755,0.9317238332661709,1.0396730865237076
10000000000.0,0.4150651322070684,0.1507764299006845,8288243908.808978,8721930384.147083,0.8545652122075639,0.8996306740883708,1.0527349595291753
10000000000.0,0.5565716454277756,0.19216911505890963,7821598862.79714,8439087460.065122,0.8064514468360017,0.8704566083430773,1.0793664166121728
10000000000.0,0.7122288099705543,0.23356180021713496,7383276564.286634,8150602677.532856,0.7612579182474151,0.8407006084734316,1.1043571282764602
10000000000.0,0.8834516909676096,0.27495448537535994,6935572419.675642,7839510002.520756,0.7150970678241947,0.8086126989627369,1.1307733388182943
10000000000.0,1.0717968600643704,0.31634717053358496,6389913450.788209,7456798428.470248,0.6588365164129781,0.7691375992794977,1.1674179862814094
10000000000.0,1.2789765460708074,0.35773985569181,5947039416.475823,7088257721.959581,0.6131736779061214,0.7311241653692913,1.1923606503559476
10000000000.0,1.506874200677888,0.399132540850035,5394949461.732405,6661319219.799917,0.5562500551792933,0.6870872428560949,1.2352128983333395
10000000000.0,1.757561620745676,0.44052522600825994,4820369899.193135,6290968171.969934,0.4970076256376584,0.6488870798034059,1.3055877743744613
10000000000.0,2.0333177828202462,0.48191791116648536,4325972267.211664,5854703045.685918,0.446032410388488,0.603888154983563,1.3539109287093842
10000000000.0,2.3366495611022704,0.5233105963247103,3756401186.8955975,5443936432.409354,0.38730638392584077,0.5615192952335858,1.4498064543679257
10000000000.0,2.670314517212497,0.5647032814829354,3212451104.4525375,4948461205.268231,0.331222028452273,0.5104130959227957,1.5409998492788743
10000000000.0,3.0373459689337468,0.6060959666411604,2704491166.0483265,4492641608.58151,0.27884846206941377,0.4633972091902778,1.6618245112462708
10000000000.0,3.4410805658271224,0.6474886517993855,2262613181.258386,4010565964.668867,0.23328832194847357,0.41367312089865516,1.7732268698388736
10000000000.0,3.885188622409834,0.6888813369576106,1842631189.381225,3611451912.415656,0.1899857835626992,0.372506174127409,1.9607055177603554
10000000000.0,4.373707484650818,0.7302740221158356,1449290979.4052606,3208687409.0904336,0.14943016482051616,0.33096269858168315,2.214831918168662
10000000000.0,4.9110782331159015,0.7716667072740607,1111712353.1380198,2815467844.9974766,0.114623883349215,0.2904037436337441,2.5335360759763765
10000000000.0,5.502186056427491,0.8130593924322858,832669713.0475764,2447795004.334526,0.08585299586478583,0.25247982645930744,2.940838859682317
10000000000.0,6.152404662070242,0.8544520775905109,628891081.5159588,2079361921.1022284,0.0648422568693877,0.21447749344055547,3.3076808827394655
10000000000.0,6.867645128277267,0.8958447627487359,449812677.1579723,1725246937.0261087,0.04637825215310206,0.17795201252084675,3.836971085788196
10000000000.0,7.654409641104996,0.9372374479069612,308481883.49201304,1438031960.5794306,0.031806241361738964,0.14832698784297912,4.663455394053814
30000000000.0,0.0,0.0,29268746206.005943,29446231013.800102,1.0,1.0,1.0
30000000000.0,0.0631593780669188,0.02659837442600954,28632453262.428623,28863744188.364784,0.9782603279587442,0.9802186288234195,1.0020018197699598
30000000000.0,0.1694753158736106,0.06799105958423456,27432587541.871857,27958408719.747585,0.937265551069034,0.9494732519976753,1.013024804885571
30000000000.0,0.2864228474609716,0.10938374474245956,26058124906.998646,26984181955.042294,0.8903054720414201,0.9163883127316376,1.0292965072206184
30000000000.0,0.4150651322070684,0.1507764299006845,24462838709.73448,26034526220.18753,0.8358007048731971,0.8841378106415839,1.0578332914611746
30000000000.0,0.5565716454277756,0.19216911505890963,22993175360.914692,24964072344.510838,0.7855879851866184,0.8477849790966905,1.0791725371096363
30000000000.0,0.7122288099705543,0.23356180021713496,21566061910.218197,23820028852.903828,0.7368290311592794,0.8089330292131603,1.0978571622516518
30000000000.0,0.8834516909676096,0.27495448537535994,20026724119.388645,22521237271.78911,0.6842358049242014,0.7648258027057668,1.1177810298753557
30000000000.0,1.0717968600643704,0.31634717053358496,18519580142.1281,21303678463.567783,0.6327425169421124,0.7234772577034977,1.143399152628282
30000000000.0,1.2789765460708074,0.35773985569181,16924798734.94521,20018229213.20217,0.5782549965010884,0.6798231394646242,1.1756459409397333
30000000000.0,1.506874200677888,0.399132540850035,15032966964.858278,18564878279.16716,0.5136184125910223,0.6304670458662995,1.2275008652548445
30000000000.0,1.757561620745676,0.44052522600825994,13682892985.389704,17226758966.783047,0.46749159971129806,0.585024241598514,1.2514112381052382
30000000000.0,2.0333177828202462,0.48191791116648536,11879266559.102219,15961397841.249851,0.4058686516836377,0.5420523201685633,1.335536306930836
30000000000.0,2.3366495611022704,0.5233105963247103,10166518589.102367,14542357857.315586,0.3473506694665383,0.4938614334208085,1.4217949663931313
30000000000.0,2.670314517212497,0.5647032814829354,8723816272.116747,12858393561.938547,0.29805910409399844,0.4366736631221974,1.465057289390779
30000000000.0,3.0373459689337468,0.6060959666411604,7209844432.266263,11599129539.81691,0.24633253442153952,0.3939088005653738,1.5990936864689282
30000000000.0,3.4410805658271224,0.6474886517993855,5873547376.624852,10215556766.93295,0.20067642581217235,0.34692238752543186,1.728765031175818
30000000000.0,3.885188622409834,0.6888813369576106,4667800569.164695,8984987114.079405,0.15948071490014365,0.3051319915906573,1.9132845735091601
30000000000.0,4.373707484650818,0.7302740221158356,3464635438.0955644,7660404572.212234,0.118373209898025,0.26014889880549236,2.1977008060320653
30000000000.0,4.9110782331159015,0.7716667072740607,2688504186.2290964,6525613798.157941,0.09185580302300123,0.22161117309375464,2.4125985054886723
30000000000.0,5.502186056427491,0.8130593924322858,2018290530.9204376,5600322136.543575,0.06895719128912617,0.19018807989107198,2.7580601288362314
30000000000.0,6.152404662070242,0.8544520775905109,1468995149.3508587,4778930392.135902,0.05018988989181303,0.16229344902905354,3.2335884653041815
30000000000.0,6.867645128277267,0.8958447627487359,1003039281.0857913,4010566116.433418,0.03426997774438209,0.13619964179978922,3.974313692751567
30000000000.0,7.654409641104996,0.9372374479069612,710169802.5313131,3235032645.885336,0.02426375894385207,0.1098623672540375,4.527837896356711
100000000000.0,0.0,0.0,100154231575.92807,98642774181.72794,1.0,1.0,1.0
100000000000.0,0.0631593780669188,0.02659837442600954,97369377717.788,95949561923.04294,0.9721943465161644,0.9726973183689731,1.0005173573109236
100000000000.0,0.1694753158736106,0.06799105958423456,92784053553.96138,92647080235.87093,0.926411716150213,0.9392181130793094,1.0138236560546907
100000000000.0,0.2864228474609716,0.10938374474245956,84892662789.69218,89334253316.2681,0.8476193312444725,0.9056340320649244,1.068444287054278
100000000000.0,0.4150651322070684,0.1507764299006845,80311361294.4558,84744357453.73718,0.8018768656177131,0.8591035497198616,1.071365924814485
100000000000.0,0.5565716454277756,0.19216911505890963,75998424100.9523,80199898842.70453,0.7588139103572177,0.8130336916007005,1.0714533306564693
100000000000.0,0.7122288099705543,0.23356180021713496,70754269535.5014,75600759569.31683,0.7064531215724198,0.7664095033462747,1.0848695829107589
100000000000.0,0.8834516909676096,0.27495448537535994,65025751904.04387,69866407206.30302,0.6492561610314698,0.7082769902394402,1.0909053047940345
100000000000.0,1.0717968600643704,0.31634717053358496,59872644750.802246,65534838856.2923,0.5978044442926219,0.6643653262991018,1.1113422334710825
100000000000.0,1.2789765460708074,0.35773985569181,53122740060.3211,60831278259.41614,0.5304093419163037,0.616682557481075,1.162654027270856
100000000000.0,1.506874200677888,0.399132540850035,47405447889.624435,55770899817.29457,0.47332446311752513,0.565382515647307,1.1944924881411088
100000000000.0,1.757561620745676,0.44052522600825994,41372201916.08698,50125225838.35528,0.4130849117914927,0.5081489876390785,1.2301320458191172
