model,M0_msun,z,M_over_M0,M_msun,alpha,beta,f_M0,a_article
Correa2015a_article_formula_project_pl,293639000.9489291,0.24,0.9241449881627423,271365011.0560675,0.13023266049414392,-0.44542013885059467,0.44542013885059467,0.2923816171181862
Correa2015a_article_formula_project_pl,293639000.9489291,0.26,0.9178595076872841,269519348.84876996,0.13023266049414392,-0.44542013885059467,0.44542013885059467,0.2923816171181862
Correa2015a_article_formula_project_pl,293639000.9489291,0.28,0.9115868616152436,267677455.32286978,0.13023266049414392,-0.44542013885059467,0.44542013885059467,0.2923816171181862
Correa2015a_article_formula_project_pl,293639000.9489291,0.3,0.9053282938063468,265839695.7240942,0.13023266049414392,-0.44542013885059467,0.44542013885059467,0.2923816171181862
Correa2015a_article_formula_project_pl,293639000.9489291,0.32,0.8990849772919975,264006414.50021273,0.13023266049414392,-0.44542013885059467,0.44542013885059467,0.2923816171181862
Correa2015a_article_formula_project_pl,293639000.9489291,0.34,0.8928580183664765,262177936.5023727,0.13023266049414392,-0.44542013885059467,0.44542013885059467,0.2923816171181862
Correa2015a_article_formula_project_pl,293639000.9489291,0.36,0.8866484603928884,260354568.10267386,0.13023266049414392,-0.44542013885059467,0.44542013885059467,0.2923816171181862
Correa2015a_article_formula_project_pl,293639000.9489291,0.38,0.8804572873476819,258536598.23497748,0.13023266049414392,-0.44542013885059467,0.44542013885059467,0.2923816171181862
Correa2015a_article_formula_project_pl,293639000.9489291,0.4,0.8742854271252514,256724299.36526653,0.13023266049414392,-0.44542013885059467,0.44542013885059467,0.2923816171181862
Correa2015a_article_formula_project_pl,293639000.9489291,0.42,0.8681337546220705,254917928.39726752,0.13023266049414392,-0.44542013885059467,0.44542013885059467,0.2923816171181862
