model,target_M0_msun,selection_width_dex,z,n_halos,n_positive_mass,median_M0_Msun,median_M_main_over_M0,p16_M_main_over_M0,p84_M_main_over_M0,median_M_msun,p16_M_msun,p84_M_msun
PL_new_SOAP_direct_raw,1000000000.0,0.1,5.502186056427491,27144,26986,978689920.0916836,0.36792663670607234,0.214826168989795,0.557324709553348,362348600.280393,208480231.27331,561682561.4981976
PL_new_SOAP_direct_raw,1000000000.0,0.1,6.152404662070242,27144,26983,978689920.0916836,0.325557688965326,0.18621603144303106,0.5090979941712273,319619163.043153,180801927.90853763,509451483.38664263
PL_new_SOAP_direct_raw,1000000000.0,0.1,6.867645128277267,27144,26977,978689920.0916836,0.286050789051085,0.15962614042553136,0.46124835192287783,280658354.35199016,155025226.56903154,460990088.80598617
PL_new_SOAP_direct_raw,1000000000.0,0.1,7.654409641104996,27144,26938,978689920.0916836,0.2478447629275314,0.13447734900593789,0.412149431589606,243610570.2926401,131151505.04826368,408850313.7819224
PL_new_SOAP_direct_raw,3000000000.0,0.1,0.0,10263,10263,2930219783.2678013,1.0,1.0,1.0,2930219783.2678013,2536961969.2406673,3451460320.2466373
PL_new_SOAP_direct_raw,3000000000.0,0.1,0.06315937806691885,10263,9870,2930219783.2678013,0.9885195840715015,0.9656370577629221,1.010261126863048,2892594698.1980343,2491982390.8937206,3434521247.427246
PL_new_SOAP_direct_raw,3000000000.0,0.1,0.16947531587361064,10263,9585,2930219783.2678013,0.9682091237934913,0.926525286479483,1.0030712507432387,2826754180.2452397,2422412017.84432,3364884939.4904776
PL_new_SOAP_direct_raw,3000000000.0,0.1,0.2864228474609716,10263,9546,2930219783.2678013,0.946104580341944,0.8853348782158995,0.9953799946125181,2766561168.7970185,2347208033.9457455,3310307532.640715
PL_new_SOAP_direct_raw,3000000000.0,0.1,0.4150651322070684,10263,9636,2930219783.2678013,0.9230691320694645,0.843306930739989,0.9926427037387469,2696967974.032548,2264493024.98874,3263260251.0218577
PL_new_SOAP_direct_raw,3000000000.0,0.1,0.5565716454277756,10263,9720,2930219783.2678013,0.8972240192306071,0.7998535430999353,0.9846212812163568,2623618752.9691515,2174269975.648778,3193633338.205068
PL_new_SOAP_direct_raw,3000000000.0,0.1,0.7122288099705543,10263,9803,2930219783.2678013,0.8680962919968808,0.7580903898867478,0.9670442045449569,2540873203.2275786,2079023648.640036,3116484394.9576287
PL_new_SOAP_direct_raw,3000000000.0,0.1,0.8834516909676096,10263,9908,2930219783.2678013,0.8396173210939373,0.7089434122015665,0.9551364286329843,2452495693.751869,1975074746.9503617,3054166714.500122
PL_new_SOAP_direct_raw,3000000000.0,0.1,1.0717968600643704,10263,9978,2930219783.2678013,0.8087705352193342,0.660307220285145,0.9338174753722558,2359428163.672742,1852962438.6621077,2964083704.1191883
PL_new_SOAP_direct_raw,3000000000.0,0.1,1.2789765460708074,10263,10045,2930219783.2678013,0.7748882110021241,0.6123356973110172,0.906217424396667,2253214482.5624175,1740270409.028109,2875663947.674324
PL_new_SOAP_direct_raw,3000000000.0,0.1,1.506874200677888,10263,10070,2930219783.2678013,0.740516136222567,0.5662963952670627,0.8801697145231521,2151716239.6174245,1623852293.6741245,2777847210.735329
PL_new_SOAP_direct_raw,3000000000.0,0.1,1.7575616207456761,10263,10105,2930219783.2678013,0.7034617499927303,0.519029388978201,0.8464840112114939,2037081019.9260712,1496207570.2741065,2648067704.3844447
PL_new_SOAP_direct_raw,3000000000.0,0.1,2.0333177828202462,10263,10127,2930219783.2678013,0.6620477721198299,0.4676206159868005,0.8093770417883469,1922468999.4631758,1347974097.9712732,2533351321.8830895
PL_new_SOAP_direct_raw,3000000000.0,0.1,2.3366495611022704,10263,10165,2930219783.2678013,0.6203762541160878,0.4203668767369536,0.7771353761923044,1798491206.4589121,1227940520.0287702,2403610334.003736
PL_new_SOAP_direct_raw,3000000000.0,0.1,2.670314517212497,10263,10189,2930219783.2678013,0.5761081288225955,0.37996094369265554,0.7393510300656619,1670791179.198365,1109838192.0448458,2283291016.2167077
PL_new_SOAP_direct_raw,3000000000.0,0.1,3.0373459689337468,10263,10200,2930219783.2678013,0.5316597644813463,0.34141951311922525,0.6956131100785631,1548761902.4593835,989927716.709492,2138860915.843642
