model,cosmology,spectrum,closure,target_M0_msun,M0_msun,z,M_over_M0,M_msun,q_solved,z_form_solved,alpha,beta,f_M0,a_article
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,0.8,0.7714486376741297,226527407.2500438,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,0.8200000000000001,0.766125626602308,224964363.596874,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,0.84,0.7608283329716699,223408871.58744028,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,0.86,0.7555569682053983,221860993.30383492,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,0.88,0.7503117286880908,220320786.4122349,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,0.9,0.7450927964337872,218788304.35906106,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,0.92,0.7399003397208167,217263596.55739385,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,0.9400000000000001,0.7347345136954143,215746708.5642187,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,0.96,0.7295954609459334,214237682.2490373,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,0.98,0.724483312049344,212736555.9543406,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.0,0.7193981860916042,211243364.6484104,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.02,0.7143401911633779,209758140.07088128,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.04,0.7093094248324797,208280910.87146884,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.06,0.7043059745943342,206811702.74224213,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.08,0.6993299183016572,205350538.5437948,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.1,0.6943813245744856,203897438.425646,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.12,0.6894602531916123,202452419.94118074,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.1400000000000001,0.6845667554644181,201015498.1574216,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.16,0.6797008745940291,199586685.75990403,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
