model,snapshot,redshift,theory_model,reference_model,log10_M200c_center_Msun,log10_c200c_median,theory_c200c,sim_over_theory,sim_over_theory_minus_1,ratio_low_16th,ratio_high_84th,n_halos_bin,source_file
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,8.3750000000e+00,1.1659949150e+00,1.7681146798e+01,8.2886630502e-01,-1.7113369498e-01,3.5803557857e-01,7.8065945190e-01,64657,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,8.6250000000e+00,1.1746612859e+00,1.6983063767e+01,8.8032948021e-01,-1.1967051979e-01,3.4575330552e-01,7.5888070175e-01,45366,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,8.8750000000e+00,1.1727284355e+00,1.6293101075e+01,9.1353393313e-01,-8.6466066873e-02,3.3726965610e-01,7.0903783909e-01,27546,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,9.1250000000e+00,1.1639536979e+00,1.5612987926e+01,9.3425982565e-01,-6.5740174347e-02,3.3631797228e-01,6.8632765711e-01,16578,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,9.3750000000e+00,1.1524075872e+00,1.4941710858e+01,9.5062068312e-01,-4.9379316877e-02,3.2990520234e-01,6.1128079253e-01,9825,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,9.6250000000e+00,1.1459531592e+00,1.4278563248e+01,9.8009607410e-01,-1.9903925896e-02,3.3271157304e-01,5.7934637657e-01,5995,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,9.8750000000e+00,1.1195833874e+00,1.3623127288e+01,9.6673306496e-01,-3.3266935043e-02,2.9721792662e-01,5.5017700371e-01,3519,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.0125000000e+01,1.1039629308e+00,1.2974811691e+01,9.7917849617e-01,-2.0821503835e-02,3.0579455941e-01,4.9305640369e-01,2079,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.0375000000e+01,1.0843822232e+00,1.2332971013e+01,9.8472397653e-01,-1.5276023472e-02,3.2715312345e-01,4.4795728632e-01,1283,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.0625000000e+01,1.0654803839e+00,1.1697377775e+01,9.9401255058e-01,-5.9874494179e-03,3.1220223884e-01,3.7541162769e-01,761,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.0875000000e+01,1.0419570654e+00,1.1068240014e+01,9.9512697118e-01,-4.8730288207e-03,3.4836888550e-01,4.0242916149e-01,433,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.1125000000e+01,1.0188201749e+00,1.0449684316e+01,9.9934859044e-01,-6.5140956493e-04,3.0038464804e-01,3.3299899203e-01,286,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.1375000000e+01,1.0112032765e+00,9.8466226950e+00,1.0421157980e+00,4.2115798000e-02,3.1202260767e-01,3.1821073579e-01,147,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.1625000000e+01,9.5008357344e-01,9.2587822107e+00,9.6278586340e-01,-3.7214136602e-02,2.5874033566e-01,3.1319134178e-01,91,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.1875000000e+01,9.3785325755e-01,8.6864079486e+00,9.9773001135e-01,-2.2699886546e-03,3.1162586783e-01,2.9947945684e-01,66,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.2125000000e+01,8.7550119859e-01,8.1296995166e+00,9.2347832115e-01,-7.6521678847e-02,2.8019483023e-01,4.3887598388e-01,35,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.2375000000e+01,9.1491324722e-01,7.5890315465e+00,1.0832454888e+00,8.3245488819e-02,2.6937273144e-01,2.9303923960e-01,19,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.2625000000e+01,8.4265866055e-01,7.0655454095e+00,9.8517406106e-01,-1.4825938941e-02,9.7139104909e-02,2.3091157521e-01,11,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.2875000000e+01,7.7740360720e-01,6.5612020206e+00,9.1289367323e-01,-8.7106326767e-02,2.2683552281e-01,5.0676541550e-01,7,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.3125000000e+01,7.8150850504e-01,6.0817620018e+00,9.9421219111e-01,-5.7878088930e-03,3.1532955453e-01,1.0478565334e-01,14,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.3375000000e+01,7.8003177514e-01,5.6335433125e+00,1.0696707925e+00,6.9670792454e-02,3.0877062181e-01,1.4192658203e-01,3,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,8.3750000000e+00,1.1659949150e+00,1.7268233283e+01,8.4868594110e-01,-1.5131405890e-01,3.6659683246e-01,7.9932637821e-01,64657,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,8.6250000000e+00,1.1746612859e+00,1.6610251763e+01,9.0008820530e-01,-9.9911794703e-02,3.5351363238e-01,7.7591354627e-01,45366,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,8.8750000000e+00,1.1727284355e+00,1.5956110893e+01,9.3282760488e-01,-6.7172395122e-02,3.4439273036e-01,7.2401259025e-01,27546,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,9.1250000000e+00,1.1639536979e+00,1.5305204490e+01,9.5304753278e-01,-4.6952467217e-02,3.4308123384e-01,7.0012951678e-01,16578,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,9.3750000000e+00,1.1524075872e+00,1.4657202889e+01,9.6907298687e-01,-3.0927013133e-02,3.3630892478e-01,6.2314623903e-01,9825,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,9.6250000000e+00,1.1459531592e+00,1.4013120548e+01,9.9866148555e-01,-1.3385144513e-03,3.3901394218e-01,5.9032061076e-01,5995,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,9.8750000000e+00,1.1195833874e+00,1.3380150504e+01,9.8428844976e-01,-1.5711550237e-02,3.0261525424e-01,5.6016794057e-01,3519,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.0125000000e+01,1.1039629308e+00,1.2758150512e+01,9.9580707939e-01,-4.1929206116e-03,3.1098761696e-01,5.0142957515e-01,2079,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.0375000000e+01,1.0843822232e+00,1.2145396926e+01,9.9993210034e-01,-6.7899663106e-05,3.3220569180e-01,4.5487555990e-01,1283,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.0625000000e+01,1.0654803839e+00,1.1540637641e+01,1.0075128151e+00,7.5128151112e-03,3.1644243963e-01,3.8051031208e-01,761,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.0875000000e+01,1.0419570654e+00,1.0943106813e+01,1.0065061366e+00,6.5061366100e-03,3.5235244468e-01,4.0703089387e-01,433,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.1125000000e+01,1.0188201749e+00,1.0352550187e+01,1.0087251067e+00,8.7251067048e-03,3.0320304551e-01,3.3612339776e-01,286,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.1375000000e+01,1.0112032765e+00,9.7692348669e+00,1.0503710073e+00,5.0371007267e-02,3.1449432139e-01,3.2073146930e-01,147,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.1625000000e+01,9.5008357344e-01,9.1950923753e+00,9.6945460262e-01,-3.0545397378e-02,2.6053250138e-01,3.1536066256e-01,91,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.1875000000e+01,9.3785325755e-01,8.6383479214e+00,1.0032809491e+00,3.2809490905e-03,3.1335961922e-01,3.0114563086e-01,66,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.2125000000e+01,8.7550119859e-01,8.0993913716e+00,9.2693400240e-01,-7.3065997605e-02,2.8124332698e-01,4.4051826987e-01,35,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.2375000000e+01,9.1491324722e-01,7.5772987144e+00,1.0849228065e+00,8.4922806544e-02,2.6978983326e-01,2.9349298708e-01,19,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.2625000000e+01,8.4265866055e-01,7.0720718115e+00,9.8426490145e-01,-1.5735098547e-02,9.7049460902e-02,2.3069848040e-01,11,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.2875000000e+01,7.7740360720e-01,6.5847100659e+00,9.0963455543e-01,-9.0365444572e-02,2.2602569828e-01,5.0495621446e-01,7,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.3125000000e+01,7.8150850504e-01,6.1172453272e+00,9.8844522365e-01,-1.1554776346e-02,3.1350047287e-01,1.0417783998e-01,14,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.3375000000e+01,7.8003177514e-01,5.6751421959e+00,1.0618300884e+00,6.1830088362e-02,3.0650732819e-01,1.4088625790e-01,3,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,8.3750000000e+00,1.1659949150e+00,1.5552223482e+01,9.4232871792e-01,-5.7671282080e-02,4.0704659567e-01,8.8752289239e-01,64657,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,8.6250000000e+00,1.1746612859e+00,1.5078954496e+01,9.9149391974e-01,-8.5060802566e-03,3.8941363190e-01,8.5470908167e-01,45366,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,8.8750000000e+00,1.1727284355e+00,1.4604167236e+01,1.0191817491e+00,1.9181749103e-02,3.7627401190e-01,7.9103621532e-01,27546,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,9.1250000000e+00,1.1639536979e+00,1.4130547935e+01,1.0322733021e+00,3.2273302100e-02,3.7160119088e-01,7.5833049594e-01,16578,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,9.3750000000e+00,1.1524075872e+00,1.3652501022e+01,1.0403880842e+00,4.0388084175e-02,3.6105825122e-01,6.6900422422e-01,9825,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,9.6250000000e+00,1.1459531592e+00,1.3177173192e+01,1.0620156220e+00,6.2015621981e-02,3.6052066478e-01,6.2776998981e-01,5995,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,9.8750000000e+00,1.1195833874e+00,1.2697062300e+01,1.0372421026e+00,3.7242102613e-02,3.1889562726e-01,5.9030436925e-01,3519,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,1.0125000000e+01,1.1039629308e+00,1.2216182660e+01,1.0399858085e+00,3.9985808478e-02,3.2478450389e-01,5.2367537137e-01,2079,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,1.0375000000e+01,1.0843822232e+00,1.1735729891e+01,1.0348374043e+00,3.4837404329e-02,3.4380221986e-01,4.7075420775e-01,1283,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,1.0625000000e+01,1.0654803839e+00,1.1254165776e+01,1.0331587919e+00,3.3158791927e-02,3.2449739968e-01,3.9019610317e-01,761,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,1.0875000000e+01,1.0419570654e+00,1.0773101280e+01,1.0223893636e+00,2.2389363594e-02,3.5791276235e-01,4.1345406789e-01,433,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,1.1125000000e+01,1.0188201749e+00,1.0293790609e+01,1.0144831665e+00,1.4483166473e-02,3.0493380570e-01,3.3804207570e-01,286,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,1.1375000000e+01,1.0112032765e+00,9.8172379464e+00,1.0452350369e+00,4.5235036916e-02,3.1295654712e-01,3.1916319742e-01,147,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,1.1625000000e+01,9.5008357344e-01,9.3441829248e+00,9.5398652793e-01,-4.6013472074e-02,2.5637559070e-01,3.1032894445e-01,91,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,1.1875000000e+01,9.3785325755e-01,8.8745916055e+00,9.7657337784e-01,-2.3426622164e-02,3.0501791357e-01,2.9312906441e-01,66,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,1.2125000000e+01,8.7550119859e-01,8.4084795456e+00,8.9286073902e-01,-1.0713926098e-01,2.7090507428e-01,4.2432521298e-01,35,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,1.2375000000e+01,9.1491324722e-01,7.9509158247e+00,1.0339417960e+00,3.3941795955e-02,2.5711228766e-01,2.7970161963e-01,19,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,1.2625000000e+01,8.4265866055e-01,7.4982411938e+00,9.2832330739e-01,-7.1676692612e-02,9.1533566210e-02,2.1758652170e-01,11,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,1.2875000000e+01,7.7740360720e-01,7.0562522294e+00,8.4884718101e-01,-1.5115281899e-01,2.1092127127e-01,4.7121193519e-01,7,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,1.3125000000e+01,7.8150850504e-01,6.6233803370e+00,9.1291177888e-01,-8.7088221124e-02,2.8954388925e-01,9.6216942468e-02,14,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0056,0.0000000000e+00,ludlow16,Ludlow16,1.3375000000e+01,7.8003177514e-01,6.2023098096e+00,9.7157944772e-01,-2.8420552277e-02,2.8045562459e-01,1.2891157836e-01,3,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,8.3750000000e+00,1.7532020900e+00,5.0608979320e+01,1.1193721861e+00,1.1937218606e-01,5.4876636103e-01,1.4945865079e+00,98169,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,8.6250000000e+00,1.7413384593e+00,4.6469707490e+01,1.1862289547e+00,1.8622895471e-01,5.6164840621e-01,1.5310955161e+00,69338,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,8.8750000000e+00,1.7224090737e+00,4.2607540577e+01,1.2385758490e+00,2.3857584898e-01,5.6151245264e-01,1.4672665469e+00,42209,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,9.1250000000e+00,1.6821880953e+00,3.9006976521e+01,1.2332348995e+00,2.3323489949e-01,5.2703463954e-01,1.3304665934e+00,25842,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,9.3750000000e+00,1.6350784788e+00,3.5645064586e+01,1.2108185696e+00,2.1081856957e-01,4.9720326276e-01,1.1787052438e+00,15427,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,9.6250000000e+00,1.5843139191e+00,3.2502109852e+01,1.1814146862e+00,1.8141468621e-01,4.6766191970e-01,1.0935706909e+00,9332,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,9.8750000000e+00,1.5472625055e+00,2.9562881461e+01,1.1926574998e+00,1.9265749983e-01,4.4710604962e-01,9.5388625209e-01,5696,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.0125000000e+01,1.4888393762e+00,2.6839104400e+01,1.1483422838e+00,1.4834228379e-01,4.2892401300e-01,8.5846095901e-01,3283,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.0375000000e+01,1.4397651866e+00,2.4369664734e+01,1.1295764572e+00,1.2957645724e-01,4.0807690138e-01,6.3537958869e-01,1950,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
