model,snapshot,redshift,theory_model,reference_model,log10_M200c_center_Msun,log10_c200c_median,theory_c200c,sim_over_theory,sim_over_theory_minus_1,ratio_low_16th,ratio_high_84th,n_halos_bin,source_file
BTKP10,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.1625000000e+01,9.5930644746e-01,9.3492130354e+00,9.7393818067e-01,-2.6061819329e-02,2.4476062422e-01,3.4491464473e-01,91,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.1875000000e+01,9.3998335753e-01,8.6574064142e+00,1.0059943741e+00,5.9943740592e-03,2.8044553994e-01,3.5370976487e-01,64,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.2125000000e+01,8.7226093257e-01,8.0329119703e+00,9.2765806541e-01,-7.2341934587e-02,2.4508890023e-01,3.3761581318e-01,37,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.2375000000e+01,9.1138225227e-01,7.4671839105e+00,1.0920069552e+00,9.2006955245e-02,2.8543446881e-01,3.2336746598e-01,19,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.2625000000e+01,8.4992007124e-01,6.9526859255e+00,1.0180461359e+00,1.8046135917e-02,1.1273195567e-01,2.2066962258e-01,11,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.2875000000e+01,8.0165455855e-01,6.4830658040e+00,9.7695403011e-01,-2.3045969888e-02,2.9583438061e-01,4.8606742616e-01,7,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.3125000000e+01,7.7008338775e-01,6.0436822134e+00,9.7449982933e-01,-2.5500170669e-02,2.7636585517e-01,1.9239254582e-01,14,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.3375000000e+01,7.9285013344e-01,5.6219595117e+00,1.1039830865e+00,1.0398308649e-01,3.3372769579e-01,1.0029259462e-01,3,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,8.3750000000e+00,1.3754818968e+00,2.3492037346e+01,1.0105579296e+00,1.0557929606e-02,4.4269095992e-01,1.0073198589e+00,102876,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,8.6250000000e+00,1.3570744212e+00,2.1394489837e+01,1.0635856918e+00,6.3585691828e-02,4.3149030431e-01,9.8427337239e-01,69083,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,8.8750000000e+00,1.3319405090e+00,1.9529183740e+01,1.0996549095e+00,9.9654909512e-02,4.2524407355e-01,9.0950466733e-01,39215,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,9.1250000000e+00,1.3020406908e+00,1.7863781033e+01,1.1221923509e+00,1.2219235085e-01,4.1605084167e-01,8.5136648672e-01,22319,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,9.3750000000e+00,1.2654380038e+00,1.6371436556e+01,1.1255148109e+00,1.2551481093e-01,4.0682759350e-01,7.5791679504e-01,12256,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,9.6250000000e+00,1.2296381840e+00,1.5033554897e+01,1.1286947271e+00,1.2869472714e-01,3.8501418647e-01,7.1452609778e-01,6993,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,9.8750000000e+00,1.1845341293e+00,1.3895078234e+01,1.1007105598e+00,1.0071055979e-01,3.7342445008e-01,6.5318144462e-01,3907,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.0125000000e+01,1.1518932338e+00,1.2934202306e+01,1.0968660242e+00,9.6866024160e-02,3.5807261362e-01,5.5085113663e-01,2241,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.0375000000e+01,1.1109543155e+00,1.2107712934e+01,1.0663314049e+00,6.6331404879e-02,3.5517919971e-01,5.2055946572e-01,1282,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.0625000000e+01,1.0849385082e+00,1.1383799564e+01,1.0681967880e+00,6.8196787964e-02,3.4047540804e-01,4.3619360316e-01,775,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.0875000000e+01,1.0543475035e+00,1.0738712967e+01,1.0553469738e+00,5.5346973833e-02,3.2687814039e-01,4.5191576710e-01,438,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.1125000000e+01,1.0216083634e+00,1.0154447020e+01,1.0350279683e+00,3.5027968258e-02,3.0396190708e-01,3.1645829105e-01,276,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.1375000000e+01,1.0056268800e+00,9.6171485083e+00,1.0533690590e+00,5.3369058993e-02,2.9327049672e-01,3.4670529426e-01,154,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.1625000000e+01,9.5930644746e-01,9.1122755067e+00,9.9926253631e-01,-7.3746368608e-04,2.5112489376e-01,3.5388312066e-01,91,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.1875000000e+01,9.3998335753e-01,8.6094148689e+00,1.0116020983e+00,1.1602098306e-02,2.8200883024e-01,3.5568145266e-01,64,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.2125000000e+01,8.7226093257e-01,8.1049419365e+00,9.1941381399e-01,-8.0586186005e-02,2.4291075443e-01,3.3461536533e-01,37,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.2375000000e+01,9.1138225227e-01,7.6016341385e+00,1.0726926103e+00,7.2692610270e-02,2.8038598466e-01,3.1764806029e-01,19,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.2625000000e+01,8.4992007124e-01,7.1029709500e+00,9.9650626344e-01,-3.4937365613e-03,1.1034676716e-01,2.1600068336e-01,11,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.2875000000e+01,8.0165455855e-01,6.6131540570e+00,9.5773623450e-01,-4.2263765502e-02,2.9001498227e-01,4.7650592771e-01,7,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.3125000000e+01,7.7008338775e-01,6.1371112851e+00,9.5966441080e-01,-4.0335589200e-02,2.7215856543e-01,1.8946363414e-01,14,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.3375000000e+01,7.9285013344e-01,5.6840992711e+00,1.0919141130e+00,9.1914113010e-02,3.3007931497e-01,9.9196175047e-02,3,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,8.3750000000e+00,1.3754818968e+00,2.4810991715e+01,9.5683658658e-01,-4.3163413423e-02,4.1915747192e-01,9.5377065198e-01,102876,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,8.6250000000e+00,1.3570744212e+00,2.2856261886e+01,9.9556407727e-01,-4.4359227311e-03,4.0389434529e-01,9.2132417660e-01,69083,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,8.8750000000e+00,1.3319405090e+00,2.1063498187e+01,1.0195534753e+00,1.9553475273e-02,3.9426830115e-01,8.4325422124e-01,39215,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,9.1250000000e+00,1.3020406908e+00,1.9422295734e+01,1.0321436099e+00,3.2143609946e-02,3.8266542926e-01,7.8304978494e-01,22319,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,9.3750000000e+00,1.2654380038e+00,1.7926334776e+01,1.0278896690e+00,2.7889669042e-02,3.7154009559e-01,6.9217644765e-01,12256,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,9.6250000000e+00,1.2296381840e+00,1.6560551735e+01,1.0246213057e+00,2.4621305734e-02,3.4951322885e-01,6.4864187427e-01,6993,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,9.8750000000e+00,1.1845341293e+00,1.5312038847e+01,9.9885191611e-01,-1.1480838900e-03,3.3886812856e-01,5.9273669334e-01,3907,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,1.0125000000e+01,1.1518932338e+00,1.4177480926e+01,1.0006775628e+00,6.7756275140e-04,3.2667182901e-01,5.0254485115e-01,2241,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,1.0375000000e+01,1.1109543155e+00,1.3145787457e+01,9.8212713275e-01,-1.7872867252e-02,3.2713200364e-01,4.7945279784e-01,1282,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,1.0625000000e+01,1.0849385082e+00,1.2213136378e+01,9.9566055378e-01,-4.3394462156e-03,3.1735531986e-01,4.0657374126e-01,775,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,1.0875000000e+01,1.0543475035e+00,1.1374819583e+01,9.9632949338e-01,-3.6705066171e-03,3.0859834736e-01,4.2664357643e-01,438,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,1.1125000000e+01,1.0216083634e+00,1.0624899088e+01,9.8919872854e-01,-1.0801271463e-02,2.9050300208e-01,3.0244606788e-01,276,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,1.1375000000e+01,1.0056268800e+00,9.9561652619e+00,1.0175008558e+00,1.7500855797e-02,2.8328436159e-01,3.3489965421e-01,154,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,1.1625000000e+01,9.5930644746e-01,9.3597196700e+00,9.7284489873e-01,-2.7155101272e-02,2.4448587129e-01,3.4452746517e-01,91,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,1.1875000000e+01,9.3998335753e-01,8.8223636730e+00,9.8718466722e-01,-1.2815332782e-02,2.7520187404e-01,3.4709623188e-01,64,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,1.2125000000e+01,8.7226093257e-01,8.3323310133e+00,8.9432303711e-01,-1.0567696289e-01,2.3628172684e-01,3.2548372151e-01,37,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,1.2375000000e+01,9.1138225227e-01,7.8731721568e+00,1.0356964898e+00,3.5696489792e-02,2.7071574589e-01,3.0669268892e-01,19,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,1.2625000000e+01,8.4992007124e-01,7.4372865146e+00,9.5171202922e-01,-4.8287970777e-02,1.0538653849e-01,2.0629117570e-01,11,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,1.2875000000e+01,8.0165455855e-01,7.0156760313e+00,9.0278645086e-01,-9.7213549135e-02,2.7337547345e-01,4.4916656569e-01,7,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,1.3125000000e+01,7.7008338775e-01,6.6047310678e+00,8.9171946972e-01,-1.0828053028e-01,2.5288954026e-01,1.7604947048e-01,14,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,ludlow16,Ludlow16,1.3375000000e+01,7.9285013344e-01,6.1999883000e+00,1.0010580526e+00,1.0580526349e-03,3.0261405391e-01,9.0942253276e-02,3,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,0048,1.0717968600e+00,diemer19,DiemerJoyce19,8.3750000000e+00,8.8652906430e-01,1.0220530697e+01,7.5345204736e-01,-2.4654795264e-01,3.2635147120e-01,4.9109907508e-01,84037,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0048.hdf5
PL,0048,1.0717968600e+00,diemer19,DiemerJoyce19,8.6250000000e+00,9.0628814587e-01,9.8141530092e+00,8.2117424759e-01,-1.7882575241e-01,3.2847445653e-01,4.6617566322e-01,58818,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0048.hdf5
PL,0048,1.0717968600e+00,diemer19,DiemerJoyce19,8.8750000000e+00,9.1507705693e-01,9.4139980258e+00,8.7358054597e-01,-1.2641945403e-01,3.3607709591e-01,4.2990070909e-01,35440,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0048.hdf5
PL,0048,1.0717968600e+00,diemer19,DiemerJoyce19,9.1250000000e+00,9.1641062112e-01,9.0211858420e+00,9.1442268495e-01,-8.5577315052e-02,3.4000902948e-01,3.9914367649e-01,20799,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0048.hdf5
PL,0048,1.0717968600e+00,diemer19,DiemerJoyce19,9.3750000000e+00,9.0270261197e-01,8.6353107182e+00,9.2560276413e-01,-7.4397235872e-02,3.4200225148e-01,3.9164245685e-01,12329,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0048.hdf5
PL,0048,1.0717968600e+00,diemer19,DiemerJoyce19,9.6250000000e+00,8.9675853092e-01,8.2561721815e+00,9.5494814488e-01,-4.5051855121e-02,3.5072102796e-01,3.7601240509e-01,7331,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0048.hdf5
PL,0048,1.0717968600e+00,diemer19,DiemerJoyce19,9.8750000000e+00,8.8780941904e-01,7.8837622524e+00,9.7966118232e-01,-2.0338817682e-02,3.6371604198e-01,3.8410399773e-01,4298,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0048.hdf5
PL,0048,1.0717968600e+00,diemer19,DiemerJoyce19,1.0125000000e+01,8.6145994290e-01,7.5180137889e+00,9.6684493174e-01,-3.3155068257e-02,3.5854233239e-01,3.7349258218e-01,2625,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0048.hdf5
PL,0048,1.0717968600e+00,diemer19,DiemerJoyce19,1.0375000000e+01,8.4569571268e-01,7.1588806665e+00,9.7915306923e-01,-2.0846930769e-02,3.7357320985e-01,3.4685769190e-01,1534,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0048.hdf5
PL,0048,1.0717968600e+00,diemer19,DiemerJoyce19,1.0625000000e+01,8.3131204589e-01,6.8066046960e+00,9.9628024038e-01,-3.7197596155e-03,3.9308980084e-01,3.6570902404e-01,873,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0048.hdf5
PL,0048,1.0717968600e+00,diemer19,DiemerJoyce19,1.0875000000e+01,8.0230907194e-01,6.4617429800e+00,9.8165615114e-01,-1.8343848856e-02,3.6042834448e-01,3.5792969063e-01,515,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0048.hdf5
PL,0048,1.0717968600e+00,diemer19,DiemerJoyce19,1.1125000000e+01,7.9823244693e-01,6.1270703996e+00,1.0256036943e+00,2.5603694341e-02,3.9690781187e-01,3.4999197472e-01,313,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0048.hdf5
PL,0048,1.0717968600e+00,diemer19,DiemerJoyce19,1.1375000000e+01,7.7631744841e-01,5.8058405633e+00,1.0290875950e+00,2.9087595022e-02,3.7185716216e-01,3.7369430651e-01,186,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0048.hdf5
PL,0048,1.0717968600e+00,diemer19,DiemerJoyce19,1.1625000000e+01,7.4000855642e-01,5.4985691592e+00,9.9944491930e-01,-5.5508069757e-04,3.5745563335e-01,2.9637021282e-01,94,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0048.hdf5
PL,0048,1.0717968600e+00,diemer19,DiemerJoyce19,1.1875000000e+01,6.8545511839e-01,5.2061777518e+00,9.3097094357e-01,-6.9029056428e-02,3.9584153628e-01,5.6605136816e-01,64,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0048.hdf5
PL,0048,1.0717968600e+00,diemer19,DiemerJoyce19,1.2125000000e+01,7.0430264975e-01,4.9297553286e+00,1.0267797255e+00,2.6779725534e-02,4.8654283846e-01,5.5944490231e-01,41,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0048.hdf5
PL,0048,1.0717968600e+00,diemer19,DiemerJoyce19,1.2375000000e+01,7.2606895778e-01,4.6707271201e+00,1.1394216383e+00,1.3942163834e-01,3.1029980650e-01,3.0545033063e-01,23,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0048.hdf5
PL,0048,1.0717968600e+00,diemer19,DiemerJoyce19,1.2625000000e+01,6.4107635844e-01,4.4312250872e+00,9.8753511555e-01,-1.2464884449e-02,2.0443604390e-01,4.8138975101e-01,12,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0048.hdf5
PL,0048,1.0717968600e+00,diemer19,DiemerJoyce19,1.2875000000e+01,5.8703200869e-01,4.2141994748e+00,9.1688933264e-01,-8.3110667359e-02,2.0840525730e-01,3.9041349975e-01,9,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0048.hdf5
