model,k_hMpc,P_k_Mpc_over_h_cubed,source_file
BT_deep,1.6506721040e+00,3.5598211520e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,1.6671788250e+00,3.4764775110e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,1.6838506130e+00,3.3950330260e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,1.7006891190e+00,3.3154227870e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,1.7176960110e+00,3.2376251300e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,1.7348729710e+00,3.1616171700e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,1.7522217000e+00,3.0873371490e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,1.7697439170e+00,3.0147387570e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,1.7874413570e+00,2.9438090230e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,1.8053157700e+00,2.8745093330e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,1.8233689280e+00,2.8067820800e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,1.8416026170e+00,2.7406043860e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,1.8600186430e+00,2.6759562620e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,1.8786188300e+00,2.6127852130e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,1.8974050180e+00,2.5510558670e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,1.9163790680e+00,2.4907552180e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,1.9355428590e+00,2.4318419580e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,1.9548982870e+00,2.3742741250e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,1.9744472700e+00,2.3180385790e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,1.9941917430e+00,2.2631035790e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.0141336600e+00,2.2094262440e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.0342749970e+00,2.1569917130e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.0546177470e+00,2.1057739720e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.0751639250e+00,2.0557321590e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.0959155640e+00,2.0068508550e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.1168747190e+00,1.9591063780e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.1380434670e+00,1.9124610050e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.1594239010e+00,1.8669004020e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.1810181400e+00,1.8224006420e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.2028283220e+00,1.7789279870e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.2248566050e+00,1.7364699820e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.2471051710e+00,1.6950006130e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.2695762230e+00,1.6544916470e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.2922719850e+00,1.6149315340e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.3151947050e+00,1.5762916900e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.3383466520e+00,1.5385512980e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.3617301180e+00,1.5016965360e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.3853474190e+00,1.4656986660e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.4092008940e+00,1.4305442860e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.4332929030e+00,1.3962136950e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.4576258320e+00,1.3626836240e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.4822020900e+00,1.3299430520e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.5070241110e+00,1.2979675090e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.5320943520e+00,1.2667430380e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.5574152950e+00,1.2362530350e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.5829894480e+00,1.2064769260e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.6088193430e+00,1.1774040430e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.6349075360e+00,1.1490126860e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.6612566120e+00,1.1212915360e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.6878691780e+00,1.0942231790e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.7147478700e+00,1.0677924530e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.7418953480e+00,1.0419869180e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.7693143020e+00,1.0167887440e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.7970074450e+00,9.9218812740e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.8249775190e+00,9.6816717240e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.8532272940e+00,9.4471632230e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.8817595670e+00,9.2181936220e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.9105771630e+00,8.9946586170e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.9396829350e+00,8.7764174460e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.9690797640e+00,8.5633566960e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,2.9987705620e+00,8.3553537860e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.0287582670e+00,8.1522905790e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.0590458500e+00,7.9540572360e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.0896363080e+00,7.7605357690e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.1205326720e+00,7.5716242380e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.1517379980e+00,7.3872085910e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.1832553780e+00,7.2071911650e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.2150879320e+00,7.0314645340e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.2472388110e+00,6.8599326180e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.2797111990e+00,6.6924965650e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.3125083110e+00,6.5290598550e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.3456333950e+00,6.3695334510e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.3790897290e+00,6.2138193250e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.4128806260e+00,6.0618381510e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.4470094320e+00,5.9134912150e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.4814795260e+00,5.7687063740e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.5162943220e+00,5.6273878820e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.5514572650e+00,5.4894654330e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.5869718380e+00,5.3548520760e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.6228415560e+00,5.2234733650e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.6590699710e+00,5.0952552210e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.6956606710e+00,4.9701177420e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.7326172780e+00,4.8479965640e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.7699434510e+00,4.7288133590e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.8076428850e+00,4.6125035300e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.8457193140e+00,4.4989995050e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.8841765070e+00,4.3882311970e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.9230182720e+00,4.2801398830e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,3.9622484550e+00,4.1746582640e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.0018709400e+00,4.0717252080e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.0418896490e+00,3.9712837180e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.0823085450e+00,3.8732708030e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.1231316310e+00,3.7776309700e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.1643629470e+00,3.6843096300e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.2060065770e+00,3.5932487170e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.2480666420e+00,3.5043963290e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.2905473090e+00,3.4177014150e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.3334527820e+00,3.3331103970e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.3767873100e+00,3.2505739680e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.4205551830e+00,3.1700449300e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.4647607350e+00,3.0914741550e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.5094083420e+00,3.0148144450e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.5545024250e+00,2.9400217270e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.6000474500e+00,2.8670515880e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.6460479240e+00,2.7958594580e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.6925084030e+00,2.7264030890e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.7394334870e+00,2.6586419450e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.7868278220e+00,2.5925354370e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.8346961010e+00,2.5280433440e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.8830430620e+00,2.4651270440e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.9318734920e+00,2.4037493530e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,4.9811922270e+00,2.3438736260e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,5.0310041490e+00,2.2854635850e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,5.0813141910e+00,2.2284838220e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,5.1321273330e+00,2.1729000970e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,5.1834486060e+00,2.1186791440e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,5.2352830920e+00,2.0657883550e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,5.2876359230e+00,2.0141957040e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,5.3405122820e+00,1.9638698450e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,5.3939174050e+00,1.9147802290e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,5.4478565790e+00,1.8668971140e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,5.5023351450e+00,1.8201915030e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
BT_deep,5.5573584960e+00,1.7746350680e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_10.0_ms_1.5_256.000000_0.0.txt
