model,k_hMpc,P_k_Mpc_over_h_cubed,source_file
PL,7.7346442430e-03,3.1869536610e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,7.8119906860e-03,3.2033993560e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,7.8901105920e-03,3.2197843590e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,7.9690116980e-03,3.2361056710e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.0487018150e-03,3.2523602530e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.1291888340e-03,3.2685450280e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.2104807220e-03,3.2846568790e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.2925855290e-03,3.3006926520e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.3755113840e-03,3.3166491510e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.4592664980e-03,3.3325231420e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.5438591630e-03,3.3483113500e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.6292977550e-03,3.3640104610e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.7155907320e-03,3.3796171200e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.8027466400e-03,3.3951279340e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.8907741060e-03,3.4105394650e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.9796818470e-03,3.4258482390e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,9.0694786660e-03,3.4410507390e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,9.1601734520e-03,3.4561434070e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,9.2517751870e-03,3.4711226440e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,9.3442929390e-03,3.4859848110e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,9.4377358680e-03,3.5007262240e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,9.5321132270e-03,3.5153431620e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,9.6274343590e-03,3.5298318590e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,9.7237087030e-03,3.5441885090e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,9.8209457900e-03,3.5584092630e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,9.9191552480e-03,3.5724902300e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.0018346800e-02,3.5864274780e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.0118530270e-02,3.6002170300e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.0219715570e-02,3.6138548710e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.0321912730e-02,3.6273369390e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.0425131850e-02,3.6406591340e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.0529383170e-02,3.6538173090e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.0634677000e-02,3.6668072790e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.0741023770e-02,3.6796248140e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.0848434010e-02,3.6922656410e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.0956918350e-02,3.7047254480e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.1066487540e-02,3.7169998780e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.1177152410e-02,3.7290845330e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.1288923930e-02,3.7409749740e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.1401813170e-02,3.7526667180e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.1515831310e-02,3.7641552430e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.1630989620e-02,3.7754359860e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.1747299520e-02,3.7865043420e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.1864772510e-02,3.7973556660e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.1983420240e-02,3.8079852760e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.2103254440e-02,3.8183884460e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.2224286980e-02,3.8285604160e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.2346529850e-02,3.8384963860e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.2469995150e-02,3.8481915190e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.2594695100e-02,3.8576409420e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.2720642050e-02,3.8668397470e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.2847848470e-02,3.8757829910e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.2976326960e-02,3.8844656990e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.3106090230e-02,3.8928828640e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.3237151130e-02,3.9010294490e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.3369522640e-02,3.9089003860e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.3503217870e-02,3.9164905830e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.3638250050e-02,3.9237949200e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.3774632550e-02,3.9308082540e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.3912378870e-02,3.9375254230e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.4051502660e-02,3.9439412420e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.4192017690e-02,3.9500505130e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.4333937860e-02,3.9558480220e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.4477277240e-02,3.9613285450e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.4622050020e-02,3.9664868490e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.4768270520e-02,3.9713176960e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.4915953220e-02,3.9758158480e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.5065112750e-02,3.9799760700e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.5215763880e-02,3.9837931310e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.5367921520e-02,3.9872618130e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.5521600730e-02,3.9903769120e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.5676816740e-02,3.9931332450e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.5833584910e-02,3.9955256540e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.5991920760e-02,3.9975490110e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.6151839970e-02,3.9991982250e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.6313358370e-02,4.0004682470e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.6476491950e-02,4.0013540780e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.6641256870e-02,4.0018507720e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.6807669440e-02,4.0019534480e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.6975746130e-02,4.0016572940e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.7145503590e-02,4.0009575750e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.7316958630e-02,3.9998496420e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.7490128220e-02,3.9983289420e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.7665029500e-02,3.9963910220e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.7841679790e-02,3.9940315450e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.8020096590e-02,3.9912462930e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.8200297560e-02,3.9880311820e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.8382300530e-02,3.9843822690e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.8566123540e-02,3.9802957640e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.8751784770e-02,3.9757680410e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.8939302620e-02,3.9707956500e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.9128695650e-02,3.9653753270e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.9319982600e-02,3.9595040080e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.9513182430e-02,3.9531788380e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.9708314250e-02,3.9463971890e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,1.9905397400e-02,3.9391566670e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.0104451370e-02,3.9314551270e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.0305495880e-02,3.9232906880e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.0508550840e-02,3.9146617450e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.0713636350e-02,3.9055669820e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.0920772710e-02,3.8960053830e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.1129980440e-02,3.8859762520e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.1341280250e-02,3.8754792200e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.1554693050e-02,3.8645142620e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.1770239980e-02,3.8530817080e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.1987942380e-02,3.8411822580e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.2207821800e-02,3.8288169930e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.2429900020e-02,3.8159873870e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.2654199020e-02,3.8026953230e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.2880741010e-02,3.7889430980e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.3109548420e-02,3.7747334400e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.3340643910e-02,3.7600695150e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.3574050340e-02,3.7449549370e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.3809790850e-02,3.7293937770e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.4047888760e-02,3.7133905710e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.4288367640e-02,3.6969503290e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.4531251320e-02,3.6800785370e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.4776563830e-02,3.6627811650e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.5024329470e-02,3.6450646710e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.5274572770e-02,3.6269360000e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.5527318490e-02,3.6084025900e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.5782591680e-02,3.5894723680e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.6040417600e-02,3.5701537500e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.6300821770e-02,3.5504556400e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.6563829990e-02,3.5303874210e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.6829468290e-02,3.5099589500e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,2.7097762970e-02,3.4891805550e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
