dataset,model,z,snap,box,x,y
power,PL,19.40664523021168,24,256,0.93315996057299,0.3247565137306481
power,PL,19.40664523021168,24,256,0.957506690409634,0.3044902963851828
power,PL,19.40664523021168,24,256,0.9819279850991849,0.28544155376467584
power,PL,19.40664523021168,24,256,1.0066674312761883,0.27203658245206513
power,PL,19.40664523021168,24,256,1.0313291082710536,0.25811695868076745
power,PL,19.40664523021168,24,256,1.0558188182967405,0.2422190999395493
power,PL,19.40664523021168,24,256,1.0803177204141923,0.22913350830832155
power,PL,19.40664523021168,24,256,1.1049596638350512,0.2189356597607203
power,PL,19.40664523021168,24,256,1.129486121097224,0.21073723328833419
power,PL,19.40664523021168,24,256,1.1537192393504785,0.20005161786221795
power,PL,19.40664523021168,24,256,1.1781536455689063,0.19276229402414233
power,PL,19.40664523021168,24,256,1.2028829334540618,0.1834594716886198
power,PL,19.40664523021168,24,256,1.2276398813718887,0.17465186445083616
power,PL,19.40664523021168,24,256,1.2521331122112618,0.16936344071565812
power,PL,19.40664523021168,24,256,1.2766116197584787,0.16351159434313967
power,PL,19.40664523021168,24,256,1.3012639361718907,0.15498189745382496
power,PL,19.40664523021168,24,256,1.3257985065897926,0.14654978241585626
power,PL,19.40664523021168,24,256,1.3501519987288393,0.1423831620067594
power,PL,19.40664523021168,24,256,1.3745334244052962,0.13764303063591984
power,PL,19.40664523021168,24,256,1.3992303251151714,0.13183718035667372
power,PL,19.40664523021168,24,256,1.4238732114992796,0.12696051430489855
power,PL,19.40664523021168,24,256,1.4482961332980369,0.12414109839793858
power,PL,19.40664523021168,24,256,1.4728665135264858,0.11722057238951009
power,PL,19.40664523021168,24,256,1.4974944160481687,0.11409696628183866
power,PL,19.40664523021168,24,256,1.5220746011321264,0.1100350054414085
power,PL,19.40664523021168,24,256,1.5463934411415703,0.10489606414382877
power,PL,19.40664523021168,24,256,1.5707513346510054,0.10292864852501592
power,PL,19.40664523021168,24,256,1.5955213151096161,0.09892659709930753
power,PL,19.40664523021168,24,256,1.6201926934712723,0.09643395417069117
power,PL,19.40664523021168,24,256,1.6447426353275962,0.0930945728323558
power,PL,19.40664523021168,24,256,1.6692521022001021,0.09042927238866294
power,PL,19.40664523021168,24,256,1.6938323170631577,0.08802171247294392
power,PL,19.40664523021168,24,256,1.718429203998171,0.08556104142092319
power,PL,19.40664523021168,24,256,1.742766194611624,0.08198171579055459
power,PL,19.40664523021168,24,256,1.767259942282522,0.08039696109986982
power,PL,19.40664523021168,24,256,1.791856165685507,0.07781772327740849
power,PL,19.40664523021168,24,256,1.8165052119050797,0.07593277082561445
power,PL,19.40664523021168,24,256,1.84106948650222,0.07343476087829263
power,PL,19.40664523021168,24,256,1.8655473365324868,0.07186192406384893
power,PL,19.40664523021168,24,256,1.8901597802312908,0.0695399021695668
power,PL,19.40664523021168,24,256,1.9146480540447401,0.06785429389681509
power,PL,19.40664523021168,24,256,1.939059763715855,0.06594478384058185
power,PL,19.40664523021168,24,256,1.9635386553798613,0.06465606928549457
power,PL,19.40664523021168,24,256,1.9881418995995372,0.06250268820303585
power,PL,19.40664523021168,24,256,2.012791865355253,0.06093023576706517
power,PL,19.40664523021168,24,256,2.0373677965526436,0.0594251600429515
power,PL,19.40664523021168,24,256,2.061830564445913,0.058456058166015255
power,PL,19.40664523021168,24,256,2.086390694548735,0.057408488509072285
power,PL,19.40664523021168,24,256,2.1110563056819687,0.05512368828138594
power,PL,19.40664523021168,24,256,2.135537792991106,0.05411883161111712
power,PL,19.40664523021168,24,256,2.159998138153035,0.05250016296866904
power,PL,19.40664523021168,24,256,2.1845468792357265,0.05140372033564048
power,PL,19.40664523021168,24,256,2.209197537182775,0.05014071793719792
power,PL,19.40664523021168,24,256,2.233806633592115,0.048831710045658394
power,PL,19.40664523021168,24,256,2.2582915083645076,0.04791477340858536
power,PL,19.40664523021168,24,256,2.2828338607082084,0.04703564692119296
power,PL,19.40664523021168,24,256,2.3073017772048177,0.045781763229475754
power,PL,19.40664523021168,24,256,2.331703110949515,0.044936158846136866
power,PL,19.40664523021168,24,256,2.3561360982141064,0.04382513720645543
power,PL,19.40664523021168,24,256,2.380737492036452,0.04297211705814365
power,PL,19.40664523021168,24,256,2.4055149512632847,0.04174032771727285
power,PL,19.40664523021168,24,256,2.4300869274031247,0.04043652635348097
power,PL,19.40664523021168,24,256,2.4545548306603284,0.039529396862873274
power,PL,19.40664523021168,24,256,2.4790865069574943,0.03880190348416107
power,PL,19.40664523021168,24,256,2.5036704305305424,0.03834005392047938
power,PL,19.40664523021168,24,256,2.528270183716259,0.03711385142878306
power,PL,19.40664523021168,24,256,2.552643460276946,0.03620088321596842
power,PL,19.40664523021168,24,256,2.577201892589191,0.03557853778951592
power,PL,19.40664523021168,24,256,2.6018560165083144,0.03508289780751227
power,PL,19.40664523021168,24,256,2.6263288098649222,0.03407683905100087
power,PL,19.40664523021168,24,256,2.6508121830306464,0.03349111119627172
power,PL,19.40664523021168,24,256,2.675443482089977,0.032640771742499054
power,PL,19.40664523021168,24,256,2.7000979583903626,0.03186213660528583
power,PL,19.40664523021168,24,256,2.724496195195882,0.0312684485609709
power,PL,19.40664523021168,24,256,2.748948188579295,0.03039265799515443
power,PL,19.40664523021168,24,256,2.773522549605598,0.029871364101763723
power,PL,19.40664523021168,24,256,2.798144761883231,0.02918544927024856
power,PL,19.40664523021168,24,256,2.8226598585414346,0.02861251607675997
power,PL,19.40664523021168,24,256,2.847154872351462,0.027963790745813427
power,PL,19.40664523021168,24,256,2.871827835114871,0.027237207675385507
power,PL,19.40664523021168,24,256,2.8963613024431614,0.02690899477742691
power,PL,19.40664523021168,24,256,2.9207438511347443,0.02604437701713682
power,PL,19.40664523021168,24,256,2.94526757839102,0.025465154101887672
power,PL,19.40664523021168,24,256,2.9698884956599376,0.024943462517048685
power,PL,19.40664523021168,24,256,2.994489139563538,0.024540076457900323
power,PL,19.40664523021168,24,256,3.0190382599860044,0.02381340712562313
power,PL,19.40664523021168,24,256,3.0435523062452345,0.023230858564943734
power,PL,19.40664523021168,24,256,3.068170188883887,0.02244804664280445
power,PL,19.40664523021168,24,256,3.0927380933296216,0.022410990608219813
power,PL,19.40664523021168,24,256,3.1171641214553856,0.021772094515608173
power,PL,14.331814598205613,27,256,0.0313212461565073,142.02401548818864
power,PL,14.331814598205613,27,256,0.054752145345661356,67.94367486771556
power,PL,14.331814598205613,27,256,0.07692383885216451,51.27354940516398
power,PL,14.331814598205613,27,256,0.09966162230830337,42.867164401263295
power,PL,14.331814598205613,27,256,0.12511351331450943,33.43163892325657
power,PL,14.331814598205613,27,256,0.15025472412609966,22.06171805606013
power,PL,14.331814598205613,27,256,0.17356669305616573,16.965121266966662
power,PL,14.331814598205613,27,256,0.1969650561149323,13.64797784089623
power,PL,14.331814598205613,27,256,0.2223017820571719,11.814067333989728
power,PL,14.331814598205613,27,256,0.24772821384680524,9.628116330649755
power,PL,14.331814598205613,27,256,0.2714838997836198,7.9488337940694604
power,PL,14.331814598205613,27,256,0.2952393892533773,6.463189016968421
power,PL,14.331814598205613,27,256,0.32016672397367135,5.738187824979035
power,PL,14.331814598205613,27,256,0.34493070130200054,4.672074261506011
power,PL,14.331814598205613,27,256,0.3685629107918764,4.533947680821849
power,PL,14.331814598205613,27,256,0.39281248333983404,3.7467903599728762
power,PL,14.331814598205613,27,256,0.41802270733219404,3.3330370784786036
power,PL,14.331814598205613,27,256,0.4430752669658697,2.8426012364586284
power,PL,14.331814598205613,27,256,0.46722214928169786,2.589602117536246
power,PL,14.331814598205613,27,256,0.4913294881940436,2.3538504666052544
power,PL,14.331814598205613,27,256,0.5162067686956312,2.10589841356128
power,PL,14.331814598205613,27,256,0.5408446463692522,1.8989986742338214
power,PL,14.331814598205613,27,256,0.5650376114965061,1.6891475567943475
power,PL,14.331814598205613,27,256,0.5892711066164427,1.5475726603370241
power,PL,14.331814598205613,27,256,0.6139562317597167,1.420037874651177
power,PL,14.331814598205613,27,256,0.6388346508015916,1.3144386961882897
power,PL,14.331814598205613,27,256,0.663380853616023,1.2033950139697758
power,PL,14.331814598205613,27,256,0.687895456095786,1.164862250325841
power,PL,14.331814598205613,27,256,0.7124989295569584,1.0555092072040109
power,PL,14.331814598205613,27,256,0.736916296464924,0.9837367374003805
power,PL,14.331814598205613,27,256,0.7613594367769183,0.9031715338103697
power,PL,14.331814598205613,27,256,0.7857124662472791,0.824933375330839
power,PL,14.331814598205613,27,256,0.810137747986822,0.7812978621833228
power,PL,14.331814598205613,27,256,0.834917120504456,0.7236524018044124
power,PL,14.331814598205613,27,256,0.8595036589073478,0.6905649979498869
power,PL,14.331814598205613,27,256,0.8839565785490576,0.6663506224604762
power,PL,14.331814598205613,27,256,0.9085873013365826,0.607704471200799
power,PL,14.331814598205613,27,256,0.93315996057299,0.5776467479566533
power,PL,14.331814598205613,27,256,0.957506690409634,0.5446667630790837
power,PL,14.331814598205613,27,256,0.9819279850991849,0.5064117779739579
power,PL,14.331814598205613,27,256,1.0066674312761883,0.48379274492787083
power,PL,14.331814598205613,27,256,1.0313291082710536,0.45863018580224185
power,PL,14.331814598205613,27,256,1.0558188182967405,0.4301033968609233
power,PL,14.331814598205613,27,256,1.0803177204141923,0.40421007320207286
power,PL,14.331814598205613,27,256,1.1049596638350512,0.38477758501758297
power,PL,14.331814598205613,27,256,1.129486121097224,0.3715390788142197
power,PL,14.331814598205613,27,256,1.1537192393504785,0.35130242799362016
power,PL,14.331814598205613,27,256,1.1781536455689063,0.3386410315091649
power,PL,14.331814598205613,27,256,1.2028829334540618,0.3214150956292605
power,PL,14.331814598205613,27,256,1.2276398813718887,0.30531780151999277
power,PL,14.331814598205613,27,256,1.2521331122112618,0.29421268097116343
power,PL,14.331814598205613,27,256,1.2766116197584787,0.2839392421194279
power,PL,14.331814598205613,27,256,1.3012639361718907,0.2693840070391303
power,PL,14.331814598205613,27,256,1.3257985065897926,0.2547955477164703
power,PL,14.331814598205613,27,256,1.3501519987288393,0.24502382806737955
power,PL,14.331814598205613,27,256,1.3745334244052962,0.23547775817739489
power,PL,14.331814598205613,27,256,1.3992303251151714,0.22484825746242576
power,PL,14.331814598205613,27,256,1.4238732114992796,0.2147961760429427
power,PL,14.331814598205613,27,256,1.4482961332980369,0.20977204043192565
power,PL,14.331814598205613,27,256,1.4728665135264858,0.19928236688150816
power,PL,14.331814598205613,27,256,1.4974944160481687,0.1930675546212414
power,PL,14.331814598205613,27,256,1.5220746011321264,0.1842621343203158
power,PL,14.331814598205613,27,256,1.5463934411415703,0.1752291934354825
power,PL,14.331814598205613,27,256,1.5707513346510054,0.17198048368321125
power,PL,14.331814598205613,27,256,1.5955213151096161,0.16453067896503076
power,PL,14.331814598205613,27,256,1.6201926934712723,0.15980547723556773
power,PL,14.331814598205613,27,256,1.6447426353275962,0.1527800528410481
power,PL,14.331814598205613,27,256,1.6692521022001021,0.1490327674265128
power,PL,14.331814598205613,27,256,1.6938323170631577,0.1433888592808155
power,PL,14.331814598205613,27,256,1.718429203998171,0.13962435075239615
power,PL,14.331814598205613,27,256,1.742766194611624,0.13426033764245707
power,PL,14.331814598205613,27,256,1.767259942282522,0.12938140897381542
power,PL,14.331814598205613,27,256,1.791856165685507,0.1261287595733211
power,PL,14.331814598205613,27,256,1.8165052119050797,0.12191061376708974
power,PL,14.331814598205613,27,256,1.84106948650222,0.11755635545990996
power,PL,14.331814598205613,27,256,1.8655473365324868,0.11469752700571963
power,PL,14.331814598205613,27,256,1.8901597802312908,0.10984546618906342
power,PL,14.331814598205613,27,256,1.9146480540447401,0.10737745473471862
power,PL,14.331814598205613,27,256,1.939059763715855,0.10421574602594028
power,PL,14.331814598205613,27,256,1.9635386553798613,0.10228771243601731
power,PL,14.331814598205613,27,256,1.9881418995995372,0.09833522735390272
power,PL,14.331814598205613,27,256,2.012791865355253,0.0952308680487645
power,PL,14.331814598205613,27,256,2.0373677965526436,0.09267408033378197
power,PL,14.331814598205613,27,256,2.061830564445913,0.09121503795113985
power,PL,14.331814598205613,27,256,2.086390694548735,0.08879750080833641
power,PL,14.331814598205613,27,256,2.1110563056819687,0.08569025115754436
power,PL,14.331814598205613,27,256,2.135537792991106,0.08311757132687374
power,PL,14.331814598205613,27,256,2.159998138153035,0.08157036079000358
power,PL,14.331814598205613,27,256,2.1845468792357265,0.07896535950652268
power,PL,14.331814598205613,27,256,2.209197537182775,0.07716042596571268
power,PL,14.331814598205613,27,256,2.233806633592115,0.07542790893646421
power,PL,14.331814598205613,27,256,2.2582915083645076,0.07365365773595835
power,PL,14.331814598205613,27,256,2.2828338607082084,0.07136006142415414
power,PL,14.331814598205613,27,256,2.3073017772048177,0.07015470384138038
power,PL,14.331814598205613,27,256,2.331703110949515,0.06849865388892167
power,PL,14.331814598205613,27,256,2.3561360982141064,0.06691778568430642
power,PL,14.331814598205613,27,256,2.380737492036452,0.06499834461474006
power,PL,14.331814598205613,27,256,2.4055149512632847,0.06304263234858518
power,PL,14.331814598205613,27,256,2.4300869274031247,0.06201965752626465
power,PL,14.331814598205613,27,256,2.4545548306603284,0.06028077866794495
power,PL,14.331814598205613,27,256,2.4790865069574943,0.05873389777023622
power,PL,14.331814598205613,27,256,2.5036704305305424,0.057720274681190425
power,PL,14.331814598205613,27,256,2.528270183716259,0.05676132030197096
power,PL,14.331814598205613,27,256,2.552643460276946,0.05534826574387904
power,PL,14.331814598205613,27,256,2.577201892589191,0.05425141517693906
power,PL,14.331814598205613,27,256,2.6018560165083144,0.05342525546370371
power,PL,14.331814598205613,27,256,2.6263288098649222,0.052049255004421875
power,PL,14.331814598205613,27,256,2.6508121830306464,0.05051393657852201
power,PL,14.331814598205613,27,256,2.675443482089977,0.0495124165058085
power,PL,14.331814598205613,27,256,2.7000979583903626,0.0491536211914714
power,PL,14.331814598205613,27,256,2.724496195195882,0.047928107505715876
power,PL,14.331814598205613,27,256,2.748948188579295,0.0465447830978038
power,PL,14.331814598205613,27,256,2.773522549605598,0.045572957048278684
power,PL,14.331814598205613,27,256,2.798144761883231,0.044804952255090284
power,PL,14.331814598205613,27,256,2.8226598585414346,0.04397487059046572
power,PL,14.331814598205613,27,256,2.847154872351462,0.043327569055858633
power,PL,14.331814598205613,27,256,2.871827835114871,0.041773401542160984
power,PL,14.331814598205613,27,256,2.8963613024431614,0.041473912731393385
power,PL,14.331814598205613,27,256,2.9207438511347443,0.04058843309415003
power,PL,14.331814598205613,27,256,2.94526757839102,0.039748162835785195
power,PL,14.331814598205613,27,256,2.9698884956599376,0.038875178151982694
power,PL,14.331814598205613,27,256,2.994489139563538,0.038266096401760444
power,PL,14.331814598205613,27,256,3.0190382599860044,0.03707974129081468
power,PL,14.331814598205613,27,256,3.0435523062452345,0.0366291352173135
power,PL,14.331814598205613,27,256,3.068170188883887,0.03581693455598995
power,PL,14.331814598205613,27,256,3.0927380933296216,0.0352838270785259
power,PL,14.331814598205613,27,256,3.1171641214553856,0.03472535033638665
power,PL,10.51901923231075,30,256,0.0313212461565073,251.01278255982243
power,PL,10.51901923231075,30,256,0.054752145345661356,120.2401926015106
power,PL,10.51901923231075,30,256,0.07692383885216451,90.8873808329513
power,PL,10.51901923231075,30,256,0.09966162230830337,76.00318382007703
power,PL,10.51901923231075,30,256,0.12511351331450943,59.249522362925106
power,PL,10.51901923231075,30,256,0.15025472412609966,39.14671284071833
power,PL,10.51901923231075,30,256,0.17356669305616573,30.08536541710031
power,PL,10.51901923231075,30,256,0.1969650561149323,24.310739306692867
power,PL,10.51901923231075,30,256,0.2223017820571719,21.030174542385467
power,PL,10.51901923231075,30,256,0.24772821384680524,17.084822604556116
power,PL,10.51901923231075,30,256,0.2714838997836198,14.176673123472064
power,PL,10.51901923231075,30,256,0.2952393892533773,11.498743419539442
power,PL,10.51901923231075,30,256,0.32016672397367135,10.21405692448847
power,PL,10.51901923231075,30,256,0.34493070130200054,8.324758458022632
power,PL,10.51901923231075,30,256,0.3685629107918764,8.063933910107352
power,PL,10.51901923231075,30,256,0.39281248333983404,6.691063505603202
power,PL,10.51901923231075,30,256,0.41802270733219404,5.96451381481736
power,PL,10.51901923231075,30,256,0.4430752669658697,5.094711382117641
power,PL,10.51901923231075,30,256,0.46722214928169786,4.642509655906387
power,PL,10.51901923231075,30,256,0.4913294881940436,4.204165212923808
power,PL,10.51901923231075,30,256,0.5162067686956312,3.777158024469913
power,PL,10.51901923231075,30,256,0.5408446463692522,3.4291301276381105
power,PL,10.51901923231075,30,256,0.5650376114965061,3.0385814352048337
power,PL,10.51901923231075,30,256,0.5892711066164427,2.7961624481782814
power,PL,10.51901923231075,30,256,0.6139562317597167,2.56162679350602
power,PL,10.51901923231075,30,256,0.6388346508015916,2.3730530886468584
power,PL,10.51901923231075,30,256,0.663380853616023,2.181240905415349
power,PL,10.51901923231075,30,256,0.687895456095786,2.11147541207046
power,PL,10.51901923231075,30,256,0.7124989295569584,1.9139982479426807
power,PL,10.51901923231075,30,256,0.736916296464924,1.7866224723874642
power,PL,10.51901923231075,30,256,0.7613594367769183,1.6414476254237635
power,PL,10.51901923231075,30,256,0.7857124662472791,1.5046790505049674
power,PL,10.51901923231075,30,256,0.810137747986822,1.4230625044829202
power,PL,10.51901923231075,30,256,0.834917120504456,1.3216180190237163
power,PL,10.51901923231075,30,256,0.8595036589073478,1.2598397912660095
power,PL,10.51901923231075,30,256,0.8839565785490576,1.2181335921988128
power,PL,10.51901923231075,30,256,0.9085873013365826,1.1124540759485513
power,PL,10.51901923231075,30,256,0.93315996057299,1.0546868832253116
power,PL,10.51901923231075,30,256,0.957506690409634,1.00248109819729
power,PL,10.51901923231075,30,256,0.9819279850991849,0.9325462204726657
power,PL,10.51901923231075,30,256,1.0066674312761883,0.8902821639246924
power,PL,10.51901923231075,30,256,1.0313291082710536,0.8419012693443814
power,PL,10.51901923231075,30,256,1.0558188182967405,0.7898903299426207
power,PL,10.51901923231075,30,256,1.0803177204141923,0.7462514863358503
power,PL,10.51901923231075,30,256,1.1049596638350512,0.7113517028060201
power,PL,10.51901923231075,30,256,1.129486121097224,0.6855343245184271
power,PL,10.51901923231075,30,256,1.1537192393504785,0.6476387134100011
power,PL,10.51901923231075,30,256,1.1781536455689063,0.6255582696463942
power,PL,10.51901923231075,30,256,1.2028829334540618,0.5947851613178642
power,PL,10.51901923231075,30,256,1.2276398813718887,0.5656453741539291
power,PL,10.51901923231075,30,256,1.2521331122112618,0.5449496698777043
power,PL,10.51901923231075,30,256,1.2766116197584787,0.5259519767041676
power,PL,10.51901923231075,30,256,1.3012639361718907,0.5006068403029365
power,PL,10.51901923231075,30,256,1.3257985065897926,0.47553941837507274
power,PL,10.51901923231075,30,256,1.3501519987288393,0.454501148841175
power,PL,10.51901923231075,30,256,1.3745334244052962,0.4376106785741602
power,PL,10.51901923231075,30,256,1.3992303251151714,0.41857575541241737
power,PL,10.51901923231075,30,256,1.4238732114992796,0.4001220773219394
power,PL,10.51901923231075,30,256,1.4482961332980369,0.389894172396905
power,PL,10.51901923231075,30,256,1.4728665135264858,0.3727331579438836
power,PL,10.51901923231075,30,256,1.4974944160481687,0.3588756527649177
power,PL,10.51901923231075,30,256,1.5220746011321264,0.3413596775701074
power,PL,10.51901923231075,30,256,1.5463934411415703,0.3268967847523068
power,PL,10.51901923231075,30,256,1.5707513346510054,0.31928230351012876
power,PL,10.51901923231075,30,256,1.5955213151096161,0.305609369756305
power,PL,10.51901923231075,30,256,1.6201926934712723,0.2963845591335051
power,PL,10.51901923231075,30,256,1.6447426353275962,0.2870259226821663
power,PL,10.51901923231075,30,256,1.6692521022001021,0.2760367708637359
power,PL,10.51901923231075,30,256,1.6938323170631577,0.26556496558224274
power,PL,10.51901923231075,30,256,1.718429203998171,0.2604032503144288
power,PL,10.51901923231075,30,256,1.742766194611624,0.2494920772341566
power,PL,10.51901923231075,30,256,1.767259942282522,0.24250557090112096
power,PL,10.51901923231075,30,256,1.791856165685507,0.23328652743040046
power,PL,10.51901923231075,30,256,1.8165052119050797,0.22546848477302864
power,PL,10.51901923231075,30,256,1.84106948650222,0.2192290953130696
power,PL,10.51901923231075,30,256,1.8655473365324868,0.21275923997396728
power,PL,10.51901923231075,30,256,1.8901597802312908,0.20485378495503237
power,PL,10.51901923231075,30,256,1.9146480540447401,0.19848195497458734
power,PL,10.51901923231075,30,256,1.939059763715855,0.1934526567386221
power,PL,10.51901923231075,30,256,1.9635386553798613,0.18834281191476032
power,PL,10.51901923231075,30,256,1.9881418995995372,0.18214540483111402
power,PL,10.51901923231075,30,256,2.012791865355253,0.17623929105194266
power,PL,10.51901923231075,30,256,2.0373677965526436,0.17134676808291482
power,PL,10.51901923231075,30,256,2.061830564445913,0.16641421886076865
power,PL,10.51901923231075,30,256,2.086390694548735,0.1641939321280836
power,PL,10.51901923231075,30,256,2.1110563056819687,0.15821632673433117
power,PL,10.51901923231075,30,256,2.135537792991106,0.15389071418952177
power,PL,10.51901923231075,30,256,2.159998138153035,0.14899407906494017
power,PL,10.51901923231075,30,256,2.1845468792357265,0.14445756115365352
power,PL,10.51901923231075,30,256,2.209197537182775,0.14205317049268348
power,PL,10.51901923231075,30,256,2.233806633592115,0.13766330842220406
power,PL,10.51901923231075,30,256,2.2582915083645076,0.13450495590533185
power,PL,10.51901923231075,30,256,2.2828338607082084,0.13059176279301266
power,PL,10.51901923231075,30,256,2.3073017772048177,0.1282833400539854
power,PL,10.51901923231075,30,256,2.331703110949515,0.12367382669247781
power,PL,10.51901923231075,30,256,2.3561360982141064,0.121179139392759
power,PL,10.51901923231075,30,256,2.380737492036452,0.11785503624034803
power,PL,10.51901923231075,30,256,2.4055149512632847,0.11459371805448608
power,PL,10.51901923231075,30,256,2.4300869274031247,0.11192889838370196
power,PL,10.51901923231075,30,256,2.4545548306603284,0.10929887519861337
power,PL,10.51901923231075,30,256,2.4790865069574943,0.10621570242403607
power,PL,10.51901923231075,30,256,2.5036704305305424,0.10387980794359011
power,PL,10.51901923231075,30,256,2.528270183716259,0.10194424922415539
power,PL,10.51901923231075,30,256,2.552643460276946,0.09941629609090089
power,PL,10.51901923231075,30,256,2.577201892589191,0.0971959164770168
power,PL,10.51901923231075,30,256,2.6018560165083144,0.09568078311190376
power,PL,10.51901923231075,30,256,2.6263288098649222,0.09279848404997124
power,PL,10.51901923231075,30,256,2.6508121830306464,0.09041383619064114
power,PL,10.51901923231075,30,256,2.675443482089977,0.08794301223535284
power,PL,10.51901923231075,30,256,2.7000979583903626,0.08735865446242373
power,PL,10.51901923231075,30,256,2.724496195195882,0.08484504728085544
power,PL,10.51901923231075,30,256,2.748948188579295,0.08352618057129514
power,PL,10.51901923231075,30,256,2.773522549605598,0.0812329649827607
power,PL,10.51901923231075,30,256,2.798144761883231,0.07925748301827981
power,PL,10.51901923231075,30,256,2.8226598585414346,0.07767910979621682
power,PL,10.51901923231075,30,256,2.847154872351462,0.07668608132176988
power,PL,10.51901923231075,30,256,2.871827835114871,0.07473138174212403
power,PL,10.51901923231075,30,256,2.8963613024431614,0.07269549626560233
power,PL,10.51901923231075,30,256,2.9207438511347443,0.07181998045174524
power,PL,10.51901923231075,30,256,2.94526757839102,0.06981992754920177
power,PL,10.51901923231075,30,256,2.9698884956599376,0.06860582382542911
power,PL,10.51901923231075,30,256,2.994489139563538,0.06763235440840372
power,PL,10.51901923231075,30,256,3.0190382599860044,0.06566146028409983
power,PL,10.51901923231075,30,256,3.0435523062452345,0.06422116026085885
power,PL,10.51901923231075,30,256,3.068170188883887,0.06339278870897083
power,PL,10.51901923231075,30,256,3.0927380933296216,0.062176659622957604
power,PL,10.51901923231075,30,256,3.1171641214553856,0.06148422580276257
power,PL,2.0333177828202462,44,256,0.0313212461565073,3438.002828307394
power,PL,2.0333177828202462,44,256,0.054752145345661356,1669.0748628515355
power,PL,2.0333177828202462,44,256,0.07692383885216451,1280.1959448510095
power,PL,2.0333177828202462,44,256,0.09966162230830337,1071.5732255832254
power,PL,2.0333177828202462,44,256,0.12511351331450943,833.5585048143107
power,PL,2.0333177828202462,44,256,0.15025472412609966,564.2213215704562
power,PL,2.0333177828202462,44,256,0.17356669305616573,434.33985185701715
power,PL,2.0333177828202462,44,256,0.1969650561149323,370.82677920092146
power,PL,2.0333177828202462,44,256,0.2223017820571719,316.33901632831555
power,PL,2.0333177828202462,44,256,0.24772821384680524,245.7432569135048
power,PL,2.0333177828202462,44,256,0.2714838997836198,226.22891027584276
power,PL,2.0333177828202462,44,256,0.2952393892533773,181.59876108537483
power,PL,2.0333177828202462,44,256,0.32016672397367135,161.84327373255792
power,PL,2.0333177828202462,44,256,0.34493070130200054,134.8358935016444
power,PL,2.0333177828202462,44,256,0.3685629107918764,128.11113340699802
power,PL,2.0333177828202462,44,256,0.39281248333983404,114.2815301879853
power,PL,2.0333177828202462,44,256,0.41802270733219404,103.63128546049828
power,PL,2.0333177828202462,44,256,0.4430752669658697,91.42192369417918
power,PL,2.0333177828202462,44,256,0.46722214928169786,85.37766128814417
power,PL,2.0333177828202462,44,256,0.4913294881940436,75.62029555714811
power,PL,2.0333177828202462,44,256,0.5162067686956312,70.12243179457836
power,PL,2.0333177828202462,44,256,0.5408446463692522,65.73943101045178
power,PL,2.0333177828202462,44,256,0.5650376114965061,60.25836835844114
power,PL,2.0333177828202462,44,256,0.5892711066164427,56.00836028813627
power,PL,2.0333177828202462,44,256,0.6139562317597167,51.73602411147485
power,PL,2.0333177828202462,44,256,0.6388346508015916,48.42764658777621
power,PL,2.0333177828202462,44,256,0.663380853616023,46.30022365365816
power,PL,2.0333177828202462,44,256,0.687895456095786,44.245264484946254
power,PL,2.0333177828202462,44,256,0.7124989295569584,42.45403476386304
power,PL,2.0333177828202462,44,256,0.736916296464924,40.21246256838047
power,PL,2.0333177828202462,44,256,0.7613594367769183,37.48930553824
power,PL,2.0333177828202462,44,256,0.7857124662472791,35.26023297450555
power,PL,2.0333177828202462,44,256,0.810137747986822,35.1454791844643
power,PL,2.0333177828202462,44,256,0.834917120504456,32.56408033424476
power,PL,2.0333177828202462,44,256,0.8595036589073478,31.913335588677874
power,PL,2.0333177828202462,44,256,0.8839565785490576,29.944672500570352
power,PL,2.0333177828202462,44,256,0.9085873013365826,29.198990554572035
power,PL,2.0333177828202462,44,256,0.93315996057299,27.796790239257056
power,PL,2.0333177828202462,44,256,0.957506690409634,26.24741333740612
power,PL,2.0333177828202462,44,256,0.9819279850991849,25.532730526578455
power,PL,2.0333177828202462,44,256,1.0066674312761883,24.860229463518518
power,PL,2.0333177828202462,44,256,1.0313291082710536,24.03149222183941
power,PL,2.0333177828202462,44,256,1.0558188182967405,23.41397832144688
power,PL,2.0333177828202462,44,256,1.0803177204141923,22.48172056750181
power,PL,2.0333177828202462,44,256,1.1049596638350512,21.912116855312433
power,PL,2.0333177828202462,44,256,1.129486121097224,20.96550440226188
power,PL,2.0333177828202462,44,256,1.1537192393504785,20.23246184139861
power,PL,2.0333177828202462,44,256,1.1781536455689063,19.95134472955357
power,PL,2.0333177828202462,44,256,1.2028829334540618,19.16382166526647
power,PL,2.0333177828202462,44,256,1.2276398813718887,18.811889927440753
power,PL,2.0333177828202462,44,256,1.2521331122112618,18.137219156350262
power,PL,2.0333177828202462,44,256,1.2766116197584787,17.455984671518507
power,PL,2.0333177828202462,44,256,1.3012639361718907,17.232826436004814
power,PL,2.0333177828202462,44,256,1.3257985065897926,16.81300465873754
power,PL,2.0333177828202462,44,256,1.3501519987288393,16.5739654471346
power,PL,2.0333177828202462,44,256,1.3745334244052962,16.186070401779933
power,PL,2.0333177828202462,44,256,1.3992303251151714,15.840109389527992
power,PL,2.0333177828202462,44,256,1.4238732114992796,15.427963933807147
power,PL,2.0333177828202462,44,256,1.4482961332980369,15.094059196948047
power,PL,2.0333177828202462,44,256,1.4728665135264858,14.564645667687499
