dataset,model,z,snap,box,x,y
power,PL,14.331814598205613,27,25,25.637585208635205,0.00025330421086705996
power,PL,14.331814598205613,27,25,25.88948668125444,0.0002468621105179373
power,PL,14.331814598205613,27,25,26.139069033235916,0.00024178489393857498
power,PL,14.331814598205613,27,25,26.390547380112228,0.00023569468944579543
power,PL,14.331814598205613,27,25,26.64300560904685,0.0002317169499240042
power,PL,14.331814598205613,27,25,26.89360701301547,0.0002249951418277306
power,PL,14.331814598205613,27,25,27.14431675423385,0.0002202180996691884
power,PL,14.331814598205613,27,25,27.396541256600635,0.00021721649463345822
power,PL,14.331814598205613,27,25,27.649003093917827,0.00021225108389115644
power,PL,14.331814598205613,27,25,27.89884103880582,0.00020724212811022073
power,PL,14.331814598205613,27,25,28.14922945105167,0.0002032445156249499
power,PL,14.331814598205613,27,25,28.400870907962133,0.00019869692128579616
power,PL,14.331814598205613,27,25,28.65300236168307,0.00019406883607173134
power,PL,14.331814598205613,27,25,28.90403695146484,0.00019122604164356014
power,PL,14.331814598205613,27,25,29.154865892880995,0.00018767691093973893
power,PL,14.331814598205613,27,25,29.40751703157385,0.0001830296355872959
power,PL,14.331814598205613,27,25,29.65873973701816,0.0001793055355597338
power,PL,14.331814598205613,27,25,29.90841703561923,0.00017582803186746255
power,PL,14.331814598205613,27,25,30.159540002722725,0.00017292086724279986
power,PL,14.331814598205613,27,25,30.411658195557067,0.00016944967691612825
power,PL,14.331814598205613,27,25,30.66356878913305,0.00016530302096506876
power,PL,14.331814598205613,27,25,30.914951782254548,0.00016252895255335987
power,PL,14.331814598205613,27,25,31.165975615952295,0.00015944565883985938
power,PL,14.331814598205613,27,25,31.418062734170597,0.0001560017132587262
power,PL,14.331814598205613,27,25,31.66963807569683,0.0001544127552778263
power,PL,14.331814598205613,27,25,31.919760603706283,0.00015063748330723472
power,PL,10.51901923231075,30,25,0.32072956064263475,10.950044025678427
power,PL,10.51901923231075,30,25,0.5606619683395725,2.703932933539426
power,PL,10.51901923231075,30,25,0.787700109846164,1.291794431159521
power,PL,10.51901923231075,30,25,1.0205350124370263,0.8938374379980257
power,PL,10.51901923231075,30,25,1.2811623763405762,0.578937038859992
power,PL,10.51901923231075,30,25,1.5386083750512618,0.3361011025382004
power,PL,10.51901923231075,30,25,1.7773229368951355,0.24768216688282785
power,PL,10.51901923231075,30,25,2.016922174616909,0.19458145891547718
