model,target_mass_msun,bin_index,r_over_r200m,rho_msun_kpc3_median,rho_msun_kpc3_p16_bootstrap_median,rho_msun_kpc3_p84_bootstrap_median,nhalo,n_bootstrap,power_radius_over_r200m,kappa_threshold,reference_overdensity_crit,source_cache
BT_soft,10000000000,19,0.8912509381,959.5624264,912.3561836,1003.633128,100,160,0.06156820014,0.6,63,BTsoft_M1e+10_N100_B160_all.npz
BT_soft,31622776601.6838,0,0.01122018454,38033302.51,33056574.65,40237668.63,100,160,0.03775877015,0.6,63,BTsoft_M3e+10_N100_B160_all.npz
BT_soft,31622776601.6838,1,0.01412537545,31004616.74,28282484.71,34829401.05,100,160,0.03775877015,0.6,63,BTsoft_M3e+10_N100_B160_all.npz
BT_soft,31622776601.6838,2,0.0177827941,25768656.65,23413538.42,26460988.07,100,160,0.03775877015,0.6,63,BTsoft_M3e+10_N100_B160_all.npz
BT_soft,31622776601.6838,3,0.02238721139,18339413.88,16973479.4,18643861.31,100,160,0.03775877015,0.6,63,BTsoft_M3e+10_N100_B160_all.npz
BT_soft,31622776601.6838,4,0.02818382931,12072141.38,11584237.29,12347698.72,100,160,0.03775877015,0.6,63,BTsoft_M3e+10_N100_B160_all.npz
BT_soft,31622776601.6838,5,0.03548133892,7746218.051,7594297.304,7796809.58,100,160,0.03775877015,0.6,63,BTsoft_M3e+10_N100_B160_all.npz
BT_soft,31622776601.6838,6,0.04466835922,4740476.539,4655090.012,4784519.332,100,160,0.03775877015,0.6,63,BTsoft_M3e+10_N100_B160_all.npz
BT_soft,31622776601.6838,7,0.05623413252,2759644.804,2685790.217,2828628.304,100,160,0.03775877015,0.6,63,BTsoft_M3e+10_N100_B160_all.npz
BT_soft,31622776601.6838,8,0.07079457844,1593575.711,1569986.058,1620597.374,100,160,0.03775877015,0.6,63,BTsoft_M3e+10_N100_B160_all.npz
BT_soft,31622776601.6838,9,0.08912509381,906984.049,895616.0116,919547.9626,100,160,0.03775877015,0.6,63,BTsoft_M3e+10_N100_B160_all.npz
BT_soft,31622776601.6838,10,0.1122018454,506040.7475,501724.0062,509653.0742,100,160,0.03775877015,0.6,63,BTsoft_M3e+10_N100_B160_all.npz
BT_soft,31622776601.6838,11,0.1412537545,274752.1384,269731.52,279278.7776,100,160,0.03775877015,0.6,63,BTsoft_M3e+10_N100_B160_all.npz
BT_soft,31622776601.6838,12,0.177827941,147957.1259,146667.8037,150184.5768,100,160,0.03775877015,0.6,63,BTsoft_M3e+10_N100_B160_all.npz
BT_soft,31622776601.6838,13,0.2238721139,77609.87028,76832.89848,78087.07916,100,160,0.03775877015,0.6,63,BTsoft_M3e+10_N100_B160_all.npz
BT_soft,31622776601.6838,14,0.2818382931,39637.59362,38976.77245,39948.22699,100,160,0.03775877015,0.6,63,BTsoft_M3e+10_N100_B160_all.npz
BT_soft,31622776601.6838,15,0.3548133892,19344.19609,19121.8402,19649.94686,100,160,0.03775877015,0.6,63,BTsoft_M3e+10_N100_B160_all.npz
BT_soft,31622776601.6838,16,0.4466835922,9282.182158,9185.944177,9491.007266,100,160,0.03775877015,0.6,63,BTsoft_M3e+10_N100_B160_all.npz
BT_soft,31622776601.6838,17,0.5623413252,4451.038324,4355.437347,4550.205199,100,160,0.03775877015,0.6,63,BTsoft_M3e+10_N100_B160_all.npz
BT_soft,31622776601.6838,18,0.7079457844,2031.669652,1994.366316,2138.540507,100,160,0.03775877015,0.6,63,BTsoft_M3e+10_N100_B160_all.npz
BT_soft,31622776601.6838,19,0.8912509381,1006.220943,964.6494301,1050.82542,100,160,0.03775877015,0.6,63,BTsoft_M3e+10_N100_B160_all.npz
BT_soft,100000000000,0,0.01122018454,12087627.83,10480516.22,14322675.71,100,160,0.02554813873,0.6,63,BTsoft_M1e+11_N100_B160_all.npz
BT_soft,100000000000,1,0.01412537545,12757037.13,11872543.2,15707065.64,100,160,0.02554813873,0.6,63,BTsoft_M1e+11_N100_B160_all.npz
BT_soft,100000000000,2,0.0177827941,13881926.82,11221042.51,16296199.84,100,160,0.02554813873,0.6,63,BTsoft_M1e+11_N100_B160_all.npz
BT_soft,100000000000,3,0.02238721139,12793521.69,11332542.47,15011916.16,100,160,0.02554813873,0.6,63,BTsoft_M1e+11_N100_B160_all.npz
BT_soft,100000000000,4,0.02818382931,9502740.679,8888835.364,9983403.955,100,160,0.02554813873,0.6,63,BTsoft_M1e+11_N100_B160_all.npz
BT_soft,100000000000,5,0.03548133892,6325695.365,6177982.713,6722412.334,100,160,0.02554813873,0.6,63,BTsoft_M1e+11_N100_B160_all.npz
BT_soft,100000000000,6,0.04466835922,4073003.75,3874805.84,4111925.28,100,160,0.02554813873,0.6,63,BTsoft_M1e+11_N100_B160_all.npz
BT_soft,100000000000,7,0.05623413252,2441452.214,2395690.01,2472900.006,100,160,0.02554813873,0.6,63,BTsoft_M1e+11_N100_B160_all.npz
BT_soft,100000000000,8,0.07079457844,1464442.776,1449278.226,1475385.705,100,160,0.02554813873,0.6,63,BTsoft_M1e+11_N100_B160_all.npz
BT_soft,100000000000,9,0.08912509381,838284.8691,831099.0889,847651.1083,100,160,0.02554813873,0.6,63,BTsoft_M1e+11_N100_B160_all.npz
BT_soft,100000000000,10,0.1122018454,471577.7741,465829.7559,478385.4656,100,160,0.02554813873,0.6,63,BTsoft_M1e+11_N100_B160_all.npz
BT_soft,100000000000,11,0.1412537545,264911.7565,262169.5472,267808.6669,100,160,0.02554813873,0.6,63,BTsoft_M1e+11_N100_B160_all.npz
