dataset,model,z,snap,x,y,err,lo,hi,count,theory,reference,particleMass,mass50
hmf.fof,PL,2.0333177828202462,44,118104888825.70097,0.025585502610158472,0.001732868894248301,0.02385263371591017,0.027318371504406774,,,,,
hmf.fof,PL,2.0333177828202462,44,174990442697.32916,0.021125644357011582,0.0015746125616920912,0.01955103179531949,0.022700256918703674,,,,,
hmf.fof,PL,2.0333177828202462,44,260136557385.82278,0.01267538661420695,0.0012196896456324936,0.011455696968574456,0.013895076259839443,,,,,
hmf.fof,PL,2.0333177828202462,44,377080151493.3648,0.008098163670187774,0.0009749043418637388,0.0071232593283240345,0.009073068012051513,,,,,
hmf.fof,PL,2.0333177828202462,44,556177439469.8805,0.005046681707508323,0.0007696117453187272,0.004277069962189595,0.00581629345282705,,,,,
hmf.fof,PL,2.0333177828202462,44,811159454500.7452,0.0031688466535517374,0.0006098448228162468,0.002559001830735491,0.003778691476367984,,,,,
hmf.fof,PL,2.0333177828202462,44,1198373532105.7793,0.003286211344424024,0.0006210355694960852,0.0026651757749279388,0.003907246913920109,,,,,
hmf.fof,PL,2.0333177828202462,44,1696274277300.6067,0.0014083762904674388,0.0004065632152108311,0.0010018130752566076,0.0018149395056782699,,,,,
hmf.fof,PL,2.0333177828202462,44,2604533781408.805,0.0017604703630842984,0.00045455149318114754,0.001305918869903151,0.002215021856265446,,,,,
hmf.fof,PL,2.0333177828202462,44,3594553274790.606,0.000821552836106006,0.0003105177847480426,0.0005110350513579634,0.0011320706208540485,,,,,
hmf.fof,PL,2.0333177828202462,44,5940851018421.244,0.00011736469087228657,0.00011736469087228657,0.0,0.00023472938174457314,,,,,
hmf.fof,PL,2.0333177828202462,44,8280486597611.382,0.00023472938174457314,0.00016597873757531346,6.875064416925967e-05,0.0004007081193198866,,,,,
hmf.fof,PL,1.0717968600643704,48,119967945.43841182,15.881085780692585,0.04317266175911848,15.837913118933466,15.924258442451704,,,,,
hmf.fof,PL,1.0717968600643704,48,176644384.05267373,10.762107423606933,0.0355399973397012,10.726567426267232,10.797647420946634,,,,,
hmf.fof,PL,1.0717968600643704,48,259449229.28840443,7.733628940338451,0.03012731268971382,7.703501627648738,7.7637562530281645,,,,,
hmf.fof,PL,1.0717968600643704,48,381277951.46172124,5.327300683383959,0.025004739508522767,5.3022959438754365,5.352305422892482,,,,,
hmf.fof,PL,1.0717968600643704,48,559505193.5603312,3.8078973953513375,0.02114030985295142,3.7867570854983863,3.8290377052042888,,,,,
hmf.fof,PL,1.0717968600643704,48,822089290.1263002,2.691993914537637,0.017774842716878996,2.6742190718207577,2.709768757254516,,,,,
hmf.fof,PL,1.0717968600643704,48,1207030100.760843,1.8574135977448072,0.014764646041178938,1.8426489517036282,1.8721782437859862,,,,,
hmf.fof,PL,1.0717968600643704,48,1766111075.382764,1.2994618573379568,0.01234953194201289,1.287112325395944,1.3118113892799697,,,,,
hmf.fof,PL,1.0717968600643704,48,2598416376.2990155,0.9321103749076999,0.01045929471856938,0.9216510801891304,0.9425696696262693,,,,,
