model,snapshot,redshift,box_size_mpc,particle_mass_msun,log10_M_FOF_Msun,dn_dlog10M,poisson_err,counts,log10_bin_left,log10_bin_right,source_fof_file
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,7.7500000000e+00,0.0000000000e+00,0.0000000000e+00,0,7.6666666667e+00,7.8333333333e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,7.9155653925e+00,7.7305305125e+01,9.5251841131e-02,658676,7.8333333333e+00,8.0000000000e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,8.0833333333e+00,0.0000000000e+00,0.0000000000e+00,0,8.0000000000e+00,8.1666666667e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,8.2435571877e+00,2.2412078734e+01,5.1287295624e-02,190961,8.1666666667e+00,8.3333333333e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,8.4366391005e+00,9.5201542648e+00,3.3426485941e-02,81116,8.3333333333e+00,8.5000000000e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,8.5735918051e+00,5.0499679189e+00,2.4345182762e-02,43028,8.5000000000e+00,8.6666666667e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,8.7155297774e+00,5.0606481057e+00,2.4370913002e-02,43119,8.6666666667e+00,8.8333333333e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,8.8898949619e+00,3.1933758739e+00,1.9359482748e-02,27209,8.8333333333e+00,9.0000000000e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,9.0763301392e+00,2.1200757759e+00,1.5774093891e-02,18064,9.0000000000e+00,9.1666666667e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,9.2580167491e+00,1.0640282874e+00,1.1174942999e-02,9066,9.1666666667e+00,9.3333333333e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,9.4198924514e+00,7.4315322260e-01,9.3391620738e-03,6332,9.3333333333e+00,9.5000000000e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,9.5829389469e+00,4.9046704316e-01,7.5870622050e-03,4179,9.5000000000e+00,9.6666666667e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,9.7443039477e+00,3.6324371825e-01,6.5293174761e-03,3095,9.6666666667e+00,9.8333333333e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,9.9134201288e+00,2.5679394363e-01,5.4898580867e-03,2188,9.8333333333e+00,1.0000000000e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.0081628182e+01,1.8344101183e-01,4.6399889706e-03,1563,1.0000000000e+01,1.0166666667e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.0248455622e+01,1.4095499374e-01,4.0673258127e-03,1201,1.0166666667e+01,1.0333333333e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.0414215756e+01,9.3539658625e-02,3.3133447027e-03,797,1.0333333333e+01,1.0500000000e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.0582323847e+01,7.0770908596e-02,2.8820141933e-03,603,1.0500000000e+01,1.0666666667e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.0743703963e+01,4.9997358312e-02,2.4223799253e-03,426,1.0666666667e+01,1.0833333333e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.0910165435e+01,3.5796230716e-02,2.0496862083e-03,305,1.0833333333e+01,1.1000000000e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.1085337265e+01,2.7580702355e-02,1.7991666421e-03,235,1.1000000000e+01,1.1166666667e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.1243348192e+01,1.7956797703e-02,1.4517210516e-03,153,1.1166666667e+01,1.1333333333e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.1412893637e+01,1.2205927851e-02,1.1968896979e-03,104,1.1333333333e+01,1.1500000000e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.1580529579e+01,9.3891752698e-03,1.0497417078e-03,80,1.1500000000e+01,1.1666666667e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.1746076421e+01,6.5724226888e-03,8.7827692510e-04,56,1.1666666667e+01,1.1833333333e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.1923861063e+01,5.9855992345e-03,8.3815153990e-04,51,1.1833333333e+01,1.2000000000e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.2073866867e+01,3.4035760353e-03,6.3202820289e-04,29,1.2000000000e+01,1.2166666667e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.2244699944e+01,2.5820231992e-03,5.5048919571e-04,22,1.2166666667e+01,1.2333333333e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.2401206425e+01,1.7604703631e-03,4.5455149318e-04,15,1.2333333333e+01,1.2500000000e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.2588668725e+01,1.1736469087e-03,3.7113974004e-04,10,1.2500000000e+01,1.2666666667e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.2772152382e+01,9.3891752698e-04,3.3195747515e-04,8,1.2666666667e+01,1.2833333333e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.2897224994e+01,4.6945876349e-04,2.3472938174e-04,4,1.2833333333e+01,1.3000000000e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.3084492271e+01,7.0418814523e-04,2.8748360646e-04,6,1.3000000000e+01,1.3166666667e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.3264465513e+01,9.3891752698e-04,3.3195747515e-04,8,1.3166666667e+01,1.3333333333e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.3398960625e+01,3.5209407262e-04,2.0328160761e-04,3,1.3333333333e+01,1.3500000000e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.3557797417e+01,2.3472938174e-04,1.6597873758e-04,2,1.3500000000e+01,1.3666666667e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.3821996065e+01,1.1736469087e-04,1.1736469087e-04,1,1.3666666667e+01,1.3833333333e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.3916666667e+01,0.0000000000e+00,0.0000000000e+00,0,1.3833333333e+01,1.4000000000e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.4083333333e+01,0.0000000000e+00,0.0000000000e+00,0,1.4000000000e+01,1.4166666667e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.4250000000e+01,0.0000000000e+00,0.0000000000e+00,0,1.4166666667e+01,1.4333333333e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-25-256,0056,-2.220446049e-16,37.11401427,1.2098800391e+08,1.4416666667e+01,0.0000000000e+00,0.0000000000e+00,0,1.4333333333e+01,1.4500000000e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_256/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,7.0833333333e+00,0.0000000000e+00,0.0000000000e+00,0,7.0000000000e+00,7.1666666667e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,7.2500000000e+00,0.0000000000e+00,0.0000000000e+00,0,7.1666666667e+00,7.3333333333e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,7.4166666667e+00,0.0000000000e+00,0.0000000000e+00,0,7.3333333333e+00,7.5000000000e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,7.5833333333e+00,0.0000000000e+00,0.0000000000e+00,0,7.5000000000e+00,7.6666666667e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,7.7500000000e+00,0.0000000000e+00,0.0000000000e+00,0,7.6666666667e+00,7.8333333333e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,7.9155653925e+00,7.6157669166e+01,3.3425703619e-02,5191181,7.8333333333e+00,8.0000000000e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,8.0833333333e+00,0.0000000000e+00,0.0000000000e+00,0,8.0000000000e+00,8.1666666667e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,8.2435571877e+00,2.2086509081e+01,1.8000612180e-02,1505496,8.1666666667e+00,8.3333333333e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,8.4366391005e+00,9.4189859013e+00,1.1755085966e-02,642032,8.3333333333e+00,8.5000000000e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,8.5735918051e+00,4.9728886581e+00,8.5413811830e-03,338970,8.5000000000e+00,8.6666666667e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,8.7159048260e+00,5.0257321102e+00,8.5866429377e-03,342572,8.6666666667e+00,8.8333333333e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,8.8903796939e+00,3.2078557427e+00,6.8601111289e-03,218659,8.8333333333e+00,9.0000000000e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,9.0770204260e+00,2.1376071266e+00,5.5999955315e-03,145707,9.0000000000e+00,9.1666666667e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,9.2574441413e+00,1.0658327696e+00,3.9542877602e-03,72651,9.1666666667e+00,9.3333333333e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,9.4210078813e+00,7.5640076209e-01,3.3311923844e-03,51559,9.3333333333e+00,9.5000000000e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,9.5826210210e+00,4.7878925641e-01,2.6503054794e-03,32636,9.5000000000e+00,9.6666666667e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,9.7461238514e+00,3.7194337596e-01,2.3359425116e-03,25353,9.6666666667e+00,9.8333333333e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,9.9142343152e+00,2.5944931976e-01,1.9509673630e-03,17685,9.8333333333e+00,1.0000000000e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.0081451147e+01,1.8440927053e-01,1.6448076267e-03,12570,1.0000000000e+01,1.0166666667e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.0248731323e+01,1.3001073631e-01,1.3810625383e-03,8862,1.0166666667e+01,1.0333333333e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.0415058737e+01,9.4449234979e-02,1.1771260163e-03,6438,1.0333333333e+01,1.0500000000e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.0581100185e+01,6.9157144096e-02,1.0072615623e-03,4714,1.0500000000e+01,1.0666666667e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.0746776256e+01,4.8544970262e-02,8.4390946110e-04,3309,1.0666666667e+01,1.0833333333e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.0913929902e+01,3.5033360225e-02,7.1690999200e-04,2388,1.0833333333e+01,1.1000000000e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.1082581944e+01,2.4969337983e-02,6.0523948087e-04,1702,1.1000000000e+01,1.1166666667e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.1248153966e+01,1.7355303663e-02,5.0459140022e-04,1183,1.1166666667e+01,1.1333333333e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.1417164119e+01,1.2103233746e-02,4.2138051200e-04,825,1.1333333333e+01,1.1500000000e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.1579155043e+01,9.6532458242e-03,3.7632270262e-04,658,1.1500000000e+01,1.1666666667e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.1748713392e+01,6.3963756525e-03,3.0633083651e-04,436,1.1666666667e+01,1.1833333333e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.1919435181e+01,4.7972817394e-03,2.6529028638e-04,327,1.1833333333e+01,1.2000000000e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.2082177227e+01,3.3448936899e-03,2.2152099616e-04,228,1.2000000000e+01,1.2166666667e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.2245251208e+01,2.2445997129e-03,1.8146513144e-04,153,1.2166666667e+01,1.2333333333e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.2412451928e+01,1.6137644995e-03,1.5386640781e-04,110,1.2333333333e+01,1.2500000000e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.2577222442e+01,1.3056821860e-03,1.3840203491e-04,89,1.2500000000e+01,1.2666666667e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.2763605976e+01,8.2155283611e-04,1.0978461564e-04,56,1.2666666667e+01,1.2833333333e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.2905633105e+01,6.0149404072e-04,9.3937587093e-05,41,1.2833333333e+01,1.3000000000e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.3081591889e+01,4.9879993621e-04,8.5543483329e-05,34,1.3000000000e+01,1.3166666667e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.3250773384e+01,3.0808231354e-04,6.7229072480e-05,21,1.3166666667e+01,1.3333333333e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.3432965598e+01,1.7604703631e-04,5.0820401901e-05,12,1.3333333333e+01,1.3500000000e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.3610842877e+01,1.4670586359e-04,4.6392467505e-05,10,1.3500000000e+01,1.3666666667e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.3724346423e+01,1.1736469087e-04,4.1494684394e-05,8,1.3666666667e+01,1.3833333333e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.3916804819e+01,1.3203527723e-04,4.4011759077e-05,9,1.3833333333e+01,1.4000000000e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.4081669190e+01,7.3352931795e-05,3.2804428369e-05,5,1.4000000000e+01,1.4166666667e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.4260796950e+01,2.9341172718e-05,2.0747342197e-05,2,1.4166666667e+01,1.4333333333e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-50-512,0056,-2.220446049e-16,74.22802854,1.2098800391e+08,1.4416666667e+01,0.0000000000e+00,0.0000000000e+00,0,1.4333333333e+01,1.4500000000e+01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_50_512/fof_output_0056.hdf5
PL-25-1024,0032,8.519850605,37.11401427,1.8904375611e+06,7.0840196675e+00,1.2166305531e+02,1.1949454748e-01,1036624,7.0000000000e+00,7.1666666667e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/fof_output_0032.hdf5
PL-25-1024,0032,8.519850605,37.11401427,1.8904375611e+06,7.2556875021e+00,6.9048933852e+01,9.0021701698e-02,588328,7.1666666667e+00,7.3333333333e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/fof_output_0032.hdf5
PL-25-1024,0032,8.519850605,37.11401427,1.8904375611e+06,7.4228385048e+00,4.5988649930e+01,7.3467296688e-02,391844,7.3333333333e+00,7.5000000000e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/fof_output_0032.hdf5
PL-25-1024,0032,8.519850605,37.11401427,1.8904375611e+06,7.5873430349e+00,2.8382068464e+01,5.7715272603e-02,241828,7.5000000000e+00,7.6666666667e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/fof_output_0032.hdf5
PL-25-1024,0032,8.519850605,37.11401427,1.8904375611e+06,7.7489247747e+00,2.0403499414e+01,4.8935165285e-02,173847,7.6666666667e+00,7.8333333333e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/fof_output_0032.hdf5
PL-25-1024,0032,8.519850605,37.11401427,1.8904375611e+06,7.9124872125e+00,1.3630969927e+01,3.9997432065e-02,116142,7.8333333333e+00,8.0000000000e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/fof_output_0032.hdf5
PL-25-1024,0032,8.519850605,37.11401427,1.8904375611e+06,8.0781061002e+00,9.6223789105e+00,3.3605468696e-02,81987,8.0000000000e+00,8.1666666667e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/fof_output_0032.hdf5
PL-25-1024,0032,8.519850605,37.11401427,1.8904375611e+06,8.2463650613e+00,6.2296004268e+00,2.7039510505e-02,53079,8.1666666667e+00,8.3333333333e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/fof_output_0032.hdf5
PL-25-1024,0032,8.519850605,37.11401427,1.8904375611e+06,8.4129238246e+00,4.1525974924e+00,2.2076420023e-02,35382,8.3333333333e+00,8.5000000000e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/fof_output_0032.hdf5
PL-25-1024,0032,8.519850605,37.11401427,1.8904375611e+06,8.5798999995e+00,2.6333115691e+00,1.7580039769e-02,22437,8.5000000000e+00,8.6666666667e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/fof_output_0032.hdf5
PL-25-1024,0032,8.519850605,37.11401427,1.8904375611e+06,8.7465562138e+00,1.6873521607e+00,1.4072510960e-02,14377,8.6666666667e+00,8.8333333333e+00,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/fof_output_0032.hdf5
