model,z,x,y,lo,hi
kp10,10.51901923,8191508413.398014,0.9793814432772355,0.8380122383188537,1.1207506482356173
kp10,10.51901923,12039703285.22227,1.0217391304400174,0.8098280548985044,1.2336502059815304
kp10,10.51901923,17733843601.04481,1.1538461538864873,0.7166164922831836,1.5910758154897908
kp10,10.51901923,26241115512.571526,0.6923076923581092,0.3921029374527146,0.9925124472635038
kp10,10.51901923,41191281691.44065,1.0,0.2928932188285147,1.7071067811714853
kp10,10.51901923,58287854459.80767,1.0,-4.7718495821413853e-11,2.0000000000477183
kp1,14.3318146,119284749.27450998,23.60280929286124,23.35232183381923,23.853296751903255
kp1,14.3318146,175859090.73747116,26.121658271744202,25.751191303271856,26.49212524021655
kp1,14.3318146,257743878.2362389,30.838475499363664,30.24149275113688,31.435458247590446
kp1,14.3318146,378786284.3555726,33.07382992789592,32.21192387680851,33.93573597898333
kp1,14.3318146,555496258.2678796,36.64698646941705,35.34430279619209,37.94967014264201
kp1,14.3318146,816232596.2793605,41.13317191225647,39.084685195327936,43.18165862918501
kp1,14.3318146,1189126376.274246,50.951086954061694,47.15824160955498,54.74393229856841
kp1,14.3318146,1743353484.2081578,47.890000001156224,43.05125832576935,52.728741676543095
kp1,14.3318146,2551887307.609055,74.09090908992326,61.106590203850416,87.0752279759961
kp1,14.3318146,3829112555.691347,53.33333333495628,41.586443618905975,65.08022305100658
kp1,14.3318146,5087299534.418468,516.000000009202,-0.49975798640571156,1032.4997580048098
kp1,14.3318146,8304642443.791365,46.9999999999361,23.25131582639011,70.74868417348209
kp1,14.3318146,12252153184.372187,37.500000000639034,10.63226842369344,64.36773157758464
kp1,14.3318146,16061305136.24886,25.000000000426024,-0.49509756797236193,50.495097568824406
kp10,14.3318146,118960340.96672471,3.248622366388464,3.210004749564199,3.2872399832127295
kp10,14.3318146,175289883.462824,2.9054629988466005,2.8585778889609994,2.9523481087322017
kp10,14.3318146,256553910.7146784,2.707441016371489,2.6470800998402213,2.7678019329027563
kp10,14.3318146,377145071.66033655,2.294001318458503,2.223423874551554,2.3645787623654515
kp10,14.3318146,553495399.0607444,1.9692496925367706,1.8844433213405734,2.054056063732968
kp10,14.3318146,812761095.7267032,1.8062953995308741,1.6955091005416552,1.9170816985200931
kp10,14.3318146,1178464791.5828812,1.771739130376899,1.6083710697280198,1.9351071910257782
kp10,14.3318146,1746063950.2103555,1.3100000000025562,1.1360431087872296,1.4839568912178829
kp10,14.3318146,2543955035.9506316,1.181818181808793,0.9022886855247313,1.4613476780928547
kp10,14.3318146,3863856511.5306935,0.7619047619279469,0.5090728369375473,1.0147366869183463
kp10,14.3318146,4958520891.89335,4.000000000085205,-0.47213595499058414,8.472135955160994
kp10,14.3318146,8101826477.357094,0.4999999999893494,0.06698729809565318,0.9330127018830456
kp10,14.3318146,12691413759.355986,1.5000000000426021,0.13069360619412462,2.8693063938910797
kp10,14.3318146,15697145324.540194,2.0,-0.44948974282214005,4.44948974282214
kp1,19.40664523,118159179.93158346,269.6699266540715,256.3109064360358,283.0289468721072
kp1,19.40664523,174873078.65634817,357.928994092139,330.3575598347497,385.50042834952836
kp1,19.40664523,258505132.36196816,437.7142857171185,387.7751656132479,487.6534058209891
kp1,19.40664523,374454644.3951107,564.8333333195208,461.6181006335152,668.0485660055263
kp1,19.40664523,563495810.4545076,473.9999999896808,362.1593395257588,585.8406604536028
kp1,19.40664523,816236325.670609,798.399999998255,441.1211285248012,1155.6788714717088
kp1,19.40664523,1173128299.5033782,551.9999999822775,233.01410688315354,870.9858930814014
kp10,19.40664523,117616257.35983698,6.0488997555125295,5.726022683042506,6.371776827982553
kp10,19.40664523,173789748.16806212,5.360946745659981,4.91174826977064,5.810145221549322
kp10,19.40664523,256014338.8461475,4.285714285714286,3.7433162765934616,4.828112294835109
kp10,19.40664523,370416205.18946767,4.1999999999886395,3.3467708396997935,5.0532291602774855
kp10,19.40664523,561006269.6660264,2.2777777777961865,1.6337432125197915,2.9218123430725815
kp10,19.40664523,816055758.9110098,2.2000000000136324,1.0134082420657278,3.386591757961537
kp10,19.40664523,1170336723.8025265,1.6666666666477326,0.44950542774741287,2.8838279055480522
