family,snapshot,redshift,k_hMpc,P_Mpc_over_h_cubed,source_file
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1020154408e+01,-1.2745415619e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1044732115e+01,-1.2760665907e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1069272959e+01,-1.2767592896e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1093809505e+01,-1.2774255080e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1118352652e+01,-1.2780709998e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1142892122e+01,-1.2788989328e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1167423799e+01,-1.2789245581e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1191929802e+01,-1.2795285983e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1216486462e+01,-1.2805872498e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1241067852e+01,-1.2810633216e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1265600453e+01,-1.2820412063e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1290132613e+01,-1.2827946726e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1314678884e+01,-1.2830927735e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1339231176e+01,-1.2842861617e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1363785315e+01,-1.2851532597e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1388309153e+01,-1.2856378760e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1412865543e+01,-1.2862502674e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1437414426e+01,-1.2866799245e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1461951849e+01,-1.2873452119e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1486490009e+01,-1.2884211533e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1511023640e+01,-1.2885422320e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1535578565e+01,-1.2892680177e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1560116944e+01,-1.2896775315e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1584669504e+01,-1.2906302373e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1609220903e+01,-1.2911192144e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1633768635e+01,-1.2915947705e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1658313121e+01,-1.2924205086e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1682829929e+01,-1.2927677693e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1707375672e+01,-1.2932096893e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1731911365e+01,-1.2938078102e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1756413196e+01,-1.2944040088e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1780954600e+01,-1.2946045105e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1805504079e+01,-1.2958704027e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1830081122e+01,-1.2965089010e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1854660386e+01,-1.2969708145e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1879190803e+01,-1.2972517821e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1903746592e+01,-1.2979777296e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1928298595e+01,-1.2982045196e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1952833126e+01,-1.2990536822e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.1977369191e+01,-1.2991968311e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2001918936e+01,-1.2996296090e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2026479707e+01,-1.3002868144e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2051001210e+01,-1.3009265190e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2075531124e+01,-1.3016561285e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2100103236e+01,-1.3015342621e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2124663909e+01,-1.3022806633e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2149163482e+01,-1.3028275720e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2173690542e+01,-1.3029150207e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2198275828e+01,-1.3040054063e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2222819514e+01,-1.3041185032e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2247319595e+01,-1.3047637744e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2271853981e+01,-1.3051156399e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2296440523e+01,-1.3058652780e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2320982454e+01,-1.3059914626e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2345482504e+01,-1.3060855683e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2370018896e+01,-1.3067063514e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2394602951e+01,-1.3070054848e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2419180563e+01,-1.3069884797e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2443710129e+01,-1.3079796848e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2468238471e+01,-1.3081437686e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2492784125e+01,-1.3084536969e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2517338200e+01,-1.3092492763e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2541873831e+01,-1.3085931735e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0016,42.74345637,1.2566370494e+01,-1.3100695172e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0016.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,3.1321246157e-02,8.0286839146e+01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,5.4752145346e-02,3.8367508132e+01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,7.6923838852e-02,2.8927351306e+01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,9.9661622308e-02,2.4150792218e+01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,1.2511351331e-01,1.8862377351e+01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,1.5025472413e-01,1.2432449095e+01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,1.7356669306e-01,9.5590217547e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,1.9696505611e-01,7.6712827654e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,2.2230178206e-01,6.6428897492e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,2.4772821385e-01,5.4263733623e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,2.7148389978e-01,4.4622277222e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,2.9523938925e-01,3.6335913805e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,3.2016672397e-01,3.2210373284e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,3.4493070130e-01,2.6206482201e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,3.6856291079e-01,2.5491827042e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,3.9281248334e-01,2.1008994172e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,4.1802270733e-01,1.8639637101e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,4.4307526697e-01,1.5905435057e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,4.6722214928e-01,1.4489731615e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,4.9132948819e-01,1.3208608743e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,5.1620676870e-01,1.1757732977e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,5.4084464637e-01,1.0555815946e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,5.6503761150e-01,9.4432116474e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,5.8927110662e-01,8.6039314014e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,6.1395623176e-01,7.8754773252e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,6.3883465080e-01,7.3148500089e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,6.6338085362e-01,6.6910494223e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,6.8789545610e-01,6.4721629792e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,7.1249892956e-01,5.8676768760e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,7.3691629646e-01,5.4578417101e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,7.6135943678e-01,5.0092543824e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,7.8571246625e-01,4.5683904006e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,8.1013774799e-01,4.2994353733e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,8.3491712050e-01,3.9850216535e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,8.5950365891e-01,3.8128636672e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,8.8395657855e-01,3.6619088201e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,9.0858730134e-01,3.3418034747e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
bluetilted_kp1_ms1.5_256,0024,19.40664523,9.3315996057e-01,3.1850138284e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_256_snap0024.npz
