family,snapshot,redshift,k_hMpc,P_Mpc_over_h_cubed,source_file
PL_128_1024,0016,42.74345637,2.0862256332e+01,-1.6631882758e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.0911364560e+01,-1.6637444347e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.0960464512e+01,-1.6649920989e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1009507921e+01,-1.6657106382e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1058565568e+01,-1.6670139603e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1107685082e+01,-1.6674861844e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1156736409e+01,-1.6685683354e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1205791199e+01,-1.6695516051e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1254859468e+01,-1.6703452800e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1304017893e+01,-1.6711873482e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1353163893e+01,-1.6717095346e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1402197226e+01,-1.6730560131e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1451265158e+01,-1.6742751658e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1500382442e+01,-1.6744428246e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1549458772e+01,-1.6752360873e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1598467575e+01,-1.6769677986e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1647599407e+01,-1.6767729078e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1696749911e+01,-1.6772894036e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1745816351e+01,-1.6786677416e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1794878079e+01,-1.6789329832e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1843970631e+01,-1.6801423696e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1893056011e+01,-1.6809594410e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1942092066e+01,-1.6808651721e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.1991177768e+01,-1.6819603978e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.2040308815e+01,-1.6824783190e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.2089464229e+01,-1.6833418963e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.2138545917e+01,-1.6841291746e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.2187619009e+01,-1.6847231470e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.2236705305e+01,-1.6857408710e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.2285784244e+01,-1.6862344068e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.2334847597e+01,-1.6867403325e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.2383859604e+01,-1.6875014104e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.2432972923e+01,-1.6879312127e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.2482135703e+01,-1.6888441920e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.2531200906e+01,-1.6893566698e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.2580265226e+01,-1.6899847303e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.2629357767e+01,-1.6908839251e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.2678462351e+01,-1.6915352034e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.2727570629e+01,-1.6923897617e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.2776618306e+01,-1.6929424094e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.2825731087e+01,-1.6931856231e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.2874828851e+01,-1.6939143707e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.2923903697e+01,-1.6943004647e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.2972980019e+01,-1.6949829490e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.3022047279e+01,-1.6958218409e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.3071157130e+01,-1.6961675120e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.3120233888e+01,-1.6967074850e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.3169339008e+01,-1.6972931929e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.3218441806e+01,-1.6980843398e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.3267537270e+01,-1.6985393160e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.3316626242e+01,-1.6993191366e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.3365659859e+01,-1.6999163020e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.3414751344e+01,-1.7001961534e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.3463822729e+01,-1.7012089035e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.3512826392e+01,-1.7011120296e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.3561909199e+01,-1.7019879612e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.3611008157e+01,-1.7022810421e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.3660162244e+01,-1.7027821934e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.3709320772e+01,-1.7033737397e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.3758381605e+01,-1.7037942504e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.3807493183e+01,-1.7041056905e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.3856597191e+01,-1.7047585957e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.3905666252e+01,-1.7052609102e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.3954738382e+01,-1.7058191512e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4003837871e+01,-1.7062960710e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4052959415e+01,-1.7067932209e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4102002420e+01,-1.7076274208e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4151062248e+01,-1.7078406166e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4200206471e+01,-1.7077643519e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4249327819e+01,-1.7086696334e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4298326965e+01,-1.7083590724e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4347381085e+01,-1.7091825667e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4396551657e+01,-1.7097742070e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4445639028e+01,-1.7100329695e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4494639189e+01,-1.7106999151e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4543707962e+01,-1.7110171171e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4592881047e+01,-1.7114953558e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4641964907e+01,-1.7116030861e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4690965008e+01,-1.7118666904e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4740037791e+01,-1.7126607936e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4789205903e+01,-1.7128320646e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4838361126e+01,-1.7133996576e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4887420257e+01,-1.7134351317e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4936476943e+01,-1.7136542294e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.4985568250e+01,-1.7138150313e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.5034676401e+01,-1.7145176550e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.5083747662e+01,-1.7148636369e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0016,42.74345637,2.5132740989e+01,-1.7156771627e-03,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0016.npz
PL_128_1024,0024,19.40664523,6.2642492313e-02,4.5547938382e+01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,1.0950429069e-01,1.7012925839e+01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,1.5384767770e-01,1.0272422271e+01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,1.9932324462e-01,8.1317631403e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,2.5022702663e-01,5.7037317271e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,3.0050944825e-01,3.4689451868e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,3.4713338611e-01,2.6716711483e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,3.9393011223e-01,2.0054696278e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,4.4460356411e-01,1.7197657817e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,4.9545642769e-01,1.3498041317e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,5.4296779957e-01,1.0904450293e+00,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,5.9047877851e-01,8.7930224914e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,6.4033344795e-01,7.6193692984e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,6.8986140260e-01,6.1391752771e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,7.3712582158e-01,5.8542627102e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,7.8562496668e-01,4.7975867090e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,8.3604541466e-01,4.2338439673e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,8.8615053393e-01,3.5694467030e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,9.3444429856e-01,3.2262485336e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,9.8265897639e-01,2.9018754827e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,1.0324135374e+00,2.5741636816e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,1.0816892927e+00,2.3250291988e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,1.1300752230e+00,2.0326697209e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,1.1785422132e+00,1.8628575840e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,1.2279124635e+00,1.6923178272e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,1.2776693016e+00,1.5628413774e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,1.3267617072e+00,1.4240641693e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,1.3757909122e+00,1.3686995949e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,1.4249978591e+00,1.2365227817e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,1.4738325929e+00,1.1463324665e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,1.5227188736e+00,1.0440616762e-01,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
PL_128_1024,0024,19.40664523,1.5714249325e+00,9.5040413831e-02,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/PL_128_1024_snap0024.npz
