model,z,x,y,lo,hi
kp1,0,167880401810.0,1.56834532375106,1.3981137341790941,1.738576913323026
kp1,0,237137370570.0,1.862500000020416,1.6043477617441273,2.120652238296705
kp1,0,334965439160.0,1.5555555555804688,1.304358148794209,1.8067529623667284
kp1,0,473151258960.0,1.2909090909120093,1.0590252888234086,1.52279289300061
kp1,0,668343917570.0,1.4000000000088286,1.1101724650820581,1.6898275349355991
kp1,0,944060876290.0,1.1351351351377146,0.8791966443161578,1.3910736259592713
kp1,0,1333521432200.0,1.588235294142086,1.0964960851899594,2.0799745030942125
kp1,0,1883649089500.0,1.0624999999910334,0.6924150224265202,1.4325849775555466
kp1,0,2660725059800.0,1.5,0.8876275643088316,2.112372435691168
kp1,0,3758374042900.0,1.5999999999858743,0.6878596599079785,2.51214034006377
kp1,0,5308844442300.0,1.1428571428355219,0.5513723776876336,1.7343419079834101
kp1,0,7498942093300.0,1.1666666666715715,0.5175932530314323,1.8157400803117105
kp1,0,10592537252000.0,1.1428571428355219,0.5513723776876336,1.7343419079834101
kp1,0,14962356561000.0,0.8571428571392536,0.38027259406071207,1.3340131202177952
kp1,0,21134890398000.0,1.0,-0.41421356237309515,2.414213562373095
kp1,0,29853826189000.0,1.0,3.8737568708313574e-11,1.9999999999612625
kp1,0,42169650343000.0,1.0,-0.41421356237309515,2.414213562373095
kp10,0,237137370.57,1.602702151320938,1.592977918495807,1.612426384146069
kp10,0,334965439.16,1.5342773993961785,1.523476626178439,1.545078172613918
kp10,0,473151258.96,1.5128457686302286,1.5003550298989439,1.5253365073615133
kp10,0,668343917.57,1.4403326174478446,1.4264199646870757,1.4542452702086135
kp10,0,944060876.29,1.3869078507754453,1.3712420805474725,1.402573621003418
kp10,0,1333521432.2,1.33293039184174,1.315231518772501,1.3506292649109788
kp10,0,1883649089.5,1.307855027497681,1.2872235503805116,1.3284865046148504
kp10,0,2660725059.8,1.2255752546383718,1.2028937807712852,1.2482567285054584
kp10,0,3758374042.9,1.1565845158197987,1.1316660665148457,1.1815029651247517
kp10,0,5308844442.3,1.1617336152607907,1.13198627299027,1.1914809575313112
kp10,0,7498942093.3,1.1105904405058813,1.0774482094056885,1.143732671606074
kp10,0,10592537252.0,1.0966442952947917,1.057361522410964,1.1359270681786193
kp10,0,14962356561.0,1.0716204118105324,1.0270394952767712,1.1162013283442935
kp10,0,21134890398.0,0.9789227166341715,0.9312950083447937,1.0265504249235493
kp10,0,29853826189.0,1.0414593698042245,0.9820803697026259,1.100838369905823
kp10,0,42169650343.0,1.0,0.9344174164202653,1.0655825835797346
kp10,0,59566214353.0,1.01863354036654,0.9387219465535236,1.0985451341795567
kp10,0,84139514165.0,1.0214592274613061,0.9273212094151387,1.1155972455074734
kp10,0,118850222740.0,1.0427807486509832,0.9360507319599055,1.1495107653420609
kp10,0,167880401810.0,0.8992805755334454,0.7884308123703343,1.0101303386965566
kp10,0,237137370570.0,1.0749999999988966,0.9080185264735972,1.241981473524196
kp10,0,334965439160.0,0.9365079365275111,0.7668418287682982,1.1061740442867238
kp10,0,473151258960.0,1.018181818175981,0.8248908912846185,1.2114727450673435
kp10,0,668343917570.0,0.9750000000077249,0.7555902805306669,1.194409719484783
kp10,0,944060876290.0,1.0270270270179986,0.7898242091832062,1.264229844852791
kp10,0,1333521432200.0,1.0588235293934356,0.7007296544352144,1.4169174043516568
kp10,0,1883649089500.0,0.9374999999979308,0.6005647085468944,1.2744352914489672
kp10,0,2660725059800.0,1.0,0.5527864045105281,1.447213595489472
kp10,0,3758374042900.0,1.0,0.36754446796591655,1.6324555320340834
kp10,0,5308844442300.0,1.0,0.46547751616913513,1.5345224838308649
kp10,0,7498942093300.0,1.0,0.42264973082278434,1.5773502691772157
kp10,0,10592537252000.0,1.0,0.46547751616913513,1.5345224838308649
kp10,0,14962356561000.0,1.0,0.46547751616913513,1.5345224838308649
kp10,0,21134890398000.0,1.0,-0.41421356237309515,2.414213562373095
kp10,0,29853826189000.0,1.0,3.8737568708313574e-11,1.9999999999612625
kp10,0,42169650343000.0,1.0,-0.41421356237309515,2.414213562373095
