box_hinv_Mpc,model,label,snapshot,redshift,reference_model,k_hMpc,P_sim_Mpc_over_h_cubed,P_hmcode_Mpc_over_h_cubed,sim_over_hmcode,sim_over_hmcode_minus_1,source_file
25,PL,PL 25,0048,1.0717968601e+00,HMcode2020,1.4191236202e+01,9.7287226375e-01,1.0599410921e+00,9.1785503078e-01,-8.2144969224e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/cdm_25_snap0048.npz
25,PL,PL 25,0048,1.0717968601e+00,HMcode2020,1.6325873207e+01,7.3185589551e-01,7.8268909747e-01,9.3505313652e-01,-6.4946863478e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/cdm_25_snap0048.npz
25,PL,PL 25,0048,1.0717968601e+00,HMcode2020,1.8834933875e+01,5.5031652261e-01,5.7134277820e-01,9.6319852740e-01,-3.6801472602e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/cdm_25_snap0048.npz
25,PL,PL 25,0048,1.0717968601e+00,HMcode2020,2.1724701131e+01,4.0951711709e-01,4.1513438371e-01,9.8646879939e-01,-1.3531200612e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/cdm_25_snap0048.npz
25,PL,PL 25,0048,1.0717968601e+00,HMcode2020,2.4988160556e+01,3.0435142462e-01,3.0203866562e-01,1.0076571620e+00,7.6571620446e-03,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/cdm_25_snap0048.npz
25,PL,PL 25,0048,1.0717968601e+00,HMcode2020,2.8755021694e+01,2.2294787036e-01,2.1859504234e-01,1.0199127481e+00,1.9912748126e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/cdm_25_snap0048.npz
25,PL,PL 25,0048,1.0717968601e+00,HMcode2020,3.3148095750e+01,1.5995526185e-01,1.5689601476e-01,1.0194985647e+00,1.9498564692e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/cdm_25_snap0048.npz
25,PL,PL 25,0048,1.0717968601e+00,HMcode2020,3.8295411886e+01,1.1508527277e-01,1.1158386962e-01,1.0313791156e+00,3.1379115601e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/cdm_25_snap0048.npz
25,PL,PL 25,0048,1.0717968601e+00,HMcode2020,4.4197519067e+01,8.1079353433e-02,7.9246364696e-02,1.0231302564e+00,2.3130256434e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/cdm_25_snap0048.npz
25,PL,PL 25,0048,1.0717968601e+00,HMcode2020,5.0976964633e+01,5.6821387202e-02,5.6161813371e-02,1.0117441691e+00,1.1744169068e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/cdm_25_snap0048.npz
25,PL,PL 25,0048,1.0717968601e+00,HMcode2020,5.8762683884e+01,3.8959708991e-02,3.9719948747e-02,9.8086000158e-01,-1.9139998418e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/cdm_25_snap0048.npz
25,PL,PL 25,0048,1.0717968601e+00,HMcode2020,6.7800053809e+01,2.6218566366e-02,2.7940625254e-02,9.3836720290e-01,-6.1632797103e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/cdm_25_snap0048.npz
25,PL,PL 25,0048,1.0717968601e+00,HMcode2020,7.8224012374e+01,1.7289593904e-02,1.9592899511e-02,8.8244182004e-01,-1.1755817996e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/cdm_25_snap0048.npz
25,PL,PL 25,0048,1.0717968601e+00,HMcode2020,9.0151151638e+01,1.1204522226e-02,1.3738216182e-02,8.1557329404e-01,-1.8442670596e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/cdm_25_snap0048.npz
25,PL,PL 25,0048,1.0717968601e+00,HMcode2020,1.0396190842e+02,7.1621155870e-03,9.5896571995e-03,7.4685835354e-01,-2.5314164646e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/cdm_25_snap0048.npz
25,PL,PL 25,0048,1.0717968601e+00,HMcode2020,1.1990776394e+02,4.7000288933e-03,6.6749971960e-03,7.0412447455e-01,-2.9587552545e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/cdm_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,3.2072956064e-01,2.2477687152e+02,3.0859141342e+02,7.2839639001e-01,-2.7160360999e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,5.6066196834e-01,8.4389078903e+01,1.2889391556e+02,6.5471731958e-01,-3.4528268042e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,7.8770010985e-01,4.6732678144e+01,8.1793062274e+01,5.7135259207e-01,-4.2864740793e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,1.0205350124e+00,3.5145686093e+01,6.1148183017e+01,5.7476255807e-01,-4.2523744193e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,1.2811623763e+00,2.9917317185e+01,4.8852762929e+01,6.1239764943e-01,-3.8760235057e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,1.5386083751e+00,2.1453561724e+01,4.0969966278e+01,5.2364118579e-01,-4.7635881421e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,1.7773229369e+00,1.9966213322e+01,3.5491399318e+01,5.6256483841e-01,-4.3743516159e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,2.0169221746e+00,1.5555712704e+01,3.1086007955e+01,5.0040882465e-01,-4.9959117535e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,2.2763702483e+00,1.5090456914e+01,2.7163004956e+01,5.5555182273e-01,-4.4444817727e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,2.5367369098e+00,1.3832004952e+01,2.3861891916e+01,5.7966924841e-01,-4.2033075159e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,2.8990729604e+00,1.2222517379e+01,2.0179848088e+01,6.0567935527e-01,-3.9432064473e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,3.4029375450e+00,1.0104508164e+01,1.6257352130e+01,6.2153468062e-01,-3.7846531938e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,3.8962643222e+00,8.8348952770e+00,1.3380145661e+01,6.6029888620e-01,-3.3970111380e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,4.5293257682e+00,7.1406398100e+00,1.0643913925e+01,6.7086598600e-01,-3.2913401400e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,5.2810827998e+00,6.1202897826e+00,8.3334897616e+00,7.3442098781e-01,-2.6557901219e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,6.0322119887e+00,4.9929158777e+00,6.6893250087e+00,7.4640055181e-01,-2.5359944819e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,6.9129667849e+00,4.1528080832e+00,5.3046942681e+00,7.8285531142e-01,-2.1714468858e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,7.9160323189e+00,3.4210616309e+00,4.1873254120e+00,8.1700400478e-01,-1.8299599522e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,9.1677843868e+00,2.6316241667e+00,3.2207583775e+00,8.1708214596e-01,-1.8291785404e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,1.0676813721e+01,2.0569110610e+00,2.4370178422e+00,8.4402790385e-01,-1.5597209615e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,1.2307894307e+01,1.6323456014e+00,1.8688779575e+00,8.7343616790e-01,-1.2656383210e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,1.4191236202e+01,1.2622106548e+00,1.4260517390e+00,8.8510859757e-01,-1.1489140243e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,1.6325873207e+01,9.9532740819e-01,1.0881010181e+00,9.1473805427e-01,-8.5261945727e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,1.8834933875e+01,7.6218128973e-01,8.2243644844e-01,9.2673578753e-01,-7.3264212471e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,2.1724701131e+01,5.7618866252e-01,6.1965648988e-01,9.2985173549e-01,-7.0148264513e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,2.4988160556e+01,4.3415816566e-01,4.6787009044e-01,9.2794597161e-01,-7.2054028387e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,2.8755021694e+01,3.3090341868e-01,3.5187060052e-01,9.4041223730e-01,-5.9587762696e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,3.3148095750e+01,2.4642282012e-01,2.6289967497e-01,9.3732645409e-01,-6.2673545915e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,3.8295411886e+01,1.8178187958e-01,1.9497925315e-01,9.3231395975e-01,-6.7686040251e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,4.4197519067e+01,1.3283801635e-01,1.4451051247e-01,9.1922735645e-01,-8.0772643545e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,5.0976964633e+01,9.6689396013e-02,1.0696171878e-01,9.0396262433e-01,-9.6037375672e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,5.8762683884e+01,6.8688074023e-02,7.9061871320e-02,8.6878887226e-01,-1.3121112774e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,6.7800053809e+01,4.8283783537e-02,5.8185237260e-02,8.2982876432e-01,-1.7017123568e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,7.8224012374e+01,3.3503879112e-02,4.2719300001e-02,7.8427968416e-01,-2.1572031584e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,9.0151151638e+01,2.2717094504e-02,3.1369356156e-02,7.2418108905e-01,-2.7581891095e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,1.0396190842e+02,1.5339729951e-02,2.2952070256e-02,6.6833753032e-01,-3.3166246968e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP1,BT $k_p=1$ 25,0048,1.0717968601e+00,HMcode2020,1.1990776394e+02,1.0600255827e-02,1.6753088810e-02,6.3273441375e-01,-3.6726558625e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp1_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,3.2072956064e-01,2.2545288273e+02,3.4171574692e+02,6.5976732054e-01,-3.4023267946e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,5.6066196834e-01,8.5172835080e+01,1.4700176319e+02,5.7940009177e-01,-4.2059990823e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,7.8770010985e-01,4.7432149476e+01,9.3263512168e+01,5.0858206359e-01,-4.9141793641e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,1.0205350124e+00,3.5702727296e+01,6.8064295969e+01,5.2454413563e-01,-4.7545586437e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,1.2811623763e+00,2.9909829429e+01,5.2432387671e+01,5.7044568743e-01,-4.2955431257e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,1.5386083751e+00,2.1201668733e+01,4.2641034583e+01,4.9721281251e-01,-5.0278718749e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,1.7773229369e+00,1.9552721244e+01,3.6137208513e+01,5.4106894387e-01,-4.5893105613e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,2.0169221746e+00,1.5198470985e+01,3.1109081757e+01,4.8855414970e-01,-5.1144585030e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,2.2763702483e+00,1.4654901502e+01,2.6785618512e+01,5.4711827899e-01,-4.5288172101e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,2.5367369098e+00,1.3382826933e+01,2.3279766027e+01,5.7486947751e-01,-4.2513052249e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,2.8990729604e+00,1.1630270327e+01,1.9392892224e+01,5.9971819533e-01,-4.0028180467e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,3.4029375450e+00,9.6690017002e+00,1.5346619948e+01,6.3004112522e-01,-3.6995887478e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,3.8962643222e+00,8.4209239685e+00,1.2435950150e+01,6.7714359314e-01,-3.2285640686e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,4.5293257682e+00,6.6843491591e+00,9.7123354082e+00,6.8823294071e-01,-3.1176705929e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,5.2810827998e+00,5.6790977380e+00,7.4491361612e+00,7.6238339790e-01,-2.3761660210e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,6.0322119887e+00,4.5402257606e+00,5.8633675736e+00,7.7433756345e-01,-2.2566243655e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,6.9129667849e+00,3.7002133012e+00,4.5488592218e+00,8.1343763804e-01,-1.8656236196e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,7.9160323189e+00,3.0025701434e+00,3.5071501538e+00,8.5612819860e-01,-1.4387180140e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,9.1677843868e+00,2.2500485332e+00,2.6249675519e+00,8.5717194165e-01,-1.4282805835e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,1.0676813721e+01,1.6959498464e+00,1.9341446582e+00,8.7684746806e-01,-1.2315253194e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,1.2307894307e+01,1.2847085378e+00,1.4505759943e+00,8.8565407318e-01,-1.1434592682e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,1.4191236202e+01,9.6962990450e-01,1.0803451935e+00,8.9751859903e-01,-1.0248140097e-01,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
25,BTKP10,BT $k_p=10$ 25,0048,1.0717968601e+00,HMcode2020,1.6325873207e+01,7.2976093567e-01,8.0346567780e-01,9.0826647090e-01,-9.1733529096e-02,/oss06/data/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/powerspectrum/sim_power_data/bluetilted_kp10_ms1.5_25_snap0048.npz
