model,target_mass_msun,bin_index,r_over_r200m,rho_msun_kpc3_median,rho_msun_kpc3_p16_bootstrap_median,rho_msun_kpc3_p84_bootstrap_median,nhalo,n_bootstrap,power_radius_over_r200m,kappa_threshold,reference_overdensity_crit,source_cache
PL,1e+08,8,0.07079457844,1331732.26,1241838.656,1409182.484,100,160,0.532475388,0.6,63,PL_M1e+08_N100_B160_all.npz
PL,1e+08,9,0.08912509381,714917.8309,657502.834,778783.6045,100,160,0.532475388,0.6,63,PL_M1e+08_N100_B160_all.npz
PL,1e+08,10,0.1122018454,503224.5221,437961.3252,532898.9227,100,160,0.532475388,0.6,63,PL_M1e+08_N100_B160_all.npz
PL,1e+08,11,0.1412537545,356645.9013,342768.7586,384506.0102,100,160,0.532475388,0.6,63,PL_M1e+08_N100_B160_all.npz
PL,1e+08,12,0.177827941,193777.0859,171385.7039,200798.6263,100,160,0.532475388,0.6,63,PL_M1e+08_N100_B160_all.npz
PL,1e+08,13,0.2238721139,87694.23914,85051.50218,90923.09705,100,160,0.532475388,0.6,63,PL_M1e+08_N100_B160_all.npz
PL,1e+08,14,0.2818382931,47657.15403,43638.41289,51498.20113,100,160,0.532475388,0.6,63,PL_M1e+08_N100_B160_all.npz
PL,1e+08,15,0.3548133892,21833.91952,20893.52401,24248.65368,100,160,0.532475388,0.6,63,PL_M1e+08_N100_B160_all.npz
PL,1e+08,16,0.4466835922,11054.85794,10428.88997,11777.56757,100,160,0.532475388,0.6,63,PL_M1e+08_N100_B160_all.npz
PL,1e+08,17,0.5623413252,4296.349639,4177.082983,4609.275425,100,160,0.532475388,0.6,63,PL_M1e+08_N100_B160_all.npz
PL,1e+08,18,0.7079457844,2539.983319,2250.384777,2619.441834,100,160,0.532475388,0.6,63,PL_M1e+08_N100_B160_all.npz
PL,1e+08,19,0.8912509381,1305.357413,1151.665424,1388.458056,100,160,0.532475388,0.6,63,PL_M1e+08_N100_B160_all.npz
PL,1e+09,0,0.01122018454,15644787.15,15020550.02,16088429.31,100,160,0.1843578924,0.6,63,PL_M1e+09_N100_B160_all.npz
PL,1e+09,1,0.01412537545,9438909.66,8641950.322,13915281.11,100,160,0.1843578924,0.6,63,PL_M1e+09_N100_B160_all.npz
PL,1e+09,2,0.0177827941,8120846.427,7116357.159,8829436.792,100,160,0.1843578924,0.6,63,PL_M1e+09_N100_B160_all.npz
PL,1e+09,3,0.02238721139,5216643.725,4925768.315,6591407.55,100,160,0.1843578924,0.6,63,PL_M1e+09_N100_B160_all.npz
PL,1e+09,4,0.02818382931,5192695.019,4698778.1,5533594.638,100,160,0.1843578924,0.6,63,PL_M1e+09_N100_B160_all.npz
PL,1e+09,5,0.03548133892,3793984.214,3608430.315,3902400.79,100,160,0.1843578924,0.6,63,PL_M1e+09_N100_B160_all.npz
PL,1e+09,6,0.04466835922,3271902.239,2990133.345,3417479.072,100,160,0.1843578924,0.6,63,PL_M1e+09_N100_B160_all.npz
PL,1e+09,7,0.05623413252,2287026.749,2243069.538,2446353.758,100,160,0.1843578924,0.6,63,PL_M1e+09_N100_B160_all.npz
PL,1e+09,8,0.07079457844,1546129.093,1505816.646,1590059.028,100,160,0.1843578924,0.6,63,PL_M1e+09_N100_B160_all.npz
PL,1e+09,9,0.08912509381,911650.8505,887902.8901,938131.1165,100,160,0.1843578924,0.6,63,PL_M1e+09_N100_B160_all.npz
PL,1e+09,10,0.1122018454,537029.8979,505502.0609,552315.6302,100,160,0.1843578924,0.6,63,PL_M1e+09_N100_B160_all.npz
PL,1e+09,11,0.1412537545,272228.3317,268968.1543,277780.6315,100,160,0.1843578924,0.6,63,PL_M1e+09_N100_B160_all.npz
PL,1e+09,12,0.177827941,141985.2668,139383.2097,146142.1059,100,160,0.1843578924,0.6,63,PL_M1e+09_N100_B160_all.npz
PL,1e+09,13,0.2238721139,80166.81107,77851.87136,82326.56276,100,160,0.1843578924,0.6,63,PL_M1e+09_N100_B160_all.npz
PL,1e+09,14,0.2818382931,39296.6858,38859.65659,40318.5822,100,160,0.1843578924,0.6,63,PL_M1e+09_N100_B160_all.npz
PL,1e+09,15,0.3548133892,20366.26663,19282.96806,21149.28264,100,160,0.1843578924,0.6,63,PL_M1e+09_N100_B160_all.npz
PL,1e+09,16,0.4466835922,10084.09657,9848.409921,10345.44881,100,160,0.1843578924,0.6,63,PL_M1e+09_N100_B160_all.npz
PL,1e+09,17,0.5623413252,5200.190018,4893.950273,5236.572891,100,160,0.1843578924,0.6,63,PL_M1e+09_N100_B160_all.npz
PL,1e+09,18,0.7079457844,2691.235564,2612.536285,2758.759587,100,160,0.1843578924,0.6,63,PL_M1e+09_N100_B160_all.npz
PL,1e+09,19,0.8912509381,1414.462375,1327.299574,1473.77346,100,160,0.1843578924,0.6,63,PL_M1e+09_N100_B160_all.npz
PL,1e+10,0,0.01122018454,14041739.53,11780432.38,15213254.34,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,1e+10,1,0.01412537545,10018282.87,8297104.482,13022939.44,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,1e+10,2,0.0177827941,9247221.325,7537308.847,10914284.83,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,1e+10,3,0.02238721139,7239176.33,5388407.614,8460898.24,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,1e+10,4,0.02818382931,6248171.173,5475970.031,6903119.747,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,1e+10,5,0.03548133892,4792807.184,4401358.104,5156155.409,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,1e+10,6,0.04466835922,3279214.138,3218680.951,3358819.562,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,1e+10,7,0.05623413252,2102152.295,2048700.756,2165481.661,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,1e+10,8,0.07079457844,1313569.838,1291343.191,1358869.378,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,1e+10,9,0.08912509381,772450.9177,754868.6471,779011.1933,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,1e+10,10,0.1122018454,450833.7559,438850.7776,461118.7091,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,1e+10,11,0.1412537545,256594.9227,253645.5937,258805.6408,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,1e+10,12,0.177827941,144242.6921,141531.2885,147202.7221,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,1e+10,13,0.2238721139,79304.42812,78638.18363,80742.26304,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,1e+10,14,0.2818382931,41524.32087,40998.68966,41786.8153,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,1e+10,15,0.3548133892,21670.46064,21506.04991,22109.33949,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,1e+10,16,0.4466835922,11173.70196,10961.5302,11242.66388,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,1e+10,17,0.5623413252,5572.403912,5455.866417,5764.415964,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,1e+10,18,0.7079457844,2806.413868,2659.458516,2874.235991,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,1e+10,19,0.8912509381,1318.761185,1278.062664,1413.984672,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,1e+11,0,0.01122018454,8998106.033,7387637.13,11996010.18,100,160,0.02742790791,0.6,63,PL_M1e+11_N100_B160_all.npz
PL,1e+11,1,0.01412537545,9701120.196,8556738.647,10975573.33,100,160,0.02742790791,0.6,63,PL_M1e+11_N100_B160_all.npz
PL,1e+11,2,0.0177827941,9528028.286,8756015.391,10541725.86,100,160,0.02742790791,0.6,63,PL_M1e+11_N100_B160_all.npz
PL,1e+11,3,0.02238721139,8529693.053,7914302.039,9152263.319,100,160,0.02742790791,0.6,63,PL_M1e+11_N100_B160_all.npz
PL,1e+11,4,0.02818382931,6325399.271,5984574.348,6550023.991,100,160,0.02742790791,0.6,63,PL_M1e+11_N100_B160_all.npz
PL,1e+11,5,0.03548133892,4364531.553,4142266.85,4465438.648,100,160,0.02742790791,0.6,63,PL_M1e+11_N100_B160_all.npz
PL,1e+11,6,0.04466835922,2790390.05,2759515.551,2945519.581,100,160,0.02742790791,0.6,63,PL_M1e+11_N100_B160_all.npz
PL,1e+11,7,0.05623413252,1841372.539,1722627.83,1881686.035,100,160,0.02742790791,0.6,63,PL_M1e+11_N100_B160_all.npz
PL,1e+11,8,0.07079457844,1118157.418,1100554.585,1142379.977,100,160,0.02742790791,0.6,63,PL_M1e+11_N100_B160_all.npz
PL,1e+11,9,0.08912509381,693066.0273,680921.9185,702369.9287,100,160,0.02742790791,0.6,63,PL_M1e+11_N100_B160_all.npz
PL,1e+11,10,0.1122018454,414227.6709,408022.6977,424638.6039,100,160,0.02742790791,0.6,63,PL_M1e+11_N100_B160_all.npz
PL,1e+11,11,0.1412537545,240614.7334,239269.8427,243748.4451,100,160,0.02742790791,0.6,63,PL_M1e+11_N100_B160_all.npz
PL,1e+11,12,0.177827941,137976.7453,136257.7645,139750.8194,100,160,0.02742790791,0.6,63,PL_M1e+11_N100_B160_all.npz
PL,1e+11,13,0.2238721139,77923.8738,77295.80258,78594.63324,100,160,0.02742790791,0.6,63,PL_M1e+11_N100_B160_all.npz
PL,1e+11,14,0.2818382931,42866.64329,42520.1905,43076.67847,100,160,0.02742790791,0.6,63,PL_M1e+11_N100_B160_all.npz
PL,1e+11,15,0.3548133892,22748.78791,22500.4188,22833.44538,100,160,0.02742790791,0.6,63,PL_M1e+11_N100_B160_all.npz
PL,1e+11,16,0.4466835922,11759.68816,11534.3449,11873.31184,100,160,0.02742790791,0.6,63,PL_M1e+11_N100_B160_all.npz
PL,1e+11,17,0.5623413252,6095.736008,6038.960067,6228.198287,100,160,0.02742790791,0.6,63,PL_M1e+11_N100_B160_all.npz
PL,1e+11,18,0.7079457844,3054.779498,3008.714683,3131.453446,100,160,0.02742790791,0.6,63,PL_M1e+11_N100_B160_all.npz
PL,1e+11,19,0.8912509381,1476.779796,1451.290826,1500.621393,100,160,0.02742790791,0.6,63,PL_M1e+11_N100_B160_all.npz
