model,target_mass_Msun,profile_type,r_over_R200,rho_h2_Msun_kpc_minus3,source_file
PL,1.0000000000e+09,median_c_nfw,2.4620924015e-01,1.2483435290e+05,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+09,median_c_nfw,3.0078825180e-01,7.2150211613e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+09,median_c_nfw,3.6746619407e-01,4.1263863538e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+09,median_c_nfw,4.4892512582e-01,2.3429826515e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+09,median_c_nfw,5.4844165761e-01,1.3226092965e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+09,median_c_nfw,6.7001875035e-01,7.4294453422e+03,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+09,median_c_nfw,8.1854673071e-01,4.1561257905e+03,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+09,median_c_nfw,1.0000000000e+00,2.3169896832e+03,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.0000000000e-02,1.1524796128e+08,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.0476157528e-02,1.0776446710e+08,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.0974987655e-02,1.0069072921e+08,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.1497569954e-02,9.4008385246e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.2045035403e-02,8.7699799749e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.2618568831e-02,8.1748027719e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.3219411485e-02,7.6136780376e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.3848863714e-02,7.0850393071e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.4508287785e-02,6.5873795291e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.5199110830e-02,6.1192482700e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.5922827933e-02,5.6792491174e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.6681005372e-02,5.2660372755e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.7475284000e-02,4.8783173453e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.8307382803e-02,4.5148412847e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.9179102617e-02,4.1744065377e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,2.0092330026e-02,3.8558543266e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,2.1049041445e-02,3.5580680958e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,2.2051307399e-02,3.2799721001e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,2.3101297001e-02,3.0205301244e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,2.4201282648e-02,2.7787443261e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,2.5353644940e-02,2.5536541874e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,2.6560877829e-02,2.3443355673e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,2.7825594022e-02,2.1498998400e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,2.9150530628e-02,1.9694931087e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,3.0538555088e-02,1.8022954831e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,3.1992671378e-02,1.6475204076e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,3.3516026509e-02,1.5044140308e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,3.5111917342e-02,1.3722546032e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,3.6783797718e-02,1.2503518954e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,3.8535285937e-02,1.1380466243e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,4.0370172586e-02,1.0347098815e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,4.2292428744e-02,9.3974255443e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,4.4306214576e-02,8.5257473394e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,4.6415888336e-02,7.7266510311e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,4.8626015801e-02,6.9950030254e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,5.0941380148e-02,6.3259426888e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,5.3366992312e-02,5.7148754428e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,5.5908101825e-02,5.1574655586e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,5.8570208181e-02,4.6496286479e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,6.1359072734e-02,4.1875238606e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,6.4280731173e-02,3.7675458052e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,6.7341506578e-02,3.3863162159e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,7.0548023107e-02,3.0406753976e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,7.3907220335e-02,2.7276734854e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,7.7426368268e-02,2.4445615576e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,8.1113083079e-02,2.1887826453e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,8.4975343591e-02,1.9579626841e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,8.9021508545e-02,1.7499014526e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,9.3260334688e-02,1.5625635417e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,9.7700995730e-02,1.3940694009e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.0235310219e-01,1.2426865006e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.0722672220e-01,1.1068206514e+06,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.1233240330e-01,9.8500751569e+05,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.1768119524e-01,8.7590434382e+05,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.2328467394e-01,7.7828196327e+05,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.2915496650e-01,6.9101704578e+05,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.3530477746e-01,6.1308467244e+05,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.4174741629e-01,5.4355121311e+05,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.4849682623e-01,4.8156753270e+05,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.5556761439e-01,4.2636253270e+05,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.6297508346e-01,3.7723703307e+05,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.7073526475e-01,3.3355799618e+05,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.7886495291e-01,2.9475309157e+05,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.8738174229e-01,2.6030559742e+05,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.9630406500e-01,2.2974963258e+05,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,2.0565123083e-01,2.0266571067e+05,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,2.1544346900e-01,1.7867660638e+05,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,2.2570197196e-01,1.5744352227e+05,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,2.3644894126e-01,1.3866254375e+05,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,2.4770763560e-01,1.2206136877e+05,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,2.5950242114e-01,1.0739629825e+05,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,2.7185882427e-01,9.4449472924e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,2.8480358684e-01,8.3026342191e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,2.9836472403e-01,7.2953350414e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,3.1257158497e-01,6.4075826460e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,3.2745491629e-01,5.6256062427e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,3.4304692863e-01,4.9371567975e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,3.5938136638e-01,4.3313487135e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,3.7649358068e-01,3.7985165007e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,3.9442060594e-01,3.3300852384e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,4.1320124001e-01,2.9184536921e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,4.3287612811e-01,2.5568890150e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,4.5348785081e-01,2.2394320294e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,4.7508101621e-01,1.9608121462e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,4.9770235643e-01,1.7163710493e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,5.2140082880e-01,1.5019943323e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,5.4622772177e-01,1.3140503368e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,5.7223676594e-01,1.1493355003e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,5.9948425032e-01,1.0050255788e+04,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,6.2802914418e-01,8.7863216069e+03,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,6.5793322466e-01,7.6796394017e+03,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,6.8926121043e-01,6.7109226464e+03,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,7.2208090184e-01,5.8632051461e+03,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,7.5646332755e-01,5.1215691555e+03,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,7.9248289835e-01,4.4729041898e+03,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,8.3021756813e-01,3.9056932488e+03,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,8.6974900262e-01,3.4098234942e+03,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,9.1116275612e-01,2.9764187185e+03,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,9.5454845666e-01,2.5976912091e+03,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,mean_c_nfw,1.0000000000e+00,2.2668108571e+03,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
PL,1.0000000000e+10,median_c_nfw,1.0000000000e-02,8.9342876062e+07,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
